geoName,Real Estate Broker,year
Alabama,0,2006-08-31
Alaska,0,2006-08-31
Arizona,0,2006-08-31
Arkansas,0,2006-08-31
California,7,2006-08-31
Colorado,0,2006-08-31
Connecticut,14,2006-08-31
Delaware,0,2006-08-31
District of Columbia,11,2006-08-31
Florida,14,2006-08-31
Georgia,0,2006-08-31
Hawaii,0,2006-08-31
Idaho,0,2006-08-31
Illinois,0,2006-08-31
Indiana,0,2006-08-31
Iowa,0,2006-08-31
Kansas,0,2006-08-31
Kentucky,0,2006-08-31
Louisiana,0,2006-08-31
Maine,0,2006-08-31
Maryland,0,2006-08-31
Massachusetts,0,2006-08-31
Michigan,0,2006-08-31
Minnesota,0,2006-08-31
Mississippi,0,2006-08-31
Missouri,0,2006-08-31
Montana,0,2006-08-31
Nebraska,0,2006-08-31
Nevada,0,2006-08-31
New Hampshire,0,2006-08-31
New Jersey,6,2006-08-31
New Mexico,0,2006-08-31
New York,9,2006-08-31
North Carolina,0,2006-08-31
North Dakota,0,2006-08-31
Ohio,0,2006-08-31
Oklahoma,0,2006-08-31
Oregon,0,2006-08-31
Pennsylvania,9,2006-08-31
Rhode Island,0,2006-08-31
South Carolina,0,2006-08-31
South Dakota,0,2006-08-31
Tennessee,0,2006-08-31
Texas,0,2006-08-31
Utah,0,2006-08-31
Vermont,69,2006-08-31
Virginia,0,2006-08-31
Washington,7,2006-08-31
West Virginia,100,2006-08-31
Wisconsin,0,2006-08-31
Wyoming,0,2006-08-31
Alabama,0,2006-09-30
Alaska,0,2006-09-30
Arizona,17,2006-09-30
Arkansas,77,2006-09-30
California,25,2006-09-30
Colorado,0,2006-09-30
Connecticut,0,2006-09-30
Delaware,0,2006-09-30
District of Columbia,0,2006-09-30
Florida,7,2006-09-30
Georgia,10,2006-09-30
Hawaii,0,2006-09-30
Idaho,0,2006-09-30
Illinois,8,2006-09-30
Indiana,0,2006-09-30
Iowa,0,2006-09-30
Kansas,0,2006-09-30
Kentucky,33,2006-09-30
Louisiana,0,2006-09-30
Maine,0,2006-09-30
Maryland,0,2006-09-30
Massachusetts,0,2006-09-30
Michigan,13,2006-09-30
Minnesota,0,2006-09-30
Mississippi,100,2006-09-30
Missouri,0,2006-09-30
Montana,0,2006-09-30
Nebraska,0,2006-09-30
Nevada,0,2006-09-30
New Hampshire,0,2006-09-30
New Jersey,11,2006-09-30
New Mexico,84,2006-09-30
New York,9,2006-09-30
North Carolina,0,2006-09-30
North Dakota,0,2006-09-30
Ohio,11,2006-09-30
Oklahoma,0,2006-09-30
Oregon,0,2006-09-30
Pennsylvania,8,2006-09-30
Rhode Island,0,2006-09-30
South Carolina,0,2006-09-30
South Dakota,0,2006-09-30
Tennessee,0,2006-09-30
Texas,0,2006-09-30
Utah,0,2006-09-30
Vermont,0,2006-09-30
Virginia,0,2006-09-30
Washington,0,2006-09-30
West Virginia,0,2006-09-30
Wisconsin,0,2006-09-30
Wyoming,0,2006-09-30
Alabama,0,2006-10-31
Alaska,0,2006-10-31
Arizona,0,2006-10-31
Arkansas,0,2006-10-31
California,33,2006-10-31
Colorado,34,2006-10-31
Connecticut,47,2006-10-31
Delaware,0,2006-10-31
District of Columbia,0,2006-10-31
Florida,0,2006-10-31
Georgia,18,2006-10-31
Hawaii,0,2006-10-31
Idaho,0,2006-10-31
Illinois,0,2006-10-31
Indiana,0,2006-10-31
Iowa,0,2006-10-31
Kansas,83,2006-10-31
Kentucky,61,2006-10-31
Louisiana,0,2006-10-31
Maine,0,2006-10-31
Maryland,0,2006-10-31
Massachusetts,0,2006-10-31
Michigan,0,2006-10-31
Minnesota,0,2006-10-31
Mississippi,0,2006-10-31
Missouri,0,2006-10-31
Montana,0,2006-10-31
Nebraska,0,2006-10-31
Nevada,100,2006-10-31
New Hampshire,0,2006-10-31
New Jersey,0,2006-10-31
New Mexico,0,2006-10-31
New York,24,2006-10-31
North Carolina,0,2006-10-31
North Dakota,0,2006-10-31
Ohio,20,2006-10-31
Oklahoma,0,2006-10-31
Oregon,42,2006-10-31
Pennsylvania,16,2006-10-31
Rhode Island,0,2006-10-31
South Carolina,76,2006-10-31
South Dakota,0,2006-10-31
Tennessee,0,2006-10-31
Texas,20,2006-10-31
Utah,0,2006-10-31
Vermont,0,2006-10-31
Virginia,0,2006-10-31
Washington,23,2006-10-31
West Virginia,0,2006-10-31
Wisconsin,0,2006-10-31
Wyoming,0,2006-10-31
Alabama,0,2006-11-30
Alaska,0,2006-11-30
Arizona,0,2006-11-30
Arkansas,0,2006-11-30
California,12,2006-11-30
Colorado,0,2006-11-30
Connecticut,0,2006-11-30
Delaware,0,2006-11-30
District of Columbia,0,2006-11-30
Florida,31,2006-11-30
Georgia,0,2006-11-30
Hawaii,0,2006-11-30
Idaho,0,2006-11-30
Illinois,18,2006-11-30
Indiana,0,2006-11-30
Iowa,0,2006-11-30
Kansas,0,2006-11-30
Kentucky,79,2006-11-30
Louisiana,0,2006-11-30
Maine,0,2006-11-30
Maryland,0,2006-11-30
Massachusetts,24,2006-11-30
Michigan,0,2006-11-30
Minnesota,41,2006-11-30
Mississippi,0,2006-11-30
Missouri,0,2006-11-30
Montana,0,2006-11-30
Nebraska,0,2006-11-30
Nevada,0,2006-11-30
New Hampshire,0,2006-11-30
New Jersey,0,2006-11-30
New Mexico,0,2006-11-30
New York,31,2006-11-30
North Carolina,33,2006-11-30
North Dakota,0,2006-11-30
Ohio,51,2006-11-30
Oklahoma,0,2006-11-30
Oregon,0,2006-11-30
Pennsylvania,40,2006-11-30
Rhode Island,0,2006-11-30
South Carolina,0,2006-11-30
South Dakota,0,2006-11-30
Tennessee,0,2006-11-30
Texas,0,2006-11-30
Utah,100,2006-11-30
Vermont,0,2006-11-30
Virginia,29,2006-11-30
Washington,0,2006-11-30
West Virginia,0,2006-11-30
Wisconsin,48,2006-11-30
Wyoming,0,2006-11-30
Alabama,0,2006-12-31
Alaska,0,2006-12-31
Arizona,0,2006-12-31
Arkansas,0,2006-12-31
California,12,2006-12-31
Colorado,0,2006-12-31
Connecticut,0,2006-12-31
Delaware,0,2006-12-31
District of Columbia,0,2006-12-31
Florida,31,2006-12-31
Georgia,0,2006-12-31
Hawaii,0,2006-12-31
Idaho,0,2006-12-31
Illinois,18,2006-12-31
Indiana,0,2006-12-31
Iowa,0,2006-12-31
Kansas,0,2006-12-31
Kentucky,79,2006-12-31
Louisiana,0,2006-12-31
Maine,0,2006-12-31
Maryland,0,2006-12-31
Massachusetts,24,2006-12-31
Michigan,0,2006-12-31
Minnesota,41,2006-12-31
Mississippi,0,2006-12-31
Missouri,0,2006-12-31
Montana,0,2006-12-31
Nebraska,0,2006-12-31
Nevada,0,2006-12-31
New Hampshire,0,2006-12-31
New Jersey,0,2006-12-31
New Mexico,0,2006-12-31
New York,31,2006-12-31
North Carolina,33,2006-12-31
North Dakota,0,2006-12-31
Ohio,51,2006-12-31
Oklahoma,0,2006-12-31
Oregon,0,2006-12-31
Pennsylvania,40,2006-12-31
Rhode Island,0,2006-12-31
South Carolina,0,2006-12-31
South Dakota,0,2006-12-31
Tennessee,0,2006-12-31
Texas,0,2006-12-31
Utah,100,2006-12-31
Vermont,0,2006-12-31
Virginia,29,2006-12-31
Washington,0,2006-12-31
West Virginia,0,2006-12-31
Wisconsin,48,2006-12-31
Wyoming,0,2006-12-31
Alabama,0,2007-01-31
Alaska,0,2007-01-31
Arizona,16,2007-01-31
Arkansas,0,2007-01-31
California,10,2007-01-31
Colorado,17,2007-01-31
Connecticut,0,2007-01-31
Delaware,0,2007-01-31
District of Columbia,0,2007-01-31
Florida,25,2007-01-31
Georgia,9,2007-01-31
Hawaii,0,2007-01-31
Idaho,0,2007-01-31
Illinois,7,2007-01-31
Indiana,0,2007-01-31
Iowa,0,2007-01-31
Kansas,0,2007-01-31
Kentucky,0,2007-01-31
Louisiana,0,2007-01-31
Maine,0,2007-01-31
Maryland,18,2007-01-31
Massachusetts,20,2007-01-31
Michigan,0,2007-01-31
Minnesota,16,2007-01-31
Mississippi,0,2007-01-31
Missouri,0,2007-01-31
Montana,0,2007-01-31
Nebraska,0,2007-01-31
Nevada,100,2007-01-31
New Hampshire,0,2007-01-31
New Jersey,0,2007-01-31
New Mexico,0,2007-01-31
New York,8,2007-01-31
North Carolina,12,2007-01-31
North Dakota,0,2007-01-31
Ohio,10,2007-01-31
Oklahoma,0,2007-01-31
Oregon,21,2007-01-31
Pennsylvania,8,2007-01-31
Rhode Island,0,2007-01-31
South Carolina,0,2007-01-31
South Dakota,0,2007-01-31
Tennessee,0,2007-01-31
Texas,0,2007-01-31
Utah,0,2007-01-31
Vermont,0,2007-01-31
Virginia,0,2007-01-31
Washington,0,2007-01-31
West Virginia,0,2007-01-31
Wisconsin,0,2007-01-31
Wyoming,0,2007-01-31
Alabama,0,2007-02-28
Alaska,0,2007-02-28
Arizona,0,2007-02-28
Arkansas,0,2007-02-28
California,4,2007-02-28
Colorado,11,2007-02-28
Connecticut,0,2007-02-28
Delaware,0,2007-02-28
District of Columbia,0,2007-02-28
Florida,0,2007-02-28
Georgia,12,2007-02-28
Hawaii,0,2007-02-28
Idaho,0,2007-02-28
Illinois,0,2007-02-28
Indiana,16,2007-02-28
Iowa,0,2007-02-28
Kansas,0,2007-02-28
Kentucky,0,2007-02-28
Louisiana,0,2007-02-28
Maine,0,2007-02-28
Maryland,0,2007-02-28
Massachusetts,12,2007-02-28
Michigan,0,2007-02-28
Minnesota,0,2007-02-28
Mississippi,42,2007-02-28
Missouri,11,2007-02-28
Montana,0,2007-02-28
Nebraska,0,2007-02-28
Nevada,0,2007-02-28
New Hampshire,0,2007-02-28
New Jersey,0,2007-02-28
New Mexico,0,2007-02-28
New York,15,2007-02-28
North Carolina,8,2007-02-28
North Dakota,0,2007-02-28
Ohio,6,2007-02-28
Oklahoma,0,2007-02-28
Oregon,0,2007-02-28
Pennsylvania,0,2007-02-28
Rhode Island,0,2007-02-28
South Carolina,0,2007-02-28
South Dakota,0,2007-02-28
Tennessee,0,2007-02-28
Texas,6,2007-02-28
Utah,0,2007-02-28
Vermont,100,2007-02-28
Virginia,0,2007-02-28
Washington,7,2007-02-28
West Virginia,0,2007-02-28
Wisconsin,0,2007-02-28
Wyoming,0,2007-02-28
Alabama,0,2007-03-31
Alaska,0,2007-03-31
Arizona,43,2007-03-31
Arkansas,0,2007-03-31
California,10,2007-03-31
Colorado,23,2007-03-31
Connecticut,0,2007-03-31
Delaware,0,2007-03-31
District of Columbia,0,2007-03-31
Florida,0,2007-03-31
Georgia,13,2007-03-31
Hawaii,0,2007-03-31
Idaho,0,2007-03-31
Illinois,20,2007-03-31
Indiana,0,2007-03-31
Iowa,0,2007-03-31
Kansas,0,2007-03-31
Kentucky,0,2007-03-31
Louisiana,0,2007-03-31
Maine,0,2007-03-31
Maryland,0,2007-03-31
Massachusetts,13,2007-03-31
Michigan,16,2007-03-31
Minnesota,45,2007-03-31
Mississippi,0,2007-03-31
Missouri,69,2007-03-31
Montana,0,2007-03-31
Nebraska,0,2007-03-31
Nevada,0,2007-03-31
New Hampshire,100,2007-03-31
New Jersey,40,2007-03-31
New Mexico,0,2007-03-31
New York,17,2007-03-31
North Carolina,0,2007-03-31
North Dakota,0,2007-03-31
Ohio,0,2007-03-31
Oklahoma,0,2007-03-31
Oregon,0,2007-03-31
Pennsylvania,11,2007-03-31
Rhode Island,0,2007-03-31
South Carolina,0,2007-03-31
South Dakota,0,2007-03-31
Tennessee,0,2007-03-31
Texas,7,2007-03-31
Utah,0,2007-03-31
Vermont,0,2007-03-31
Virginia,0,2007-03-31
Washington,0,2007-03-31
West Virginia,0,2007-03-31
Wisconsin,0,2007-03-31
Wyoming,0,2007-03-31
Alabama,0,2007-04-30
Alaska,0,2007-04-30
Arizona,25,2007-04-30
Arkansas,0,2007-04-30
California,30,2007-04-30
Colorado,52,2007-04-30
Connecticut,0,2007-04-30
Delaware,0,2007-04-30
District of Columbia,0,2007-04-30
Florida,28,2007-04-30
Georgia,0,2007-04-30
Hawaii,100,2007-04-30
Idaho,0,2007-04-30
Illinois,11,2007-04-30
Indiana,0,2007-04-30
Iowa,0,2007-04-30
Kansas,0,2007-04-30
Kentucky,0,2007-04-30
Louisiana,0,2007-04-30
Maine,0,2007-04-30
Maryland,27,2007-04-30
Massachusetts,46,2007-04-30
Michigan,0,2007-04-30
Minnesota,0,2007-04-30
Mississippi,0,2007-04-30
Missouri,0,2007-04-30
Montana,0,2007-04-30
Nebraska,0,2007-04-30
Nevada,0,2007-04-30
New Hampshire,0,2007-04-30
New Jersey,0,2007-04-30
New Mexico,0,2007-04-30
New York,19,2007-04-30
North Carolina,0,2007-04-30
North Dakota,0,2007-04-30
Ohio,0,2007-04-30
Oklahoma,0,2007-04-30
Oregon,33,2007-04-30
Pennsylvania,13,2007-04-30
Rhode Island,0,2007-04-30
South Carolina,0,2007-04-30
South Dakota,0,2007-04-30
Tennessee,40,2007-04-30
Texas,14,2007-04-30
Utah,0,2007-04-30
Vermont,0,2007-04-30
Virginia,51,2007-04-30
Washington,0,2007-04-30
West Virginia,0,2007-04-30
Wisconsin,29,2007-04-30
Wyoming,0,2007-04-30
Alabama,0,2007-05-31
Alaska,0,2007-05-31
Arizona,10,2007-05-31
Arkansas,0,2007-05-31
California,8,2007-05-31
Colorado,0,2007-05-31
Connecticut,0,2007-05-31
Delaware,0,2007-05-31
District of Columbia,0,2007-05-31
Florida,7,2007-05-31
Georgia,6,2007-05-31
Hawaii,0,2007-05-31
Idaho,0,2007-05-31
Illinois,0,2007-05-31
Indiana,0,2007-05-31
Iowa,0,2007-05-31
Kansas,0,2007-05-31
Kentucky,0,2007-05-31
Louisiana,0,2007-05-31
Maine,0,2007-05-31
Maryland,11,2007-05-31
Massachusetts,25,2007-05-31
Michigan,0,2007-05-31
Minnesota,0,2007-05-31
Mississippi,0,2007-05-31
Missouri,0,2007-05-31
Montana,0,2007-05-31
Nebraska,0,2007-05-31
Nevada,0,2007-05-31
New Hampshire,51,2007-05-31
New Jersey,6,2007-05-31
New Mexico,100,2007-05-31
New York,5,2007-05-31
North Carolina,8,2007-05-31
North Dakota,0,2007-05-31
Ohio,0,2007-05-31
Oklahoma,0,2007-05-31
Oregon,0,2007-05-31
Pennsylvania,0,2007-05-31
Rhode Island,0,2007-05-31
South Carolina,0,2007-05-31
South Dakota,0,2007-05-31
Tennessee,0,2007-05-31
Texas,11,2007-05-31
Utah,0,2007-05-31
Vermont,0,2007-05-31
Virginia,13,2007-05-31
Washington,7,2007-05-31
West Virginia,0,2007-05-31
Wisconsin,0,2007-05-31
Wyoming,0,2007-05-31
Alabama,0,2007-06-30
Alaska,0,2007-06-30
Arizona,0,2007-06-30
Arkansas,0,2007-06-30
California,35,2007-06-30
Colorado,0,2007-06-30
Connecticut,0,2007-06-30
Delaware,0,2007-06-30
District of Columbia,30,2007-06-30
Florida,0,2007-06-30
Georgia,17,2007-06-30
Hawaii,0,2007-06-30
Idaho,0,2007-06-30
Illinois,28,2007-06-30
Indiana,0,2007-06-30
Iowa,100,2007-06-30
Kansas,0,2007-06-30
Kentucky,0,2007-06-30
Louisiana,0,2007-06-30
Maine,0,2007-06-30
Maryland,32,2007-06-30
Massachusetts,18,2007-06-30
Michigan,0,2007-06-30
Minnesota,31,2007-06-30
Mississippi,0,2007-06-30
Missouri,30,2007-06-30
Montana,0,2007-06-30
Nebraska,0,2007-06-30
Nevada,0,2007-06-30
New Hampshire,0,2007-06-30
New Jersey,16,2007-06-30
New Mexico,0,2007-06-30
New York,22,2007-06-30
North Carolina,46,2007-06-30
North Dakota,0,2007-06-30
Ohio,0,2007-06-30
Oklahoma,0,2007-06-30
Oregon,40,2007-06-30
Pennsylvania,0,2007-06-30
Rhode Island,0,2007-06-30
South Carolina,0,2007-06-30
South Dakota,0,2007-06-30
Tennessee,46,2007-06-30
Texas,8,2007-06-30
Utah,0,2007-06-30
Vermont,0,2007-06-30
Virginia,58,2007-06-30
Washington,43,2007-06-30
West Virginia,0,2007-06-30
Wisconsin,0,2007-06-30
Wyoming,0,2007-06-30
Alabama,0,2007-07-31
Alaska,0,2007-07-31
Arizona,13,2007-07-31
Arkansas,0,2007-07-31
California,1,2007-07-31
Colorado,20,2007-07-31
Connecticut,0,2007-07-31
Delaware,0,2007-07-31
District of Columbia,0,2007-07-31
Florida,5,2007-07-31
Georgia,11,2007-07-31
Hawaii,0,2007-07-31
Idaho,0,2007-07-31
Illinois,3,2007-07-31
Indiana,0,2007-07-31
Iowa,0,2007-07-31
Kansas,0,2007-07-31
Kentucky,0,2007-07-31
Louisiana,0,2007-07-31
Maine,0,2007-07-31
Maryland,0,2007-07-31
Massachusetts,8,2007-07-31
Michigan,0,2007-07-31
Minnesota,7,2007-07-31
Mississippi,0,2007-07-31
Missouri,0,2007-07-31
Montana,0,2007-07-31
Nebraska,0,2007-07-31
Nevada,0,2007-07-31
New Hampshire,0,2007-07-31
New Jersey,4,2007-07-31
New Mexico,0,2007-07-31
New York,3,2007-07-31
North Carolina,5,2007-07-31
North Dakota,0,2007-07-31
Ohio,0,2007-07-31
Oklahoma,0,2007-07-31
Oregon,0,2007-07-31
Pennsylvania,3,2007-07-31
Rhode Island,0,2007-07-31
South Carolina,0,2007-07-31
South Dakota,0,2007-07-31
Tennessee,10,2007-07-31
Texas,6,2007-07-31
Utah,17,2007-07-31
Vermont,0,2007-07-31
Virginia,8,2007-07-31
Washington,0,2007-07-31
West Virginia,0,2007-07-31
Wisconsin,0,2007-07-31
Wyoming,100,2007-07-31
Alabama,0,2007-08-31
Alaska,0,2007-08-31
Arizona,20,2007-08-31
Arkansas,0,2007-08-31
California,14,2007-08-31
Colorado,0,2007-08-31
Connecticut,0,2007-08-31
Delaware,0,2007-08-31
District of Columbia,0,2007-08-31
Florida,8,2007-08-31
Georgia,35,2007-08-31
Hawaii,0,2007-08-31
Idaho,0,2007-08-31
Illinois,0,2007-08-31
Indiana,0,2007-08-31
Iowa,0,2007-08-31
Kansas,0,2007-08-31
Kentucky,0,2007-08-31
Louisiana,0,2007-08-31
Maine,0,2007-08-31
Maryland,0,2007-08-31
Massachusetts,0,2007-08-31
Michigan,0,2007-08-31
Minnesota,22,2007-08-31
Mississippi,0,2007-08-31
Missouri,0,2007-08-31
Montana,0,2007-08-31
Nebraska,0,2007-08-31
Nevada,0,2007-08-31
New Hampshire,100,2007-08-31
New Jersey,12,2007-08-31
New Mexico,0,2007-08-31
New York,5,2007-08-31
North Carolina,46,2007-08-31
North Dakota,0,2007-08-31
Ohio,13,2007-08-31
Oklahoma,0,2007-08-31
Oregon,0,2007-08-31
Pennsylvania,10,2007-08-31
Rhode Island,0,2007-08-31
South Carolina,0,2007-08-31
South Dakota,0,2007-08-31
Tennessee,0,2007-08-31
Texas,17,2007-08-31
Utah,0,2007-08-31
Vermont,0,2007-08-31
Virginia,25,2007-08-31
Washington,0,2007-08-31
West Virginia,0,2007-08-31
Wisconsin,0,2007-08-31
Wyoming,0,2007-08-31
Alabama,49,2007-09-30
Alaska,0,2007-09-30
Arizona,20,2007-09-30
Arkansas,0,2007-09-30
California,18,2007-09-30
Colorado,0,2007-09-30
Connecticut,0,2007-09-30
Delaware,0,2007-09-30
District of Columbia,0,2007-09-30
Florida,8,2007-09-30
Georgia,11,2007-09-30
Hawaii,0,2007-09-30
Idaho,0,2007-09-30
Illinois,0,2007-09-30
Indiana,0,2007-09-30
Iowa,0,2007-09-30
Kansas,0,2007-09-30
Kentucky,0,2007-09-30
Louisiana,0,2007-09-30
Maine,100,2007-09-30
Maryland,0,2007-09-30
Massachusetts,0,2007-09-30
Michigan,31,2007-09-30
Minnesota,0,2007-09-30
Mississippi,0,2007-09-30
Missouri,0,2007-09-30
Montana,0,2007-09-30
Nebraska,76,2007-09-30
Nevada,0,2007-09-30
New Hampshire,0,2007-09-30
New Jersey,0,2007-09-30
New Mexico,0,2007-09-30
New York,33,2007-09-30
North Carolina,0,2007-09-30
North Dakota,0,2007-09-30
Ohio,13,2007-09-30
Oklahoma,0,2007-09-30
Oregon,28,2007-09-30
Pennsylvania,9,2007-09-30
Rhode Island,0,2007-09-30
South Carolina,0,2007-09-30
South Dakota,0,2007-09-30
Tennessee,0,2007-09-30
Texas,16,2007-09-30
Utah,0,2007-09-30
Vermont,0,2007-09-30
Virginia,11,2007-09-30
Washington,0,2007-09-30
West Virginia,0,2007-09-30
Wisconsin,0,2007-09-30
Wyoming,0,2007-09-30
Alabama,0,2007-10-31
Alaska,0,2007-10-31
Arizona,0,2007-10-31
Arkansas,0,2007-10-31
California,8,2007-10-31
Colorado,12,2007-10-31
Connecticut,0,2007-10-31
Delaware,0,2007-10-31
District of Columbia,0,2007-10-31
Florida,18,2007-10-31
Georgia,0,2007-10-31
Hawaii,100,2007-10-31
Idaho,0,2007-10-31
Illinois,0,2007-10-31
Indiana,0,2007-10-31
Iowa,0,2007-10-31
Kansas,0,2007-10-31
Kentucky,0,2007-10-31
Louisiana,0,2007-10-31
Maine,0,2007-10-31
Maryland,0,2007-10-31
Massachusetts,14,2007-10-31
Michigan,0,2007-10-31
Minnesota,24,2007-10-31
Mississippi,0,2007-10-31
Missouri,11,2007-10-31
Montana,0,2007-10-31
Nebraska,0,2007-10-31
Nevada,0,2007-10-31
New Hampshire,0,2007-10-31
New Jersey,6,2007-10-31
New Mexico,0,2007-10-31
New York,8,2007-10-31
North Carolina,0,2007-10-31
North Dakota,0,2007-10-31
Ohio,15,2007-10-31
Oklahoma,0,2007-10-31
Oregon,17,2007-10-31
Pennsylvania,0,2007-10-31
Rhode Island,0,2007-10-31
South Carolina,27,2007-10-31
South Dakota,0,2007-10-31
Tennessee,0,2007-10-31
Texas,0,2007-10-31
Utah,0,2007-10-31
Vermont,0,2007-10-31
Virginia,0,2007-10-31
Washington,0,2007-10-31
West Virginia,0,2007-10-31
Wisconsin,0,2007-10-31
Wyoming,0,2007-10-31
Alabama,0,2007-11-30
Alaska,0,2007-11-30
Arizona,7,2007-11-30
Arkansas,0,2007-11-30
California,6,2007-11-30
Colorado,7,2007-11-30
Connecticut,0,2007-11-30
Delaware,0,2007-11-30
District of Columbia,7,2007-11-30
Florida,6,2007-11-30
Georgia,4,2007-11-30
Hawaii,0,2007-11-30
Idaho,0,2007-11-30
Illinois,4,2007-11-30
Indiana,0,2007-11-30
Iowa,0,2007-11-30
Kansas,0,2007-11-30
Kentucky,0,2007-11-30
Louisiana,34,2007-11-30
Maine,0,2007-11-30
Maryland,0,2007-11-30
Massachusetts,4,2007-11-30
Michigan,6,2007-11-30
Minnesota,0,2007-11-30
Mississippi,0,2007-11-30
Missouri,0,2007-11-30
Montana,63,2007-11-30
Nebraska,0,2007-11-30
Nevada,0,2007-11-30
New Hampshire,0,2007-11-30
New Jersey,4,2007-11-30
New Mexico,0,2007-11-30
New York,3,2007-11-30
North Carolina,6,2007-11-30
North Dakota,0,2007-11-30
Ohio,0,2007-11-30
Oklahoma,0,2007-11-30
Oregon,0,2007-11-30
Pennsylvania,3,2007-11-30
Rhode Island,0,2007-11-30
South Carolina,17,2007-11-30
South Dakota,0,2007-11-30
Tennessee,0,2007-11-30
Texas,2,2007-11-30
Utah,0,2007-11-30
Vermont,0,2007-11-30
Virginia,4,2007-11-30
Washington,0,2007-11-30
West Virginia,0,2007-11-30
Wisconsin,0,2007-11-30
Wyoming,100,2007-11-30
Alabama,0,2007-12-31
Alaska,0,2007-12-31
Arizona,0,2007-12-31
Arkansas,0,2007-12-31
California,3,2007-12-31
Colorado,18,2007-12-31
Connecticut,0,2007-12-31
Delaware,0,2007-12-31
District of Columbia,0,2007-12-31
Florida,0,2007-12-31
Georgia,5,2007-12-31
Hawaii,0,2007-12-31
Idaho,0,2007-12-31
Illinois,13,2007-12-31
Indiana,0,2007-12-31
Iowa,0,2007-12-31
Kansas,0,2007-12-31
Kentucky,15,2007-12-31
Louisiana,0,2007-12-31
Maine,0,2007-12-31
Maryland,0,2007-12-31
Massachusetts,6,2007-12-31
Michigan,0,2007-12-31
Minnesota,0,2007-12-31
Mississippi,0,2007-12-31
Missouri,0,2007-12-31
Montana,0,2007-12-31
Nebraska,0,2007-12-31
Nevada,28,2007-12-31
New Hampshire,0,2007-12-31
New Jersey,20,2007-12-31
New Mexico,0,2007-12-31
New York,11,2007-12-31
North Carolina,0,2007-12-31
North Dakota,0,2007-12-31
Ohio,0,2007-12-31
Oklahoma,0,2007-12-31
Oregon,25,2007-12-31
Pennsylvania,4,2007-12-31
Rhode Island,44,2007-12-31
South Carolina,0,2007-12-31
South Dakota,0,2007-12-31
Tennessee,14,2007-12-31
Texas,5,2007-12-31
Utah,0,2007-12-31
Vermont,100,2007-12-31
Virginia,4,2007-12-31
Washington,0,2007-12-31
West Virginia,0,2007-12-31
Wisconsin,0,2007-12-31
Wyoming,0,2007-12-31
Alabama,0,2008-01-31
Alaska,0,2008-01-31
Arizona,40,2008-01-31
Arkansas,0,2008-01-31
California,13,2008-01-31
Colorado,58,2008-01-31
Connecticut,0,2008-01-31
Delaware,0,2008-01-31
District of Columbia,20,2008-01-31
Florida,0,2008-01-31
Georgia,35,2008-01-31
Hawaii,0,2008-01-31
Idaho,0,2008-01-31
Illinois,10,2008-01-31
Indiana,33,2008-01-31
Iowa,0,2008-01-31
Kansas,0,2008-01-31
Kentucky,0,2008-01-31
Louisiana,0,2008-01-31
Maine,0,2008-01-31
Maryland,0,2008-01-31
Massachusetts,0,2008-01-31
Michigan,0,2008-01-31
Minnesota,0,2008-01-31
Mississippi,0,2008-01-31
Missouri,0,2008-01-31
Montana,0,2008-01-31
Nebraska,0,2008-01-31
Nevada,0,2008-01-31
New Hampshire,100,2008-01-31
New Jersey,44,2008-01-31
New Mexico,0,2008-01-31
New York,5,2008-01-31
North Carolina,31,2008-01-31
North Dakota,0,2008-01-31
Ohio,0,2008-01-31
Oklahoma,52,2008-01-31
Oregon,29,2008-01-31
Pennsylvania,0,2008-01-31
Rhode Island,0,2008-01-31
South Carolina,0,2008-01-31
South Dakota,0,2008-01-31
Tennessee,0,2008-01-31
Texas,11,2008-01-31
Utah,0,2008-01-31
Vermont,0,2008-01-31
Virginia,10,2008-01-31
Washington,0,2008-01-31
West Virginia,0,2008-01-31
Wisconsin,0,2008-01-31
Wyoming,0,2008-01-31
Alabama,19,2008-02-29
Alaska,0,2008-02-29
Arizona,0,2008-02-29
Arkansas,32,2008-02-29
California,4,2008-02-29
Colorado,0,2008-02-29
Connecticut,0,2008-02-29
Delaware,0,2008-02-29
District of Columbia,7,2008-02-29
Florida,6,2008-02-29
Georgia,8,2008-02-29
Hawaii,0,2008-02-29
Idaho,0,2008-02-29
Illinois,7,2008-02-29
Indiana,0,2008-02-29
Iowa,0,2008-02-29
Kansas,0,2008-02-29
Kentucky,0,2008-02-29
Louisiana,18,2008-02-29
Maine,0,2008-02-29
Maryland,0,2008-02-29
Massachusetts,9,2008-02-29
Michigan,6,2008-02-29
Minnesota,15,2008-02-29
Mississippi,0,2008-02-29
Missouri,0,2008-02-29
Montana,0,2008-02-29
Nebraska,0,2008-02-29
Nevada,0,2008-02-29
New Hampshire,0,2008-02-29
New Jersey,0,2008-02-29
New Mexico,0,2008-02-29
New York,5,2008-02-29
North Carolina,6,2008-02-29
North Dakota,0,2008-02-29
Ohio,5,2008-02-29
Oklahoma,0,2008-02-29
Oregon,0,2008-02-29
Pennsylvania,4,2008-02-29
Rhode Island,0,2008-02-29
South Carolina,0,2008-02-29
South Dakota,0,2008-02-29
Tennessee,23,2008-02-29
Texas,2,2008-02-29
Utah,0,2008-02-29
Vermont,0,2008-02-29
Virginia,0,2008-02-29
Washington,5,2008-02-29
West Virginia,0,2008-02-29
Wisconsin,0,2008-02-29
Wyoming,100,2008-02-29
Alabama,50,2008-03-31
