geoName,Realtor,year
North Carolina,71,2012-11-30
North Dakota,0,2012-11-30
Ohio,72,2012-11-30
Oklahoma,51,2012-11-30
Oregon,20,2012-11-30
Pennsylvania,69,2012-11-30
Rhode Island,81,2012-11-30
South Carolina,71,2012-11-30
South Dakota,45,2012-11-30
Tennessee,58,2012-11-30
Texas,52,2012-11-30
Utah,29,2012-11-30
Vermont,60,2012-11-30
Virginia,67,2012-11-30
Washington,25,2012-11-30
West Virginia,73,2012-11-30
Wisconsin,67,2012-11-30
Wyoming,0,2012-11-30
Alabama,29,2012-12-31
Alaska,53,2012-12-31
Arizona,55,2012-12-31
Arkansas,70,2012-12-31
California,50,2012-12-31
Colorado,66,2012-12-31
Connecticut,80,2012-12-31
Delaware,100,2012-12-31
District of Columbia,52,2012-12-31
Florida,86,2012-12-31
Georgia,36,2012-12-31
Hawaii,20,2012-12-31
Idaho,47,2012-12-31
Illinois,68,2012-12-31
Indiana,45,2012-12-31
Iowa,50,2012-12-31
Kansas,18,2012-12-31
Kentucky,48,2012-12-31
Louisiana,49,2012-12-31
Maine,33,2012-12-31
Maryland,62,2012-12-31
Massachusetts,55,2012-12-31
Michigan,65,2012-12-31
Minnesota,44,2012-12-31
Mississippi,53,2012-12-31
Missouri,60,2012-12-31
Montana,87,2012-12-31
Nebraska,49,2012-12-31
Nevada,37,2012-12-31
New Hampshire,38,2012-12-31
New Jersey,90,2012-12-31
New Mexico,46,2012-12-31
New York,32,2012-12-31
North Carolina,64,2012-12-31
North Dakota,28,2012-12-31
Ohio,61,2012-12-31
Oklahoma,57,2012-12-31
Oregon,36,2012-12-31
Pennsylvania,69,2012-12-31
Rhode Island,51,2012-12-31
South Carolina,62,2012-12-31
South Dakota,59,2012-12-31
Tennessee,59,2012-12-31
Texas,51,2012-12-31
Utah,35,2012-12-31
Vermont,64,2012-12-31
Virginia,54,2012-12-31
Washington,26,2012-12-31
West Virginia,38,2012-12-31
Wisconsin,53,2012-12-31
Wyoming,61,2012-12-31
Alabama,58,2013-01-31
Alaska,7,2013-01-31
Arizona,40,2013-01-31
Arkansas,62,2013-01-31
California,41,2013-01-31
Colorado,50,2013-01-31
Connecticut,89,2013-01-31
Delaware,100,2013-01-31
District of Columbia,53,2013-01-31
Florida,72,2013-01-31
Georgia,36,2013-01-31
Hawaii,40,2013-01-31
Idaho,58,2013-01-31
Illinois,56,2013-01-31
Indiana,46,2013-01-31
Iowa,27,2013-01-31
Kansas,47,2013-01-31
Kentucky,46,2013-01-31
Louisiana,59,2013-01-31
Maine,58,2013-01-31
Maryland,59,2013-01-31
Massachusetts,41,2013-01-31
Michigan,65,2013-01-31
Minnesota,46,2013-01-31
Mississippi,47,2013-01-31
Missouri,43,2013-01-31
Montana,42,2013-01-31
Nebraska,43,2013-01-31
Nevada,45,2013-01-31
New Hampshire,51,2013-01-31
New Jersey,73,2013-01-31
New Mexico,51,2013-01-31
New York,27,2013-01-31
North Carolina,49,2013-01-31
North Dakota,25,2013-01-31
Ohio,60,2013-01-31
Oklahoma,58,2013-01-31
Oregon,45,2013-01-31
Pennsylvania,66,2013-01-31
Rhode Island,57,2013-01-31
South Carolina,32,2013-01-31
South Dakota,26,2013-01-31
Tennessee,46,2013-01-31
Texas,38,2013-01-31
Utah,35,2013-01-31
Vermont,63,2013-01-31
Virginia,55,2013-01-31
Washington,23,2013-01-31
West Virginia,51,2013-01-31
Wisconsin,45,2013-01-31
Wyoming,55,2013-01-31
Alabama,51,2013-02-28
Alaska,16,2013-02-28
Arizona,42,2013-02-28
Arkansas,31,2013-02-28
California,36,2013-02-28
Colorado,39,2013-02-28
Connecticut,100,2013-02-28
Delaware,62,2013-02-28
District of Columbia,41,2013-02-28
Florida,58,2013-02-28
Georgia,30,2013-02-28
Hawaii,19,2013-02-28
Idaho,36,2013-02-28
Illinois,48,2013-02-28
Indiana,43,2013-02-28
Iowa,34,2013-02-28
Kansas,44,2013-02-28
Kentucky,35,2013-02-28
Louisiana,37,2013-02-28
Maine,54,2013-02-28
Maryland,49,2013-02-28
Massachusetts,35,2013-02-28
Michigan,61,2013-02-28
Minnesota,28,2013-02-28
Mississippi,45,2013-02-28
Missouri,48,2013-02-28
Montana,32,2013-02-28
Nebraska,42,2013-02-28
Nevada,44,2013-02-28
New Hampshire,39,2013-02-28
New Jersey,62,2013-02-28
New Mexico,46,2013-02-28
New York,29,2013-02-28
North Carolina,43,2013-02-28
North Dakota,45,2013-02-28
Ohio,51,2013-02-28
Oklahoma,56,2013-02-28
Oregon,26,2013-02-28
Pennsylvania,59,2013-02-28
Rhode Island,51,2013-02-28
South Carolina,25,2013-02-28
South Dakota,7,2013-02-28
Tennessee,41,2013-02-28
Texas,42,2013-02-28
Utah,25,2013-02-28
Vermont,41,2013-02-28
Virginia,57,2013-02-28
Washington,21,2013-02-28
West Virginia,70,2013-02-28
Wisconsin,38,2013-02-28
Wyoming,63,2013-02-28
Alabama,50,2013-03-31
Alaska,44,2013-03-31
Arizona,49,2013-03-31
Arkansas,36,2013-03-31
California,38,2013-03-31
Colorado,52,2013-03-31
Connecticut,100,2013-03-31
Delaware,62,2013-03-31
District of Columbia,28,2013-03-31
Florida,61,2013-03-31
Georgia,42,2013-03-31
Hawaii,34,2013-03-31
Idaho,39,2013-03-31
Illinois,62,2013-03-31
Indiana,56,2013-03-31
Iowa,30,2013-03-31
Kansas,47,2013-03-31
Kentucky,53,2013-03-31
Louisiana,56,2013-03-31
Maine,47,2013-03-31
Maryland,50,2013-03-31
Massachusetts,41,2013-03-31
Michigan,72,2013-03-31
Minnesota,47,2013-03-31
Mississippi,63,2013-03-31
Missouri,56,2013-03-31
Montana,50,2013-03-31
Nebraska,35,2013-03-31
Nevada,97,2013-03-31
New Hampshire,40,2013-03-31
New Jersey,81,2013-03-31
New Mexico,44,2013-03-31
New York,32,2013-03-31
North Carolina,50,2013-03-31
North Dakota,22,2013-03-31
Ohio,68,2013-03-31
Oklahoma,49,2013-03-31
Oregon,31,2013-03-31
Pennsylvania,66,2013-03-31
Rhode Island,43,2013-03-31
South Carolina,77,2013-03-31
South Dakota,39,2013-03-31
Tennessee,47,2013-03-31
Texas,54,2013-03-31
Utah,31,2013-03-31
Vermont,58,2013-03-31
Virginia,62,2013-03-31
Washington,21,2013-03-31
West Virginia,45,2013-03-31
Wisconsin,49,2013-03-31
Wyoming,73,2013-03-31
Alabama,46,2013-04-30
Alaska,7,2013-04-30
Arizona,43,2013-04-30
Arkansas,41,2013-04-30
California,42,2013-04-30
Colorado,57,2013-04-30
Connecticut,100,2013-04-30
Delaware,88,2013-04-30
District of Columbia,56,2013-04-30
Florida,66,2013-04-30
Georgia,33,2013-04-30
Hawaii,36,2013-04-30
Idaho,53,2013-04-30
Illinois,59,2013-04-30
Indiana,64,2013-04-30
Iowa,44,2013-04-30
Kansas,45,2013-04-30
Kentucky,58,2013-04-30
Louisiana,48,2013-04-30
Maine,100,2013-04-30
Maryland,44,2013-04-30
Massachusetts,50,2013-04-30
Michigan,77,2013-04-30
Minnesota,36,2013-04-30
Mississippi,74,2013-04-30
Missouri,57,2013-04-30
Montana,55,2013-04-30
Nebraska,41,2013-04-30
Nevada,58,2013-04-30
New Hampshire,60,2013-04-30
New Jersey,65,2013-04-30
New Mexico,47,2013-04-30
New York,28,2013-04-30
North Carolina,53,2013-04-30
North Dakota,0,2013-04-30
Ohio,65,2013-04-30
Oklahoma,53,2013-04-30
Oregon,31,2013-04-30
Pennsylvania,63,2013-04-30
Rhode Island,46,2013-04-30
South Carolina,60,2013-04-30
South Dakota,44,2013-04-30
Tennessee,52,2013-04-30
Texas,48,2013-04-30
Utah,49,2013-04-30
Vermont,39,2013-04-30
Virginia,74,2013-04-30
Washington,25,2013-04-30
West Virginia,53,2013-04-30
Wisconsin,57,2013-04-30
Wyoming,27,2013-04-30
Alabama,34,2013-05-31
Alaska,22,2013-05-31
Arizona,43,2013-05-31
Arkansas,38,2013-05-31
California,37,2013-05-31
Colorado,38,2013-05-31
Connecticut,100,2013-05-31
Delaware,52,2013-05-31
District of Columbia,45,2013-05-31
Florida,53,2013-05-31
Georgia,38,2013-05-31
Hawaii,23,2013-05-31
Idaho,46,2013-05-31
Illinois,56,2013-05-31
Indiana,46,2013-05-31
Iowa,24,2013-05-31
Kansas,53,2013-05-31
Kentucky,33,2013-05-31
Louisiana,53,2013-05-31
Maine,74,2013-05-31
Maryland,43,2013-05-31
Massachusetts,39,2013-05-31
Michigan,72,2013-05-31
Minnesota,46,2013-05-31
Mississippi,59,2013-05-31
Missouri,51,2013-05-31
Montana,35,2013-05-31
Nebraska,45,2013-05-31
Nevada,90,2013-05-31
New Hampshire,53,2013-05-31
New Jersey,65,2013-05-31
New Mexico,43,2013-05-31
New York,34,2013-05-31
North Carolina,60,2013-05-31
North Dakota,61,2013-05-31
Ohio,58,2013-05-31
Oklahoma,46,2013-05-31
Oregon,38,2013-05-31
Pennsylvania,59,2013-05-31
Rhode Island,28,2013-05-31
South Carolina,39,2013-05-31
South Dakota,0,2013-05-31
Tennessee,51,2013-05-31
Texas,43,2013-05-31
Utah,30,2013-05-31
Vermont,71,2013-05-31
Virginia,54,2013-05-31
Washington,29,2013-05-31
West Virginia,20,2013-05-31
Wisconsin,61,2013-05-31
Wyoming,70,2013-05-31
Alabama,45,2013-06-30
Alaska,42,2013-06-30
Arizona,36,2013-06-30
Arkansas,46,2013-06-30
California,43,2013-06-30
Colorado,47,2013-06-30
Connecticut,100,2013-06-30
Delaware,77,2013-06-30
District of Columbia,43,2013-06-30
Florida,73,2013-06-30
Georgia,46,2013-06-30
Hawaii,19,2013-06-30
Idaho,54,2013-06-30
Illinois,66,2013-06-30
Indiana,53,2013-06-30
Iowa,44,2013-06-30
Kansas,46,2013-06-30
Kentucky,62,2013-06-30
Louisiana,67,2013-06-30
Maine,72,2013-06-30
Maryland,42,2013-06-30
Massachusetts,40,2013-06-30
Michigan,67,2013-06-30
Minnesota,52,2013-06-30
Mississippi,47,2013-06-30
Missouri,60,2013-06-30
Montana,49,2013-06-30
Nebraska,43,2013-06-30
Nevada,60,2013-06-30
New Hampshire,57,2013-06-30
New Jersey,74,2013-06-30
New Mexico,57,2013-06-30
New York,29,2013-06-30
North Carolina,55,2013-06-30
North Dakota,26,2013-06-30
Ohio,80,2013-06-30
Oklahoma,58,2013-06-30
Oregon,17,2013-06-30
Pennsylvania,70,2013-06-30
Rhode Island,46,2013-06-30
South Carolina,39,2013-06-30
South Dakota,65,2013-06-30
Tennessee,50,2013-06-30
Texas,49,2013-06-30
Utah,35,2013-06-30
Vermont,55,2013-06-30
Virginia,55,2013-06-30
Washington,24,2013-06-30
West Virginia,69,2013-06-30
Wisconsin,50,2013-06-30
Wyoming,80,2013-06-30
Alabama,42,2013-07-31
Alaska,14,2013-07-31
Arizona,49,2013-07-31
Arkansas,55,2013-07-31
California,43,2013-07-31
Colorado,52,2013-07-31
Connecticut,85,2013-07-31
Delaware,64,2013-07-31
District of Columbia,43,2013-07-31
Florida,79,2013-07-31
Georgia,32,2013-07-31
Hawaii,37,2013-07-31
Idaho,54,2013-07-31
Illinois,67,2013-07-31
Indiana,44,2013-07-31
Iowa,49,2013-07-31
Kansas,46,2013-07-31
Kentucky,49,2013-07-31
Louisiana,56,2013-07-31
Maine,72,2013-07-31
Maryland,64,2013-07-31
Massachusetts,36,2013-07-31
Michigan,74,2013-07-31
Minnesota,42,2013-07-31
Mississippi,44,2013-07-31
Missouri,47,2013-07-31
Montana,100,2013-07-31
Nebraska,14,2013-07-31
Nevada,46,2013-07-31
New Hampshire,28,2013-07-31
New Jersey,76,2013-07-31
New Mexico,75,2013-07-31
New York,32,2013-07-31
North Carolina,55,2013-07-31
North Dakota,68,2013-07-31
Ohio,65,2013-07-31
Oklahoma,45,2013-07-31
Oregon,21,2013-07-31
Pennsylvania,64,2013-07-31
Rhode Island,60,2013-07-31
South Carolina,52,2013-07-31
South Dakota,26,2013-07-31
Tennessee,47,2013-07-31
Texas,44,2013-07-31
Utah,29,2013-07-31
Vermont,47,2013-07-31
Virginia,59,2013-07-31
Washington,18,2013-07-31
West Virginia,19,2013-07-31
Wisconsin,51,2013-07-31
Wyoming,78,2013-07-31
Alabama,44,2013-08-31
Alaska,32,2013-08-31
Arizona,51,2013-08-31
Arkansas,59,2013-08-31
California,40,2013-08-31
Colorado,50,2013-08-31
Connecticut,85,2013-08-31
Delaware,100,2013-08-31
District of Columbia,51,2013-08-31
Florida,72,2013-08-31
Georgia,35,2013-08-31
Hawaii,38,2013-08-31
Idaho,32,2013-08-31
Illinois,64,2013-08-31
Indiana,52,2013-08-31
Iowa,34,2013-08-31
Kansas,47,2013-08-31
Kentucky,48,2013-08-31
Louisiana,67,2013-08-31
Maine,43,2013-08-31
Maryland,64,2013-08-31
Massachusetts,48,2013-08-31
Michigan,71,2013-08-31
Minnesota,47,2013-08-31
Mississippi,52,2013-08-31
Missouri,57,2013-08-31
Montana,61,2013-08-31
Nebraska,19,2013-08-31
Nevada,77,2013-08-31
New Hampshire,61,2013-08-31
New Jersey,71,2013-08-31
New Mexico,57,2013-08-31
New York,31,2013-08-31
North Carolina,58,2013-08-31
North Dakota,38,2013-08-31
Ohio,59,2013-08-31
Oklahoma,42,2013-08-31
Oregon,18,2013-08-31
Pennsylvania,71,2013-08-31
Rhode Island,41,2013-08-31
South Carolina,43,2013-08-31
South Dakota,29,2013-08-31
Tennessee,76,2013-08-31
Texas,40,2013-08-31
Utah,23,2013-08-31
Vermont,70,2013-08-31
Virginia,58,2013-08-31
Washington,24,2013-08-31
West Virginia,31,2013-08-31
Wisconsin,29,2013-08-31
Wyoming,29,2013-08-31
Alabama,42,2013-09-30
Alaska,0,2013-09-30
Arizona,61,2013-09-30
Arkansas,56,2013-09-30
California,47,2013-09-30
Colorado,45,2013-09-30
Connecticut,95,2013-09-30
Delaware,70,2013-09-30
District of Columbia,64,2013-09-30
Florida,94,2013-09-30
Georgia,41,2013-09-30
Hawaii,50,2013-09-30
Idaho,70,2013-09-30
Illinois,67,2013-09-30
Indiana,50,2013-09-30
Iowa,61,2013-09-30
Kansas,49,2013-09-30
Kentucky,44,2013-09-30
Louisiana,74,2013-09-30
Maine,88,2013-09-30
Maryland,73,2013-09-30
Massachusetts,46,2013-09-30
Michigan,86,2013-09-30
Minnesota,42,2013-09-30
Mississippi,42,2013-09-30
Missouri,62,2013-09-30
Montana,73,2013-09-30
Nebraska,30,2013-09-30
Nevada,100,2013-09-30
New Hampshire,72,2013-09-30
New Jersey,85,2013-09-30
New Mexico,24,2013-09-30
New York,42,2013-09-30
North Carolina,71,2013-09-30
North Dakota,22,2013-09-30
Ohio,64,2013-09-30
Oklahoma,56,2013-09-30
Oregon,27,2013-09-30
Pennsylvania,68,2013-09-30
Rhode Island,43,2013-09-30
South Carolina,73,2013-09-30
South Dakota,34,2013-09-30
Tennessee,58,2013-09-30
Texas,53,2013-09-30
Utah,36,2013-09-30
Vermont,30,2013-09-30
Virginia,73,2013-09-30
Washington,36,2013-09-30
West Virginia,24,2013-09-30
Wisconsin,60,2013-09-30
Wyoming,86,2013-09-30
Alabama,52,2013-10-31
Alaska,9,2013-10-31
Arizona,62,2013-10-31
Arkansas,58,2013-10-31
California,36,2013-10-31
Colorado,55,2013-10-31
Connecticut,86,2013-10-31
Delaware,79,2013-10-31
District of Columbia,49,2013-10-31
Florida,83,2013-10-31
Georgia,34,2013-10-31
Hawaii,35,2013-10-31
Idaho,20,2013-10-31
Illinois,60,2013-10-31
Indiana,41,2013-10-31
Iowa,33,2013-10-31
Kansas,51,2013-10-31
Kentucky,30,2013-10-31
Louisiana,60,2013-10-31
Maine,56,2013-10-31
Maryland,65,2013-10-31
Massachusetts,35,2013-10-31
Michigan,61,2013-10-31
Minnesota,36,2013-10-31
Mississippi,28,2013-10-31
Missouri,44,2013-10-31
Montana,100,2013-10-31
Nebraska,32,2013-10-31
Nevada,58,2013-10-31
New Hampshire,61,2013-10-31
New Jersey,69,2013-10-31
New Mexico,70,2013-10-31
New York,32,2013-10-31
North Carolina,43,2013-10-31
North Dakota,50,2013-10-31
Ohio,50,2013-10-31
Oklahoma,40,2013-10-31
Oregon,8,2013-10-31
Pennsylvania,49,2013-10-31
Rhode Island,62,2013-10-31
South Carolina,43,2013-10-31
South Dakota,21,2013-10-31
Tennessee,43,2013-10-31
Texas,47,2013-10-31
Utah,28,2013-10-31
Vermont,56,2013-10-31
Virginia,51,2013-10-31
Washington,26,2013-10-31
West Virginia,43,2013-10-31
Wisconsin,38,2013-10-31
Wyoming,95,2013-10-31
Alabama,40,2013-11-30
Alaska,43,2013-11-30
Arizona,56,2013-11-30
Arkansas,55,2013-11-30
California,44,2013-11-30
Colorado,52,2013-11-30
Connecticut,100,2013-11-30
Delaware,33,2013-11-30
District of Columbia,56,2013-11-30
Florida,98,2013-11-30
Georgia,46,2013-11-30
Hawaii,30,2013-11-30
Idaho,48,2013-11-30
Illinois,56,2013-11-30
Indiana,44,2013-11-30
Iowa,44,2013-11-30
Kansas,39,2013-11-30
Kentucky,39,2013-11-30
Louisiana,74,2013-11-30
Maine,61,2013-11-30
Maryland,52,2013-11-30
Massachusetts,35,2013-11-30
Michigan,66,2013-11-30
Minnesota,39,2013-11-30
Mississippi,26,2013-11-30
Missouri,47,2013-11-30
Montana,71,2013-11-30
Nebraska,54,2013-11-30
Nevada,84,2013-11-30
New Hampshire,41,2013-11-30
New Jersey,67,2013-11-30
New Mexico,16,2013-11-30
New York,34,2013-11-30
North Carolina,60,2013-11-30
North Dakota,24,2013-11-30
Ohio,54,2013-11-30
Oklahoma,62,2013-11-30
Oregon,15,2013-11-30
Pennsylvania,75,2013-11-30
Rhode Island,48,2013-11-30
South Carolina,69,2013-11-30
South Dakota,0,2013-11-30
Tennessee,62,2013-11-30
Texas,47,2013-11-30
Utah,46,2013-11-30
Vermont,55,2013-11-30
Virginia,62,2013-11-30
Washington,32,2013-11-30
West Virginia,49,2013-11-30
Wisconsin,32,2013-11-30
Wyoming,77,2013-11-30
Alabama,42,2013-12-31
Alaska,8,2013-12-31
Arizona,58,2013-12-31
Arkansas,61,2013-12-31
California,51,2013-12-31
Colorado,51,2013-12-31
Connecticut,84,2013-12-31
Delaware,68,2013-12-31
District of Columbia,42,2013-12-31
Florida,93,2013-12-31
Georgia,50,2013-12-31
Hawaii,42,2013-12-31
Idaho,65,2013-12-31
Illinois,67,2013-12-31
Indiana,42,2013-12-31
Iowa,44,2013-12-31
Kansas,43,2013-12-31
Kentucky,46,2013-12-31
Louisiana,56,2013-12-31
Maine,55,2013-12-31
Maryland,71,2013-12-31
Massachusetts,47,2013-12-31
Michigan,57,2013-12-31
Minnesota,41,2013-12-31
Mississippi,56,2013-12-31
Missouri,63,2013-12-31
Montana,52,2013-12-31
Nebraska,39,2013-12-31
Nevada,49,2013-12-31
New Hampshire,49,2013-12-31
New Jersey,72,2013-12-31
New Mexico,52,2013-12-31
New York,30,2013-12-31
North Carolina,54,2013-12-31
North Dakota,44,2013-12-31
Ohio,67,2013-12-31
Oklahoma,62,2013-12-31
Oregon,17,2013-12-31
Pennsylvania,64,2013-12-31
Rhode Island,40,2013-12-31
South Carolina,39,2013-12-31
South Dakota,27,2013-12-31
Tennessee,53,2013-12-31
Texas,58,2013-12-31
Utah,37,2013-12-31
Vermont,40,2013-12-31
Virginia,58,2013-12-31
Washington,42,2013-12-31
West Virginia,9,2013-12-31
Wisconsin,51,2013-12-31
Wyoming,100,2013-12-31
Alabama,51,2014-01-31
Alaska,50,2014-01-31
Arizona,73,2014-01-31
Arkansas,49,2014-01-31
California,59,2014-01-31
Colorado,70,2014-01-31
Connecticut,100,2014-01-31
Delaware,89,2014-01-31
District of Columbia,48,2014-01-31
Florida,91,2014-01-31
Georgia,48,2014-01-31
Hawaii,33,2014-01-31
Idaho,47,2014-01-31
Illinois,69,2014-01-31
Indiana,51,2014-01-31
Iowa,51,2014-01-31
Kansas,43,2014-01-31
Kentucky,56,2014-01-31
Louisiana,83,2014-01-31
Maine,55,2014-01-31
Maryland,64,2014-01-31
Massachusetts,47,2014-01-31
Michigan,78,2014-01-31
Minnesota,42,2014-01-31
Mississippi,70,2014-01-31
Missouri,62,2014-01-31
Montana,36,2014-01-31
Nebraska,37,2014-01-31
Nevada,85,2014-01-31
New Hampshire,45,2014-01-31
New Jersey,75,2014-01-31
New Mexico,53,2014-01-31
New York,41,2014-01-31
North Carolina,68,2014-01-31
North Dakota,52,2014-01-31
Ohio,70,2014-01-31
Oklahoma,67,2014-01-31
Oregon,16,2014-01-31
Pennsylvania,61,2014-01-31
Rhode Island,58,2014-01-31
South Carolina,81,2014-01-31
South Dakota,54,2014-01-31
Tennessee,56,2014-01-31
Texas,62,2014-01-31
Utah,67,2014-01-31
Vermont,29,2014-01-31
Virginia,69,2014-01-31
Washington,39,2014-01-31
West Virginia,40,2014-01-31
Wisconsin,50,2014-01-31
Wyoming,49,2014-01-31
Alabama,58,2014-02-28
Alaska,6,2014-02-28
Arizona,49,2014-02-28
Arkansas,49,2014-02-28
California,43,2014-02-28
Colorado,42,2014-02-28
Connecticut,100,2014-02-28
Delaware,71,2014-02-28
District of Columbia,45,2014-02-28
Florida,69,2014-02-28
Georgia,48,2014-02-28
Hawaii,41,2014-02-28
Idaho,41,2014-02-28
Illinois,60,2014-02-28
Indiana,46,2014-02-28
Iowa,45,2014-02-28
Kansas,37,2014-02-28
Kentucky,56,2014-02-28
Louisiana,53,2014-02-28
Maine,43,2014-02-28
Maryland,64,2014-02-28
Massachusetts,48,2014-02-28
Michigan,72,2014-02-28
Minnesota,42,2014-02-28
Mississippi,64,2014-02-28
Missouri,58,2014-02-28
Montana,48,2014-02-28
Nebraska,41,2014-02-28
Nevada,73,2014-02-28
New Hampshire,35,2014-02-28
New Jersey,71,2014-02-28
New Mexico,49,2014-02-28
New York,33,2014-02-28
North Carolina,59,2014-02-28
North Dakota,50,2014-02-28
Ohio,59,2014-02-28
Oklahoma,46,2014-02-28
Oregon,29,2014-02-28
Pennsylvania,63,2014-02-28
Rhode Island,23,2014-02-28
South Carolina,48,2014-02-28
South Dakota,29,2014-02-28
Tennessee,40,2014-02-28
Texas,50,2014-02-28
Utah,43,2014-02-28
Vermont,13,2014-02-28
Virginia,67,2014-02-28
Washington,33,2014-02-28
West Virginia,41,2014-02-28
Wisconsin,47,2014-02-28
Wyoming,67,2014-02-28
Alabama,25,2014-03-31
Alaska,54,2014-03-31
Arizona,48,2014-03-31
Arkansas,41,2014-03-31
California,36,2014-03-31
Colorado,40,2014-03-31
Connecticut,100,2014-03-31
Delaware,45,2014-03-31
District of Columbia,46,2014-03-31
Florida,78,2014-03-31
Georgia,38,2014-03-31
Hawaii,47,2014-03-31
Idaho,56,2014-03-31
Illinois,69,2014-03-31
Indiana,58,2014-03-31
Iowa,37,2014-03-31
Kansas,28,2014-03-31
Kentucky,46,2014-03-31
Louisiana,62,2014-03-31
Maine,67,2014-03-31
Maryland,71,2014-03-31
Massachusetts,44,2014-03-31
Michigan,77,2014-03-31
Minnesota,56,2014-03-31
Mississippi,38,2014-03-31
Missouri,66,2014-03-31
Montana,51,2014-03-31
Nebraska,43,2014-03-31
Nevada,62,2014-03-31
New Hampshire,46,2014-03-31
New Jersey,77,2014-03-31
New Mexico,57,2014-03-31
New York,34,2014-03-31
North Carolina,47,2014-03-31
North Dakota,14,2014-03-31
Ohio,55,2014-03-31
Oklahoma,68,2014-03-31
Oregon,22,2014-03-31
Pennsylvania,80,2014-03-31
Rhode Island,33,2014-03-31
South Carolina,64,2014-03-31
South Dakota,23,2014-03-31
Tennessee,54,2014-03-31
Texas,48,2014-03-31
Utah,23,2014-03-31
Vermont,60,2014-03-31
Virginia,55,2014-03-31
Washington,31,2014-03-31
West Virginia,49,2014-03-31
Wisconsin,60,2014-03-31
Wyoming,46,2014-03-31
Alabama,52,2014-04-30
Alaska,24,2014-04-30
Arizona,54,2014-04-30
Arkansas,60,2014-04-30
California,47,2014-04-30
Colorado,53,2014-04-30
Connecticut,87,2014-04-30
Delaware,81,2014-04-30
District of Columbia,50,2014-04-30
Florida,100,2014-04-30
Georgia,55,2014-04-30
Hawaii,33,2014-04-30
Idaho,70,2014-04-30
Illinois,76,2014-04-30
Indiana,68,2014-04-30
Iowa,45,2014-04-30
Kansas,49,2014-04-30
Kentucky,45,2014-04-30
Louisiana,70,2014-04-30
Maine,87,2014-04-30
Maryland,69,2014-04-30
Massachusetts,56,2014-04-30
Michigan,88,2014-04-30
Minnesota,54,2014-04-30
Mississippi,57,2014-04-30
Missouri,66,2014-04-30
Montana,78,2014-04-30
Nebraska,24,2014-04-30
Nevada,87,2014-04-30
New Hampshire,65,2014-04-30
New Jersey,71,2014-04-30
New Mexico,44,2014-04-30
New York,36,2014-04-30
North Carolina,60,2014-04-30
North Dakota,79,2014-04-30
Ohio,69,2014-04-30
Oklahoma,77,2014-04-30
Oregon,24,2014-04-30
Pennsylvania,96,2014-04-30
Rhode Island,80,2014-04-30
South Carolina,53,2014-04-30
South Dakota,28,2014-04-30
Tennessee,59,2014-04-30
Texas,61,2014-04-30
Utah,59,2014-04-30
Vermont,72,2014-04-30
Virginia,62,2014-04-30
Washington,42,2014-04-30
West Virginia,66,2014-04-30
Wisconsin,63,2014-04-30
Wyoming,82,2014-04-30
Alabama,47,2014-05-31
Alaska,7,2014-05-31
Arizona,58,2014-05-31
Arkansas,72,2014-05-31
California,44,2014-05-31
Colorado,46,2014-05-31
Connecticut,76,2014-05-31
Delaware,13,2014-05-31
District of Columbia,49,2014-05-31
Florida,74,2014-05-31
Georgia,44,2014-05-31
Hawaii,10,2014-05-31
Idaho,46,2014-05-31
Illinois,73,2014-05-31
Indiana,54,2014-05-31
Iowa,57,2014-05-31
Kansas,41,2014-05-31
Kentucky,49,2014-05-31
Louisiana,65,2014-05-31
Maine,82,2014-05-31
Maryland,65,2014-05-31
Massachusetts,55,2014-05-31
Michigan,65,2014-05-31
Minnesota,43,2014-05-31
Mississippi,43,2014-05-31
Missouri,61,2014-05-31
Montana,100,2014-05-31
Nebraska,59,2014-05-31
Nevada,64,2014-05-31
New Hampshire,83,2014-05-31
New Jersey,67,2014-05-31
New Mexico,32,2014-05-31
New York,32,2014-05-31
North Carolina,57,2014-05-31
North Dakota,32,2014-05-31
Ohio,77,2014-05-31
Oklahoma,60,2014-05-31
Oregon,22,2014-05-31
Pennsylvania,80,2014-05-31
Rhode Island,46,2014-05-31
South Carolina,52,2014-05-31
South Dakota,34,2014-05-31
Tennessee,55,2014-05-31
Texas,48,2014-05-31
Utah,24,2014-05-31
Vermont,57,2014-05-31
Virginia,46,2014-05-31
Washington,23,2014-05-31
West Virginia,81,2014-05-31
Wisconsin,47,2014-05-31
Wyoming,64,2014-05-31
Alabama,51,2014-06-30
Alaska,26,2014-06-30
Arizona,54,2014-06-30
Arkansas,62,2014-06-30
California,51,2014-06-30
Colorado,63,2014-06-30
Connecticut,100,2014-06-30
Delaware,40,2014-06-30
District of Columbia,55,2014-06-30
Florida,82,2014-06-30
Georgia,41,2014-06-30
Hawaii,46,2014-06-30
Idaho,72,2014-06-30
Illinois,71,2014-06-30
Indiana,56,2014-06-30
Iowa,71,2014-06-30
Kansas,43,2014-06-30
Kentucky,49,2014-06-30
Louisiana,71,2014-06-30
Maine,73,2014-06-30
Maryland,67,2014-06-30
Massachusetts,53,2014-06-30
Michigan,89,2014-06-30
Minnesota,54,2014-06-30
Mississippi,60,2014-06-30
Missouri,68,2014-06-30
Montana,62,2014-06-30
Nebraska,36,2014-06-30
Nevada,87,2014-06-30
New Hampshire,62,2014-06-30
New Jersey,85,2014-06-30
New Mexico,77,2014-06-30
New York,36,2014-06-30
North Carolina,74,2014-06-30
