geoName,Broker,year
Missouri,8,2017-01-31
Montana,0,2017-01-31
Nebraska,25,2017-01-31
Nevada,16,2017-01-31
New Hampshire,0,2017-01-31
New Jersey,30,2017-01-31
New Mexico,0,2017-01-31
New York,47,2017-01-31
North Carolina,32,2017-01-31
North Dakota,0,2017-01-31
Ohio,22,2017-01-31
Oklahoma,33,2017-01-31
Oregon,82,2017-01-31
Pennsylvania,12,2017-01-31
Rhode Island,39,2017-01-31
South Carolina,45,2017-01-31
South Dakota,0,2017-01-31
Tennessee,23,2017-01-31
Texas,29,2017-01-31
Utah,0,2017-01-31
Vermont,0,2017-01-31
Virginia,30,2017-01-31
Washington,25,2017-01-31
West Virginia,0,2017-01-31
Wisconsin,9,2017-01-31
Wyoming,0,2017-01-31
Alabama,5,2017-02-28
Alaska,0,2017-02-28
Arizona,19,2017-02-28
Arkansas,0,2017-02-28
California,13,2017-02-28
Colorado,43,2017-02-28
Connecticut,10,2017-02-28
Delaware,24,2017-02-28
District of Columbia,13,2017-02-28
Florida,17,2017-02-28
Georgia,9,2017-02-28
Hawaii,14,2017-02-28
Idaho,0,2017-02-28
Illinois,16,2017-02-28
Indiana,11,2017-02-28
Iowa,0,2017-02-28
Kansas,8,2017-02-28
Kentucky,6,2017-02-28
Louisiana,11,2017-02-28
Maine,0,2017-02-28
Maryland,16,2017-02-28
Massachusetts,16,2017-02-28
Michigan,16,2017-02-28
Minnesota,0,2017-02-28
Mississippi,0,2017-02-28
Missouri,4,2017-02-28
Montana,100,2017-02-28
Nebraska,0,2017-02-28
Nevada,13,2017-02-28
New Hampshire,15,2017-02-28
New Jersey,8,2017-02-28
New Mexico,0,2017-02-28
New York,26,2017-02-28
North Carolina,20,2017-02-28
North Dakota,0,2017-02-28
Ohio,11,2017-02-28
Oklahoma,7,2017-02-28
Oregon,22,2017-02-28
Pennsylvania,8,2017-02-28
Rhode Island,16,2017-02-28
South Carolina,9,2017-02-28
South Dakota,0,2017-02-28
Tennessee,6,2017-02-28
Texas,8,2017-02-28
Utah,0,2017-02-28
Vermont,0,2017-02-28
Virginia,9,2017-02-28
Washington,20,2017-02-28
West Virginia,0,2017-02-28
Wisconsin,19,2017-02-28
Wyoming,46,2017-02-28
Alabama,34,2017-03-31
Alaska,0,2017-03-31
Arizona,33,2017-03-31
Arkansas,0,2017-03-31
California,34,2017-03-31
Colorado,28,2017-03-31
Connecticut,45,2017-03-31
Delaware,0,2017-03-31
District of Columbia,13,2017-03-31
Florida,38,2017-03-31
Georgia,14,2017-03-31
Hawaii,30,2017-03-31
Idaho,0,2017-03-31
Illinois,20,2017-03-31
Indiana,0,2017-03-31
Iowa,16,2017-03-31
Kansas,47,2017-03-31
Kentucky,0,2017-03-31
Louisiana,12,2017-03-31
Maine,74,2017-03-31
Maryland,7,2017-03-31
Massachusetts,35,2017-03-31
Michigan,13,2017-03-31
Minnesota,15,2017-03-31
Mississippi,44,2017-03-31
Missouri,15,2017-03-31
Montana,54,2017-03-31
Nebraska,0,2017-03-31
Nevada,28,2017-03-31
New Hampshire,100,2017-03-31
New Jersey,35,2017-03-31
New Mexico,0,2017-03-31
New York,64,2017-03-31
North Carolina,24,2017-03-31
North Dakota,0,2017-03-31
Ohio,20,2017-03-31
Oklahoma,15,2017-03-31
Oregon,47,2017-03-31
Pennsylvania,17,2017-03-31
Rhode Island,36,2017-03-31
South Carolina,0,2017-03-31
South Dakota,0,2017-03-31
Tennessee,7,2017-03-31
Texas,20,2017-03-31
Utah,72,2017-03-31
Vermont,0,2017-03-31
Virginia,18,2017-03-31
Washington,33,2017-03-31
West Virginia,0,2017-03-31
Wisconsin,8,2017-03-31
Wyoming,0,2017-03-31
Alabama,0,2017-04-30
Alaska,0,2017-04-30
Arizona,42,2017-04-30
Arkansas,22,2017-04-30
California,25,2017-04-30
Colorado,52,2017-04-30
Connecticut,0,2017-04-30
Delaware,0,2017-04-30
District of Columbia,26,2017-04-30
Florida,30,2017-04-30
Georgia,19,2017-04-30
Hawaii,100,2017-04-30
Idaho,33,2017-04-30
Illinois,27,2017-04-30
Indiana,16,2017-04-30
Iowa,0,2017-04-30
Kansas,0,2017-04-30
Kentucky,40,2017-04-30
Louisiana,25,2017-04-30
Maine,0,2017-04-30
Maryland,15,2017-04-30
Massachusetts,26,2017-04-30
Michigan,41,2017-04-30
Minnesota,32,2017-04-30
Mississippi,0,2017-04-30
Missouri,8,2017-04-30
Montana,60,2017-04-30
Nebraska,0,2017-04-30
Nevada,58,2017-04-30
New Hampshire,69,2017-04-30
New Jersey,35,2017-04-30
New Mexico,0,2017-04-30
New York,55,2017-04-30
North Carolina,21,2017-04-30
North Dakota,0,2017-04-30
Ohio,8,2017-04-30
Oklahoma,16,2017-04-30
Oregon,69,2017-04-30
Pennsylvania,30,2017-04-30
Rhode Island,0,2017-04-30
South Carolina,22,2017-04-30
South Dakota,0,2017-04-30
Tennessee,15,2017-04-30
Texas,23,2017-04-30
Utah,16,2017-04-30
Vermont,0,2017-04-30
Virginia,48,2017-04-30
Washington,47,2017-04-30
West Virginia,0,2017-04-30
Wisconsin,9,2017-04-30
Wyoming,0,2017-04-30
Alabama,16,2017-05-31
Alaska,0,2017-05-31
Arizona,19,2017-05-31
Arkansas,31,2017-05-31
California,35,2017-05-31
Colorado,10,2017-05-31
Connecticut,64,2017-05-31
Delaware,0,2017-05-31
District of Columbia,19,2017-05-31
Florida,47,2017-05-31
Georgia,21,2017-05-31
Hawaii,0,2017-05-31
Idaho,0,2017-05-31
Illinois,8,2017-05-31
Indiana,12,2017-05-31
Iowa,25,2017-05-31
Kansas,81,2017-05-31
Kentucky,36,2017-05-31
Louisiana,17,2017-05-31
Maine,0,2017-05-31
Maryland,40,2017-05-31
Massachusetts,72,2017-05-31
Michigan,12,2017-05-31
Minnesota,0,2017-05-31
Mississippi,32,2017-05-31
Missouri,22,2017-05-31
Montana,0,2017-05-31
Nebraska,64,2017-05-31
Nevada,19,2017-05-31
New Hampshire,0,2017-05-31
New Jersey,42,2017-05-31
New Mexico,0,2017-05-31
New York,61,2017-05-31
North Carolina,46,2017-05-31
North Dakota,0,2017-05-31
Ohio,6,2017-05-31
Oklahoma,22,2017-05-31
Oregon,0,2017-05-31
Pennsylvania,26,2017-05-31
Rhode Island,0,2017-05-31
South Carolina,14,2017-05-31
South Dakota,100,2017-05-31
Tennessee,19,2017-05-31
Texas,27,2017-05-31
Utah,64,2017-05-31
Vermont,0,2017-05-31
Virginia,26,2017-05-31
Washington,45,2017-05-31
West Virginia,0,2017-05-31
Wisconsin,47,2017-05-31
Wyoming,0,2017-05-31
Alabama,0,2017-06-30
Alaska,0,2017-06-30
Arizona,12,2017-06-30
Arkansas,0,2017-06-30
California,20,2017-06-30
Colorado,38,2017-06-30
Connecticut,0,2017-06-30
Delaware,0,2017-06-30
District of Columbia,13,2017-06-30
Florida,34,2017-06-30
Georgia,27,2017-06-30
Hawaii,29,2017-06-30
Idaho,29,2017-06-30
Illinois,21,2017-06-30
Indiana,7,2017-06-30
Iowa,16,2017-06-30
Kansas,14,2017-06-30
Kentucky,23,2017-06-30
Louisiana,0,2017-06-30
Maine,0,2017-06-30
Maryland,26,2017-06-30
Massachusetts,33,2017-06-30
Michigan,27,2017-06-30
Minnesota,36,2017-06-30
Mississippi,0,2017-06-30
Missouri,7,2017-06-30
Montana,100,2017-06-30
Nebraska,0,2017-06-30
Nevada,36,2017-06-30
New Hampshire,0,2017-06-30
New Jersey,16,2017-06-30
New Mexico,0,2017-06-30
New York,56,2017-06-30
North Carolina,19,2017-06-30
North Dakota,0,2017-06-30
Ohio,4,2017-06-30
Oklahoma,14,2017-06-30
Oregon,26,2017-06-30
Pennsylvania,17,2017-06-30
Rhode Island,67,2017-06-30
South Carolina,27,2017-06-30
South Dakota,0,2017-06-30
Tennessee,31,2017-06-30
Texas,31,2017-06-30
Utah,54,2017-06-30
Vermont,0,2017-06-30
Virginia,52,2017-06-30
Washington,10,2017-06-30
West Virginia,0,2017-06-30
Wisconsin,8,2017-06-30
Wyoming,85,2017-06-30
Alabama,6,2017-07-31
Alaska,0,2017-07-31
Arizona,7,2017-07-31
Arkansas,23,2017-07-31
California,18,2017-07-31
Colorado,18,2017-07-31
Connecticut,13,2017-07-31
Delaware,26,2017-07-31
District of Columbia,7,2017-07-31
Florida,20,2017-07-31
Georgia,16,2017-07-31
Hawaii,51,2017-07-31
Idaho,50,2017-07-31
Illinois,20,2017-07-31
Indiana,4,2017-07-31
Iowa,9,2017-07-31
Kansas,7,2017-07-31
Kentucky,7,2017-07-31
Louisiana,0,2017-07-31
Maine,0,2017-07-31
Maryland,12,2017-07-31
Massachusetts,11,2017-07-31
Michigan,9,2017-07-31
Minnesota,12,2017-07-31
Mississippi,0,2017-07-31
Missouri,16,2017-07-31
Montana,0,2017-07-31
Nebraska,0,2017-07-31
Nevada,22,2017-07-31
New Hampshire,0,2017-07-31
New Jersey,21,2017-07-31
New Mexico,0,2017-07-31
New York,22,2017-07-31
North Carolina,15,2017-07-31
North Dakota,0,2017-07-31
Ohio,4,2017-07-31
Oklahoma,8,2017-07-31
Oregon,24,2017-07-31
Pennsylvania,12,2017-07-31
Rhode Island,0,2017-07-31
South Carolina,21,2017-07-31
South Dakota,0,2017-07-31
Tennessee,4,2017-07-31
Texas,17,2017-07-31
Utah,8,2017-07-31
Vermont,43,2017-07-31
Virginia,13,2017-07-31
Washington,14,2017-07-31
West Virginia,0,2017-07-31
Wisconsin,5,2017-07-31
Wyoming,100,2017-07-31
Alabama,12,2017-08-31
Alaska,82,2017-08-31
Arizona,35,2017-08-31
Arkansas,22,2017-08-31
California,31,2017-08-31
Colorado,29,2017-08-31
Connecticut,25,2017-08-31
Delaware,0,2017-08-31
District of Columbia,14,2017-08-31
Florida,28,2017-08-31
Georgia,0,2017-08-31
Hawaii,34,2017-08-31
Idaho,0,2017-08-31
Illinois,35,2017-08-31
Indiana,8,2017-08-31
Iowa,18,2017-08-31
Kansas,0,2017-08-31
Kentucky,0,2017-08-31
Louisiana,52,2017-08-31
Maine,38,2017-08-31
Maryland,39,2017-08-31
Massachusetts,5,2017-08-31
Michigan,24,2017-08-31
Minnesota,8,2017-08-31
Mississippi,0,2017-08-31
Missouri,16,2017-08-31
Montana,0,2017-08-31
Nebraska,70,2017-08-31
Nevada,39,2017-08-31
New Hampshire,35,2017-08-31
New Jersey,19,2017-08-31
New Mexico,60,2017-08-31
New York,49,2017-08-31
North Carolina,33,2017-08-31
North Dakota,0,2017-08-31
Ohio,9,2017-08-31
Oklahoma,16,2017-08-31
Oregon,39,2017-08-31
Pennsylvania,11,2017-08-31
Rhode Island,0,2017-08-31
South Carolina,11,2017-08-31
South Dakota,70,2017-08-31
Tennessee,21,2017-08-31
Texas,19,2017-08-31
Utah,16,2017-08-31
Vermont,0,2017-08-31
Virginia,10,2017-08-31
Washington,53,2017-08-31
West Virginia,0,2017-08-31
Wisconsin,9,2017-08-31
Wyoming,100,2017-08-31
Alabama,20,2017-09-30
Alaska,0,2017-09-30
Arizona,19,2017-09-30
Arkansas,0,2017-09-30
California,27,2017-09-30
Colorado,59,2017-09-30
Connecticut,21,2017-09-30
Delaware,0,2017-09-30
District of Columbia,40,2017-09-30
Florida,30,2017-09-30
Georgia,17,2017-09-30
Hawaii,30,2017-09-30
Idaho,28,2017-09-30
Illinois,19,2017-09-30
Indiana,21,2017-09-30
Iowa,15,2017-09-30
Kansas,25,2017-09-30
Kentucky,11,2017-09-30
Louisiana,11,2017-09-30
Maine,100,2017-09-30
Maryland,20,2017-09-30
Massachusetts,33,2017-09-30
Michigan,16,2017-09-30
Minnesota,0,2017-09-30
Mississippi,0,2017-09-30
Missouri,21,2017-09-30
Montana,51,2017-09-30
Nebraska,0,2017-09-30
Nevada,64,2017-09-30
New Hampshire,0,2017-09-30
New Jersey,28,2017-09-30
New Mexico,0,2017-09-30
New York,56,2017-09-30
North Carolina,33,2017-09-30
North Dakota,0,2017-09-30
Ohio,11,2017-09-30
Oklahoma,13,2017-09-30
Oregon,33,2017-09-30
Pennsylvania,20,2017-09-30
Rhode Island,0,2017-09-30
South Carolina,0,2017-09-30
South Dakota,0,2017-09-30
Tennessee,25,2017-09-30
Texas,14,2017-09-30
Utah,14,2017-09-30
Vermont,0,2017-09-30
Virginia,26,2017-09-30
Washington,21,2017-09-30
West Virginia,0,2017-09-30
Wisconsin,15,2017-09-30
Wyoming,0,2017-09-30
Alabama,76,2017-10-31
Alaska,0,2017-10-31
Arizona,70,2017-10-31
Arkansas,0,2017-10-31
California,51,2017-10-31
Colorado,38,2017-10-31
Connecticut,20,2017-10-31
Delaware,87,2017-10-31
District of Columbia,45,2017-10-31
Florida,65,2017-10-31
Georgia,38,2017-10-31
Hawaii,0,2017-10-31
Idaho,0,2017-10-31
Illinois,16,2017-10-31
Indiana,39,2017-10-31
Iowa,55,2017-10-31
Kansas,56,2017-10-31
Kentucky,42,2017-10-31
Louisiana,42,2017-10-31
Maine,63,2017-10-31
Maryland,46,2017-10-31
Massachusetts,46,2017-10-31
Michigan,24,2017-10-31
Minnesota,25,2017-10-31
Mississippi,0,2017-10-31
Missouri,66,2017-10-31
Montana,0,2017-10-31
Nebraska,0,2017-10-31
Nevada,50,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,45,2017-10-31
New Mexico,0,2017-10-31
New York,100,2017-10-31
North Carolina,71,2017-10-31
North Dakota,0,2017-10-31
Ohio,0,2017-10-31
Oklahoma,0,2017-10-31
Oregon,78,2017-10-31
Pennsylvania,24,2017-10-31
Rhode Island,0,2017-10-31
South Carolina,53,2017-10-31
South Dakota,0,2017-10-31
Tennessee,48,2017-10-31
Texas,28,2017-10-31
Utah,26,2017-10-31
Vermont,0,2017-10-31
Virginia,31,2017-10-31
Washington,38,2017-10-31
West Virginia,61,2017-10-31
Wisconsin,14,2017-10-31
Wyoming,0,2017-10-31
Alabama,11,2017-11-30
Alaska,77,2017-11-30
Arizona,61,2017-11-30
Arkansas,0,2017-11-30
California,18,2017-11-30
Colorado,14,2017-11-30
Connecticut,0,2017-11-30
Delaware,0,2017-11-30
District of Columbia,0,2017-11-30
Florida,26,2017-11-30
Georgia,7,2017-11-30
Hawaii,0,2017-11-30
Idaho,62,2017-11-30
Illinois,15,2017-11-30
Indiana,23,2017-11-30
Iowa,16,2017-11-30
Kansas,0,2017-11-30
Kentucky,0,2017-11-30
Louisiana,36,2017-11-30
Maine,35,2017-11-30
Maryland,6,2017-11-30
Massachusetts,21,2017-11-30
Michigan,14,2017-11-30
Minnesota,22,2017-11-30
Mississippi,0,2017-11-30
Missouri,8,2017-11-30
Montana,0,2017-11-30
Nebraska,0,2017-11-30
Nevada,29,2017-11-30
New Hampshire,33,2017-11-30
New Jersey,21,2017-11-30
New Mexico,25,2017-11-30
New York,47,2017-11-30
North Carolina,8,2017-11-30
North Dakota,0,2017-11-30
Ohio,8,2017-11-30
Oklahoma,29,2017-11-30
Oregon,81,2017-11-30
Pennsylvania,17,2017-11-30
Rhode Island,0,2017-11-30
South Carolina,21,2017-11-30
South Dakota,0,2017-11-30
Tennessee,14,2017-11-30
Texas,15,2017-11-30
Utah,15,2017-11-30
Vermont,0,2017-11-30
Virginia,4,2017-11-30
Washington,16,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,15,2017-11-30
Wyoming,100,2017-11-30
Alabama,0,2017-12-31
Alaska,0,2017-12-31
Arizona,41,2017-12-31
Arkansas,0,2017-12-31
California,29,2017-12-31
Colorado,32,2017-12-31
Connecticut,10,2017-12-31
Delaware,0,2017-12-31
District of Columbia,100,2017-12-31
Florida,43,2017-12-31
Georgia,29,2017-12-31
Hawaii,59,2017-12-31
Idaho,0,2017-12-31
Illinois,24,2017-12-31
Indiana,27,2017-12-31
Iowa,0,2017-12-31
Kansas,62,2017-12-31
Kentucky,11,2017-12-31
Louisiana,10,2017-12-31
Maine,31,2017-12-31
Maryland,23,2017-12-31
Massachusetts,19,2017-12-31
Michigan,8,2017-12-31
Minnesota,13,2017-12-31
Mississippi,39,2017-12-31
Missouri,7,2017-12-31
Montana,93,2017-12-31
Nebraska,19,2017-12-31
Nevada,26,2017-12-31
New Hampshire,0,2017-12-31
New Jersey,7,2017-12-31
New Mexico,67,2017-12-31
New York,36,2017-12-31
North Carolina,18,2017-12-31
North Dakota,58,2017-12-31
Ohio,10,2017-12-31
Oklahoma,25,2017-12-31
Oregon,40,2017-12-31
Pennsylvania,12,2017-12-31
Rhode Island,0,2017-12-31
South Carolina,45,2017-12-31
South Dakota,0,2017-12-31
Tennessee,18,2017-12-31
Texas,26,2017-12-31
Utah,51,2017-12-31
Vermont,62,2017-12-31
Virginia,23,2017-12-31
Washington,28,2017-12-31
West Virginia,30,2017-12-31
Wisconsin,27,2017-12-31
Wyoming,88,2017-12-31
Alabama,31,2018-01-31
Alaska,0,2018-01-31
Arizona,38,2018-01-31
Arkansas,0,2018-01-31
California,23,2018-01-31
Colorado,35,2018-01-31
Connecticut,33,2018-01-31
Delaware,0,2018-01-31
District of Columbia,0,2018-01-31
Florida,40,2018-01-31
Georgia,18,2018-01-31
Hawaii,0,2018-01-31
Idaho,30,2018-01-31
Illinois,38,2018-01-31
Indiana,7,2018-01-31
Iowa,0,2018-01-31
Kansas,0,2018-01-31
Kentucky,23,2018-01-31
Louisiana,12,2018-01-31
Maine,0,2018-01-31
Maryland,51,2018-01-31
Massachusetts,16,2018-01-31
Michigan,22,2018-01-31
Minnesota,15,2018-01-31
Mississippi,21,2018-01-31
Missouri,7,2018-01-31
Montana,100,2018-01-31
Nebraska,0,2018-01-31
Nevada,28,2018-01-31
New Hampshire,32,2018-01-31
New Jersey,29,2018-01-31
New Mexico,0,2018-01-31
New York,33,2018-01-31
North Carolina,27,2018-01-31
North Dakota,64,2018-01-31
Ohio,18,2018-01-31
Oklahoma,0,2018-01-31
Oregon,35,2018-01-31
Pennsylvania,20,2018-01-31
Rhode Island,38,2018-01-31
South Carolina,29,2018-01-31
South Dakota,0,2018-01-31
Tennessee,34,2018-01-31
Texas,25,2018-01-31
Utah,28,2018-01-31
Vermont,69,2018-01-31
Virginia,26,2018-01-31
Washington,32,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,8,2018-01-31
Wyoming,0,2018-01-31
Alabama,0,2018-02-28
Alaska,0,2018-02-28
Arizona,50,2018-02-28
Arkansas,30,2018-02-28
California,66,2018-02-28
Colorado,77,2018-02-28
Connecticut,84,2018-02-28
Delaware,0,2018-02-28
District of Columbia,0,2018-02-28
Florida,46,2018-02-28
Georgia,38,2018-02-28
Hawaii,51,2018-02-28
Idaho,0,2018-02-28
Illinois,41,2018-02-28
Indiana,56,2018-02-28
Iowa,25,2018-02-28
Kansas,27,2018-02-28
Kentucky,18,2018-02-28
Louisiana,72,2018-02-28
Maine,0,2018-02-28
Maryland,20,2018-02-28
Massachusetts,64,2018-02-28
Michigan,35,2018-02-28
Minnesota,46,2018-02-28
Mississippi,100,2018-02-28
Missouri,12,2018-02-28
Montana,80,2018-02-28
Nebraska,0,2018-02-28
Nevada,88,2018-02-28
New Hampshire,0,2018-02-28
New Jersey,32,2018-02-28
New Mexico,0,2018-02-28
New York,68,2018-02-28
North Carolina,24,2018-02-28
North Dakota,0,2018-02-28
Ohio,23,2018-02-28
Oklahoma,66,2018-02-28
Oregon,56,2018-02-28
Pennsylvania,46,2018-02-28
Rhode Island,59,2018-02-28
South Carolina,30,2018-02-28
South Dakota,0,2018-02-28
Tennessee,53,2018-02-28
Texas,32,2018-02-28
Utah,22,2018-02-28
Vermont,0,2018-02-28
Virginia,47,2018-02-28
Washington,83,2018-02-28
West Virginia,0,2018-02-28
Wisconsin,0,2018-02-28
Wyoming,0,2018-02-28
Alabama,33,2018-03-31
Alaska,0,2018-03-31
Arizona,39,2018-03-31
Arkansas,0,2018-03-31
California,30,2018-03-31
Colorado,71,2018-03-31
Connecticut,100,2018-03-31
Delaware,50,2018-03-31
District of Columbia,32,2018-03-31
Florida,25,2018-03-31
Georgia,33,2018-03-31
Hawaii,32,2018-03-31
Idaho,31,2018-03-31
Illinois,21,2018-03-31
Indiana,7,2018-03-31
Iowa,49,2018-03-31
Kansas,17,2018-03-31
Kentucky,12,2018-03-31
Louisiana,12,2018-03-31
Maine,36,2018-03-31
Maryland,13,2018-03-31
Massachusetts,52,2018-03-31
Michigan,23,2018-03-31
Minnesota,0,2018-03-31
Mississippi,0,2018-03-31
Missouri,45,2018-03-31
Montana,0,2018-03-31
Nebraska,22,2018-03-31
Nevada,28,2018-03-31
New Hampshire,0,2018-03-31
New Jersey,26,2018-03-31
New Mexico,0,2018-03-31
New York,55,2018-03-31
North Carolina,37,2018-03-31
North Dakota,0,2018-03-31
Ohio,11,2018-03-31
Oklahoma,56,2018-03-31
Oregon,45,2018-03-31
Pennsylvania,13,2018-03-31
Rhode Island,0,2018-03-31
South Carolina,30,2018-03-31
South Dakota,0,2018-03-31
Tennessee,13,2018-03-31
Texas,25,2018-03-31
Utah,28,2018-03-31
Vermont,0,2018-03-31
Virginia,17,2018-03-31
Washington,23,2018-03-31
West Virginia,35,2018-03-31
Wisconsin,8,2018-03-31
Wyoming,0,2018-03-31
Alabama,33,2018-04-30
Alaska,0,2018-04-30
Arizona,26,2018-04-30
Arkansas,20,2018-04-30
California,34,2018-04-30
Colorado,28,2018-04-30
Connecticut,11,2018-04-30
Delaware,0,2018-04-30
District of Columbia,32,2018-04-30
Florida,36,2018-04-30
Georgia,39,2018-04-30
Hawaii,32,2018-04-30
Idaho,0,2018-04-30
Illinois,24,2018-04-30
Indiana,0,2018-04-30
Iowa,33,2018-04-30
Kansas,0,2018-04-30
Kentucky,48,2018-04-30
Louisiana,0,2018-04-30
Maine,35,2018-04-30
Maryland,19,2018-04-30
Massachusetts,52,2018-04-30
Michigan,28,2018-04-30
Minnesota,38,2018-04-30
Mississippi,22,2018-04-30
Missouri,23,2018-04-30
Montana,0,2018-04-30
Nebraska,0,2018-04-30
Nevada,28,2018-04-30
New Hampshire,33,2018-04-30
New Jersey,33,2018-04-30
New Mexico,51,2018-04-30
New York,47,2018-04-30
North Carolina,40,2018-04-30
North Dakota,69,2018-04-30
Ohio,22,2018-04-30
Oklahoma,29,2018-04-30
Oregon,18,2018-04-30
Pennsylvania,17,2018-04-30
Rhode Island,37,2018-04-30
South Carolina,10,2018-04-30
South Dakota,0,2018-04-30
Tennessee,41,2018-04-30
Texas,26,2018-04-30
Utah,56,2018-04-30
Vermont,0,2018-04-30
Virginia,22,2018-04-30
Washington,34,2018-04-30
West Virginia,35,2018-04-30
Wisconsin,15,2018-04-30
Wyoming,100,2018-04-30
Alabama,26,2018-05-31
Alaska,0,2018-05-31
Arizona,55,2018-05-31
Arkansas,0,2018-05-31
California,41,2018-05-31
Colorado,33,2018-05-31
Connecticut,25,2018-05-31
Delaware,57,2018-05-31
District of Columbia,38,2018-05-31
Florida,47,2018-05-31
Georgia,35,2018-05-31
Hawaii,0,2018-05-31
Idaho,74,2018-05-31
Illinois,31,2018-05-31
Indiana,18,2018-05-31
Iowa,0,2018-05-31
Kansas,22,2018-05-31
Kentucky,0,2018-05-31
Louisiana,55,2018-05-31
Maine,0,2018-05-31
Maryland,30,2018-05-31
Massachusetts,36,2018-05-31
Michigan,21,2018-05-31
Minnesota,18,2018-05-31
Mississippi,26,2018-05-31
Missouri,28,2018-05-31
Montana,62,2018-05-31
Nebraska,0,2018-05-31
Nevada,34,2018-05-31
New Hampshire,76,2018-05-31
New Jersey,43,2018-05-31
New Mexico,28,2018-05-31
New York,51,2018-05-31
North Carolina,29,2018-05-31
North Dakota,0,2018-05-31
Ohio,18,2018-05-31
Oklahoma,34,2018-05-31
Oregon,31,2018-05-31
Pennsylvania,8,2018-05-31
Rhode Island,0,2018-05-31
South Carolina,0,2018-05-31
South Dakota,0,2018-05-31
Tennessee,24,2018-05-31
Texas,17,2018-05-31
Utah,100,2018-05-31
Vermont,91,2018-05-31
Virginia,31,2018-05-31
Washington,44,2018-05-31
West Virginia,0,2018-05-31
Wisconsin,19,2018-05-31
Wyoming,0,2018-05-31
Alabama,44,2018-06-30
Alaska,0,2018-06-30
Arizona,44,2018-06-30
Arkansas,54,2018-06-30
California,41,2018-06-30
Colorado,37,2018-06-30
Connecticut,30,2018-06-30
Delaware,62,2018-06-30
District of Columbia,0,2018-06-30
Florida,26,2018-06-30
Georgia,19,2018-06-30
Hawaii,0,2018-06-30
Idaho,40,2018-06-30
Illinois,40,2018-06-30
Indiana,20,2018-06-30
Iowa,0,2018-06-30
Kansas,24,2018-06-30
Kentucky,16,2018-06-30
Louisiana,0,2018-06-30
Maine,87,2018-06-30
Maryland,26,2018-06-30
Massachusetts,28,2018-06-30
Michigan,24,2018-06-30
Minnesota,31,2018-06-30
Mississippi,29,2018-06-30
Missouri,21,2018-06-30
Montana,68,2018-06-30
Nebraska,30,2018-06-30
Nevada,37,2018-06-30
New Hampshire,84,2018-06-30
New Jersey,50,2018-06-30
New Mexico,97,2018-06-30
New York,63,2018-06-30
North Carolina,49,2018-06-30
North Dakota,0,2018-06-30
Ohio,10,2018-06-30
Oklahoma,37,2018-06-30
Oregon,37,2018-06-30
Pennsylvania,18,2018-06-30
Rhode Island,0,2018-06-30
South Carolina,65,2018-06-30
South Dakota,89,2018-06-30
Tennessee,26,2018-06-30
Texas,34,2018-06-30
Utah,55,2018-06-30
Vermont,100,2018-06-30
Virginia,30,2018-06-30
Washington,35,2018-06-30
West Virginia,0,2018-06-30
Wisconsin,21,2018-06-30
Wyoming,0,2018-06-30
Alabama,5,2018-07-31
Alaska,0,2018-07-31
Arizona,9,2018-07-31
Arkansas,0,2018-07-31
California,14,2018-07-31
Colorado,15,2018-07-31
Connecticut,5,2018-07-31
Delaware,0,2018-07-31
District of Columbia,0,2018-07-31
Florida,16,2018-07-31
Georgia,14,2018-07-31
Hawaii,0,2018-07-31
Idaho,0,2018-07-31
Illinois,8,2018-07-31
Indiana,10,2018-07-31
Iowa,15,2018-07-31
Kansas,0,2018-07-31
Kentucky,0,2018-07-31
Louisiana,10,2018-07-31
Maine,30,2018-07-31
Maryland,9,2018-07-31
Massachusetts,14,2018-07-31
Michigan,2,2018-07-31
Minnesota,14,2018-07-31
Mississippi,10,2018-07-31
Missouri,0,2018-07-31
Montana,0,2018-07-31
Nebraska,10,2018-07-31
Nevada,19,2018-07-31
New Hampshire,15,2018-07-31
New Jersey,29,2018-07-31
New Mexico,0,2018-07-31
New York,23,2018-07-31
North Carolina,11,2018-07-31
North Dakota,0,2018-07-31
Ohio,8,2018-07-31
Oklahoma,12,2018-07-31
Oregon,23,2018-07-31
Pennsylvania,8,2018-07-31
Rhode Island,18,2018-07-31
South Carolina,4,2018-07-31
South Dakota,0,2018-07-31
Tennessee,20,2018-07-31
Texas,11,2018-07-31
Utah,6,2018-07-31
Vermont,100,2018-07-31
Virginia,10,2018-07-31
Washington,5,2018-07-31
West Virginia,16,2018-07-31
Wisconsin,14,2018-07-31
Wyoming,85,2018-07-31
Alabama,11,2018-08-31
Alaska,0,2018-08-31
Arizona,7,2018-08-31
Arkansas,20,2018-08-31
California,31,2018-08-31
Colorado,44,2018-08-31
Connecticut,23,2018-08-31
Delaware,100,2018-08-31
District of Columbia,70,2018-08-31
Florida,31,2018-08-31
Georgia,15,2018-08-31
Hawaii,35,2018-08-31
Idaho,0,2018-08-31
Illinois,22,2018-08-31
Indiana,8,2018-08-31
Iowa,0,2018-08-31
Kansas,0,2018-08-31
Kentucky,13,2018-08-31
Louisiana,37,2018-08-31
Maine,36,2018-08-31
Maryland,7,2018-08-31
Massachusetts,16,2018-08-31
Michigan,19,2018-08-31
Minnesota,24,2018-08-31
Mississippi,0,2018-08-31
Missouri,16,2018-08-31
