geoName,Apartment,year
Tennessee,52,2013-05-31
Texas,100,2013-05-31
Utah,33,2013-05-31
Vermont,49,2013-05-31
Virginia,70,2013-05-31
Washington,60,2013-05-31
West Virginia,37,2013-05-31
Wisconsin,43,2013-05-31
Wyoming,35,2013-05-31
Alabama,68,2013-06-30
Alaska,15,2013-06-30
Arizona,78,2013-06-30
Arkansas,44,2013-06-30
California,64,2013-06-30
Colorado,70,2013-06-30
Connecticut,52,2013-06-30
Delaware,61,2013-06-30
District of Columbia,100,2013-06-30
Florida,75,2013-06-30
Georgia,84,2013-06-30
Hawaii,51,2013-06-30
Idaho,55,2013-06-30
Illinois,89,2013-06-30
Indiana,40,2013-06-30
Iowa,53,2013-06-30
Kansas,60,2013-06-30
Kentucky,32,2013-06-30
Louisiana,77,2013-06-30
Maine,57,2013-06-30
Maryland,66,2013-06-30
Massachusetts,64,2013-06-30
Michigan,61,2013-06-30
Minnesota,52,2013-06-30
Mississippi,39,2013-06-30
Missouri,60,2013-06-30
Montana,53,2013-06-30
Nebraska,28,2013-06-30
Nevada,53,2013-06-30
New Hampshire,23,2013-06-30
New Jersey,63,2013-06-30
New Mexico,66,2013-06-30
New York,82,2013-06-30
North Carolina,66,2013-06-30
North Dakota,29,2013-06-30
Ohio,55,2013-06-30
Oklahoma,65,2013-06-30
Oregon,30,2013-06-30
Pennsylvania,55,2013-06-30
Rhode Island,50,2013-06-30
South Carolina,46,2013-06-30
South Dakota,30,2013-06-30
Tennessee,49,2013-06-30
Texas,90,2013-06-30
Utah,29,2013-06-30
Vermont,69,2013-06-30
Virginia,61,2013-06-30
Washington,64,2013-06-30
West Virginia,32,2013-06-30
Wisconsin,46,2013-06-30
Wyoming,0,2013-06-30
Alabama,66,2013-07-31
Alaska,69,2013-07-31
Arizona,82,2013-07-31
Arkansas,40,2013-07-31
California,65,2013-07-31
Colorado,57,2013-07-31
Connecticut,62,2013-07-31
Delaware,80,2013-07-31
District of Columbia,100,2013-07-31
Florida,76,2013-07-31
Georgia,81,2013-07-31
Hawaii,35,2013-07-31
Idaho,38,2013-07-31
Illinois,81,2013-07-31
Indiana,47,2013-07-31
Iowa,45,2013-07-31
Kansas,49,2013-07-31
Kentucky,37,2013-07-31
Louisiana,47,2013-07-31
Maine,50,2013-07-31
Maryland,80,2013-07-31
Massachusetts,66,2013-07-31
Michigan,62,2013-07-31
Minnesota,61,2013-07-31
Mississippi,54,2013-07-31
Missouri,46,2013-07-31
Montana,45,2013-07-31
Nebraska,32,2013-07-31
Nevada,57,2013-07-31
New Hampshire,60,2013-07-31
New Jersey,69,2013-07-31
New Mexico,73,2013-07-31
New York,82,2013-07-31
North Carolina,52,2013-07-31
North Dakota,97,2013-07-31
Ohio,47,2013-07-31
Oklahoma,52,2013-07-31
Oregon,26,2013-07-31
Pennsylvania,68,2013-07-31
Rhode Island,42,2013-07-31
South Carolina,52,2013-07-31
South Dakota,20,2013-07-31
Tennessee,54,2013-07-31
Texas,91,2013-07-31
Utah,51,2013-07-31
Vermont,9,2013-07-31
Virginia,74,2013-07-31
Washington,63,2013-07-31
West Virginia,32,2013-07-31
Wisconsin,57,2013-07-31
Wyoming,15,2013-07-31
Alabama,44,2013-08-31
Alaska,22,2013-08-31
Arizona,57,2013-08-31
Arkansas,27,2013-08-31
California,53,2013-08-31
Colorado,53,2013-08-31
Connecticut,44,2013-08-31
Delaware,77,2013-08-31
District of Columbia,100,2013-08-31
Florida,67,2013-08-31
Georgia,72,2013-08-31
Hawaii,28,2013-08-31
Idaho,34,2013-08-31
Illinois,64,2013-08-31
Indiana,51,2013-08-31
Iowa,16,2013-08-31
Kansas,42,2013-08-31
Kentucky,52,2013-08-31
Louisiana,29,2013-08-31
Maine,16,2013-08-31
Maryland,82,2013-08-31
Massachusetts,66,2013-08-31
Michigan,44,2013-08-31
Minnesota,49,2013-08-31
Mississippi,33,2013-08-31
Missouri,46,2013-08-31
Montana,49,2013-08-31
Nebraska,29,2013-08-31
Nevada,50,2013-08-31
New Hampshire,49,2013-08-31
New Jersey,62,2013-08-31
New Mexico,45,2013-08-31
New York,63,2013-08-31
North Carolina,51,2013-08-31
North Dakota,44,2013-08-31
Ohio,43,2013-08-31
Oklahoma,45,2013-08-31
Oregon,22,2013-08-31
Pennsylvania,47,2013-08-31
Rhode Island,52,2013-08-31
South Carolina,40,2013-08-31
South Dakota,45,2013-08-31
Tennessee,51,2013-08-31
Texas,79,2013-08-31
Utah,29,2013-08-31
Vermont,40,2013-08-31
Virginia,56,2013-08-31
Washington,49,2013-08-31
West Virginia,19,2013-08-31
Wisconsin,40,2013-08-31
Wyoming,13,2013-08-31
Alabama,77,2013-09-30
Alaska,26,2013-09-30
Arizona,72,2013-09-30
Arkansas,55,2013-09-30
California,64,2013-09-30
Colorado,58,2013-09-30
Connecticut,74,2013-09-30
Delaware,45,2013-09-30
District of Columbia,85,2013-09-30
Florida,85,2013-09-30
Georgia,89,2013-09-30
Hawaii,49,2013-09-30
Idaho,20,2013-09-30
Illinois,76,2013-09-30
Indiana,56,2013-09-30
Iowa,51,2013-09-30
Kansas,62,2013-09-30
Kentucky,58,2013-09-30
Louisiana,54,2013-09-30
Maine,70,2013-09-30
Maryland,69,2013-09-30
Massachusetts,66,2013-09-30
Michigan,51,2013-09-30
Minnesota,58,2013-09-30
Mississippi,70,2013-09-30
Missouri,53,2013-09-30
Montana,50,2013-09-30
Nebraska,34,2013-09-30
Nevada,54,2013-09-30
New Hampshire,57,2013-09-30
New Jersey,67,2013-09-30
New Mexico,51,2013-09-30
New York,84,2013-09-30
North Carolina,63,2013-09-30
North Dakota,49,2013-09-30
Ohio,52,2013-09-30
Oklahoma,67,2013-09-30
Oregon,24,2013-09-30
Pennsylvania,54,2013-09-30
Rhode Island,44,2013-09-30
South Carolina,57,2013-09-30
South Dakota,72,2013-09-30
Tennessee,43,2013-09-30
Texas,100,2013-09-30
Utah,36,2013-09-30
Vermont,46,2013-09-30
Virginia,72,2013-09-30
Washington,68,2013-09-30
West Virginia,11,2013-09-30
Wisconsin,59,2013-09-30
Wyoming,63,2013-09-30
Alabama,71,2013-10-31
Alaska,74,2013-10-31
Arizona,70,2013-10-31
Arkansas,38,2013-10-31
California,66,2013-10-31
Colorado,53,2013-10-31
Connecticut,69,2013-10-31
Delaware,55,2013-10-31
District of Columbia,86,2013-10-31
Florida,74,2013-10-31
Georgia,76,2013-10-31
Hawaii,40,2013-10-31
Idaho,20,2013-10-31
Illinois,71,2013-10-31
Indiana,48,2013-10-31
Iowa,45,2013-10-31
Kansas,41,2013-10-31
Kentucky,41,2013-10-31
Louisiana,100,2013-10-31
Maine,58,2013-10-31
Maryland,72,2013-10-31
Massachusetts,66,2013-10-31
Michigan,62,2013-10-31
Minnesota,40,2013-10-31
Mississippi,50,2013-10-31
Missouri,52,2013-10-31
Montana,52,2013-10-31
Nebraska,45,2013-10-31
Nevada,32,2013-10-31
New Hampshire,45,2013-10-31
New Jersey,55,2013-10-31
New Mexico,54,2013-10-31
New York,72,2013-10-31
North Carolina,63,2013-10-31
North Dakota,41,2013-10-31
Ohio,47,2013-10-31
Oklahoma,59,2013-10-31
Oregon,17,2013-10-31
Pennsylvania,53,2013-10-31
Rhode Island,29,2013-10-31
South Carolina,47,2013-10-31
South Dakota,32,2013-10-31
Tennessee,64,2013-10-31
Texas,81,2013-10-31
Utah,52,2013-10-31
Vermont,29,2013-10-31
Virginia,60,2013-10-31
Washington,60,2013-10-31
West Virginia,20,2013-10-31
Wisconsin,32,2013-10-31
Wyoming,16,2013-10-31
Alabama,51,2013-11-30
Alaska,38,2013-11-30
Arizona,89,2013-11-30
Arkansas,49,2013-11-30
California,63,2013-11-30
Colorado,61,2013-11-30
Connecticut,47,2013-11-30
Delaware,37,2013-11-30
District of Columbia,81,2013-11-30
Florida,74,2013-11-30
Georgia,79,2013-11-30
Hawaii,40,2013-11-30
Idaho,32,2013-11-30
Illinois,66,2013-11-30
Indiana,44,2013-11-30
Iowa,35,2013-11-30
Kansas,60,2013-11-30
Kentucky,38,2013-11-30
Louisiana,70,2013-11-30
Maine,65,2013-11-30
Maryland,87,2013-11-30
Massachusetts,54,2013-11-30
Michigan,47,2013-11-30
Minnesota,47,2013-11-30
Mississippi,58,2013-11-30
Missouri,57,2013-11-30
Montana,27,2013-11-30
Nebraska,44,2013-11-30
Nevada,32,2013-11-30
New Hampshire,55,2013-11-30
New Jersey,80,2013-11-30
New Mexico,19,2013-11-30
New York,72,2013-11-30
North Carolina,63,2013-11-30
North Dakota,42,2013-11-30
Ohio,43,2013-11-30
Oklahoma,49,2013-11-30
Oregon,25,2013-11-30
Pennsylvania,53,2013-11-30
Rhode Island,73,2013-11-30
South Carolina,55,2013-11-30
South Dakota,22,2013-11-30
Tennessee,47,2013-11-30
Texas,100,2013-11-30
Utah,33,2013-11-30
Vermont,39,2013-11-30
Virginia,59,2013-11-30
Washington,37,2013-11-30
West Virginia,31,2013-11-30
Wisconsin,41,2013-11-30
Wyoming,68,2013-11-30
Alabama,70,2013-12-31
Alaska,16,2013-12-31
Arizona,81,2013-12-31
Arkansas,26,2013-12-31
California,72,2013-12-31
Colorado,57,2013-12-31
Connecticut,70,2013-12-31
Delaware,53,2013-12-31
District of Columbia,88,2013-12-31
Florida,88,2013-12-31
Georgia,83,2013-12-31
Hawaii,45,2013-12-31
Idaho,46,2013-12-31
Illinois,88,2013-12-31
Indiana,42,2013-12-31
Iowa,70,2013-12-31
Kansas,56,2013-12-31
Kentucky,57,2013-12-31
Louisiana,75,2013-12-31
Maine,31,2013-12-31
Maryland,95,2013-12-31
Massachusetts,80,2013-12-31
Michigan,50,2013-12-31
Minnesota,65,2013-12-31
Mississippi,52,2013-12-31
Missouri,60,2013-12-31
Montana,14,2013-12-31
Nebraska,25,2013-12-31
Nevada,67,2013-12-31
New Hampshire,70,2013-12-31
New Jersey,82,2013-12-31
New Mexico,54,2013-12-31
New York,84,2013-12-31
North Carolina,57,2013-12-31
North Dakota,51,2013-12-31
Ohio,60,2013-12-31
Oklahoma,58,2013-12-31
Oregon,39,2013-12-31
Pennsylvania,61,2013-12-31
Rhode Island,97,2013-12-31
South Carolina,68,2013-12-31
South Dakota,44,2013-12-31
Tennessee,57,2013-12-31
Texas,100,2013-12-31
Utah,44,2013-12-31
Vermont,39,2013-12-31
Virginia,74,2013-12-31
Washington,62,2013-12-31
West Virginia,39,2013-12-31
Wisconsin,46,2013-12-31
Wyoming,0,2013-12-31
Alabama,52,2014-01-31
Alaska,52,2014-01-31
Arizona,60,2014-01-31
Arkansas,43,2014-01-31
California,69,2014-01-31
Colorado,76,2014-01-31
Connecticut,57,2014-01-31
Delaware,70,2014-01-31
District of Columbia,89,2014-01-31
Florida,77,2014-01-31
Georgia,78,2014-01-31
Hawaii,51,2014-01-31
Idaho,55,2014-01-31
Illinois,80,2014-01-31
Indiana,61,2014-01-31
Iowa,41,2014-01-31
Kansas,67,2014-01-31
Kentucky,44,2014-01-31
Louisiana,57,2014-01-31
Maine,48,2014-01-31
Maryland,85,2014-01-31
Massachusetts,78,2014-01-31
Michigan,45,2014-01-31
Minnesota,58,2014-01-31
Mississippi,48,2014-01-31
Missouri,51,2014-01-31
Montana,16,2014-01-31
Nebraska,19,2014-01-31
Nevada,83,2014-01-31
New Hampshire,80,2014-01-31
New Jersey,62,2014-01-31
New Mexico,60,2014-01-31
New York,83,2014-01-31
North Carolina,67,2014-01-31
North Dakota,100,2014-01-31
Ohio,52,2014-01-31
Oklahoma,43,2014-01-31
Oregon,28,2014-01-31
Pennsylvania,69,2014-01-31
Rhode Island,40,2014-01-31
South Carolina,62,2014-01-31
South Dakota,48,2014-01-31
Tennessee,54,2014-01-31
Texas,94,2014-01-31
Utah,52,2014-01-31
Vermont,51,2014-01-31
Virginia,86,2014-01-31
Washington,69,2014-01-31
West Virginia,40,2014-01-31
Wisconsin,49,2014-01-31
Wyoming,14,2014-01-31
Alabama,64,2014-02-28
Alaska,45,2014-02-28
Arizona,76,2014-02-28
Arkansas,51,2014-02-28
California,69,2014-02-28
Colorado,57,2014-02-28
Connecticut,61,2014-02-28
Delaware,27,2014-02-28
District of Columbia,92,2014-02-28
Florida,84,2014-02-28
Georgia,91,2014-02-28
Hawaii,52,2014-02-28
Idaho,44,2014-02-28
Illinois,77,2014-02-28
Indiana,56,2014-02-28
Iowa,47,2014-02-28
Kansas,60,2014-02-28
Kentucky,44,2014-02-28
Louisiana,99,2014-02-28
Maine,42,2014-02-28
Maryland,78,2014-02-28
Massachusetts,71,2014-02-28
Michigan,56,2014-02-28
Minnesota,63,2014-02-28
Mississippi,42,2014-02-28
Missouri,76,2014-02-28
Montana,42,2014-02-28
Nebraska,37,2014-02-28
Nevada,61,2014-02-28
New Hampshire,71,2014-02-28
New Jersey,67,2014-02-28
New Mexico,50,2014-02-28
New York,86,2014-02-28
North Carolina,69,2014-02-28
North Dakota,66,2014-02-28
Ohio,48,2014-02-28
Oklahoma,55,2014-02-28
Oregon,65,2014-02-28
Pennsylvania,61,2014-02-28
Rhode Island,82,2014-02-28
South Carolina,75,2014-02-28
South Dakota,8,2014-02-28
Tennessee,52,2014-02-28
Texas,100,2014-02-28
Utah,56,2014-02-28
Vermont,38,2014-02-28
Virginia,67,2014-02-28
Washington,60,2014-02-28
West Virginia,48,2014-02-28
Wisconsin,58,2014-02-28
Wyoming,26,2014-02-28
Alabama,55,2014-03-31
Alaska,22,2014-03-31
Arizona,81,2014-03-31
Arkansas,53,2014-03-31
California,65,2014-03-31
Colorado,58,2014-03-31
Connecticut,74,2014-03-31
Delaware,28,2014-03-31
District of Columbia,80,2014-03-31
Florida,80,2014-03-31
Georgia,81,2014-03-31
Hawaii,66,2014-03-31
Idaho,57,2014-03-31
Illinois,92,2014-03-31
Indiana,47,2014-03-31
Iowa,38,2014-03-31
Kansas,72,2014-03-31
Kentucky,37,2014-03-31
Louisiana,65,2014-03-31
Maine,60,2014-03-31
Maryland,91,2014-03-31
Massachusetts,70,2014-03-31
Michigan,57,2014-03-31
Minnesota,61,2014-03-31
Mississippi,61,2014-03-31
Missouri,66,2014-03-31
Montana,27,2014-03-31
Nebraska,30,2014-03-31
Nevada,74,2014-03-31
New Hampshire,54,2014-03-31
New Jersey,68,2014-03-31
New Mexico,51,2014-03-31
New York,83,2014-03-31
North Carolina,76,2014-03-31
North Dakota,71,2014-03-31
Ohio,51,2014-03-31
Oklahoma,58,2014-03-31
Oregon,32,2014-03-31
Pennsylvania,59,2014-03-31
Rhode Island,100,2014-03-31
South Carolina,75,2014-03-31
South Dakota,41,2014-03-31
Tennessee,53,2014-03-31
Texas,100,2014-03-31
Utah,60,2014-03-31
Vermont,24,2014-03-31
Virginia,67,2014-03-31
Washington,69,2014-03-31
West Virginia,38,2014-03-31
Wisconsin,55,2014-03-31
Wyoming,25,2014-03-31
Alabama,83,2014-04-30
Alaska,46,2014-04-30
Arizona,81,2014-04-30
Arkansas,27,2014-04-30
California,66,2014-04-30
Colorado,68,2014-04-30
Connecticut,43,2014-04-30
Delaware,56,2014-04-30
District of Columbia,92,2014-04-30
Florida,89,2014-04-30
Georgia,79,2014-04-30
Hawaii,31,2014-04-30
Idaho,25,2014-04-30
Illinois,77,2014-04-30
Indiana,46,2014-04-30
Iowa,42,2014-04-30
Kansas,64,2014-04-30
Kentucky,35,2014-04-30
Louisiana,63,2014-04-30
Maine,56,2014-04-30
Maryland,77,2014-04-30
Massachusetts,74,2014-04-30
Michigan,53,2014-04-30
Minnesota,63,2014-04-30
Mississippi,69,2014-04-30
Missouri,68,2014-04-30
Montana,44,2014-04-30
Nebraska,42,2014-04-30
Nevada,55,2014-04-30
New Hampshire,53,2014-04-30
New Jersey,72,2014-04-30
New Mexico,53,2014-04-30
New York,75,2014-04-30
North Carolina,69,2014-04-30
North Dakota,100,2014-04-30
Ohio,48,2014-04-30
Oklahoma,54,2014-04-30
Oregon,27,2014-04-30
Pennsylvania,61,2014-04-30
Rhode Island,52,2014-04-30
South Carolina,59,2014-04-30
South Dakota,36,2014-04-30
Tennessee,59,2014-04-30
Texas,94,2014-04-30
Utah,34,2014-04-30
Vermont,42,2014-04-30
Virginia,61,2014-04-30
Washington,62,2014-04-30
West Virginia,27,2014-04-30
Wisconsin,47,2014-04-30
Wyoming,0,2014-04-30
Alabama,57,2014-05-31
Alaska,16,2014-05-31
Arizona,83,2014-05-31
Arkansas,43,2014-05-31
California,58,2014-05-31
Colorado,57,2014-05-31
Connecticut,57,2014-05-31
Delaware,44,2014-05-31
District of Columbia,100,2014-05-31
Florida,74,2014-05-31
Georgia,77,2014-05-31
Hawaii,43,2014-05-31
Idaho,42,2014-05-31
Illinois,71,2014-05-31
Indiana,50,2014-05-31
Iowa,48,2014-05-31
Kansas,61,2014-05-31
Kentucky,29,2014-05-31
Louisiana,60,2014-05-31
Maine,32,2014-05-31
Maryland,72,2014-05-31
Massachusetts,79,2014-05-31
Michigan,45,2014-05-31
Minnesota,56,2014-05-31
Mississippi,36,2014-05-31
Missouri,51,2014-05-31
Montana,15,2014-05-31
Nebraska,43,2014-05-31
Nevada,51,2014-05-31
New Hampshire,44,2014-05-31
New Jersey,58,2014-05-31
New Mexico,40,2014-05-31
New York,70,2014-05-31
North Carolina,59,2014-05-31
North Dakota,80,2014-05-31
Ohio,41,2014-05-31
Oklahoma,33,2014-05-31
Oregon,18,2014-05-31
Pennsylvania,59,2014-05-31
Rhode Island,36,2014-05-31
South Carolina,55,2014-05-31
South Dakota,19,2014-05-31
Tennessee,46,2014-05-31
Texas,87,2014-05-31
Utah,29,2014-05-31
Vermont,18,2014-05-31
Virginia,68,2014-05-31
Washington,56,2014-05-31
West Virginia,39,2014-05-31
Wisconsin,44,2014-05-31
Wyoming,28,2014-05-31
Alabama,62,2014-06-30
Alaska,60,2014-06-30
Arizona,71,2014-06-30
Arkansas,32,2014-06-30
California,65,2014-06-30
Colorado,55,2014-06-30
Connecticut,52,2014-06-30
Delaware,63,2014-06-30
District of Columbia,100,2014-06-30
Florida,69,2014-06-30
Georgia,82,2014-06-30
Hawaii,30,2014-06-30
Idaho,54,2014-06-30
Illinois,72,2014-06-30
Indiana,58,2014-06-30
Iowa,27,2014-06-30
Kansas,60,2014-06-30
Kentucky,34,2014-06-30
Louisiana,63,2014-06-30
Maine,21,2014-06-30
Maryland,78,2014-06-30
Massachusetts,81,2014-06-30
Michigan,53,2014-06-30
Minnesota,62,2014-06-30
Mississippi,43,2014-06-30
Missouri,73,2014-06-30
Montana,20,2014-06-30
Nebraska,39,2014-06-30
Nevada,49,2014-06-30
New Hampshire,58,2014-06-30
New Jersey,60,2014-06-30
New Mexico,48,2014-06-30
New York,72,2014-06-30
North Carolina,49,2014-06-30
North Dakota,26,2014-06-30
Ohio,56,2014-06-30
Oklahoma,48,2014-06-30
Oregon,15,2014-06-30
Pennsylvania,51,2014-06-30
Rhode Island,23,2014-06-30
South Carolina,62,2014-06-30
South Dakota,18,2014-06-30
Tennessee,38,2014-06-30
Texas,91,2014-06-30
Utah,45,2014-06-30
Vermont,25,2014-06-30
Virginia,43,2014-06-30
Washington,62,2014-06-30
West Virginia,37,2014-06-30
Wisconsin,42,2014-06-30
Wyoming,0,2014-06-30
Alabama,45,2014-07-31
Alaska,61,2014-07-31
Arizona,80,2014-07-31
Arkansas,47,2014-07-31
California,76,2014-07-31
Colorado,64,2014-07-31
Connecticut,52,2014-07-31
Delaware,48,2014-07-31
District of Columbia,67,2014-07-31
Florida,86,2014-07-31
Georgia,88,2014-07-31
Hawaii,42,2014-07-31
Idaho,25,2014-07-31
Illinois,92,2014-07-31
Indiana,47,2014-07-31
Iowa,63,2014-07-31
Kansas,51,2014-07-31
Kentucky,60,2014-07-31
Louisiana,58,2014-07-31
Maine,75,2014-07-31
Maryland,78,2014-07-31
Massachusetts,88,2014-07-31
Michigan,60,2014-07-31
Minnesota,60,2014-07-31
Mississippi,44,2014-07-31
Missouri,59,2014-07-31
Montana,16,2014-07-31
Nebraska,49,2014-07-31
Nevada,67,2014-07-31
New Hampshire,47,2014-07-31
New Jersey,77,2014-07-31
New Mexico,43,2014-07-31
New York,100,2014-07-31
North Carolina,64,2014-07-31
North Dakota,51,2014-07-31
Ohio,50,2014-07-31
Oklahoma,66,2014-07-31
Oregon,22,2014-07-31
Pennsylvania,71,2014-07-31
Rhode Island,45,2014-07-31
South Carolina,68,2014-07-31
South Dakota,71,2014-07-31
Tennessee,51,2014-07-31
Texas,100,2014-07-31
Utah,29,2014-07-31
Vermont,41,2014-07-31
Virginia,46,2014-07-31
Washington,65,2014-07-31
West Virginia,37,2014-07-31
Wisconsin,60,2014-07-31
Wyoming,46,2014-07-31
Alabama,82,2014-08-31
Alaska,85,2014-08-31
Arizona,98,2014-08-31
Arkansas,30,2014-08-31
California,77,2014-08-31
Colorado,48,2014-08-31
Connecticut,67,2014-08-31
Delaware,67,2014-08-31
District of Columbia,98,2014-08-31
Florida,90,2014-08-31
Georgia,94,2014-08-31
Hawaii,74,2014-08-31
Idaho,35,2014-08-31
Illinois,85,2014-08-31
Indiana,54,2014-08-31
Iowa,46,2014-08-31
Kansas,53,2014-08-31
Kentucky,53,2014-08-31
Louisiana,71,2014-08-31
Maine,36,2014-08-31
Maryland,85,2014-08-31
Massachusetts,91,2014-08-31
Michigan,71,2014-08-31
Minnesota,58,2014-08-31
Mississippi,77,2014-08-31
Missouri,78,2014-08-31
Montana,39,2014-08-31
Nebraska,39,2014-08-31
Nevada,96,2014-08-31
New Hampshire,29,2014-08-31
New Jersey,85,2014-08-31
New Mexico,57,2014-08-31
New York,96,2014-08-31
North Carolina,64,2014-08-31
North Dakota,35,2014-08-31
Ohio,47,2014-08-31
Oklahoma,83,2014-08-31
Oregon,51,2014-08-31
Pennsylvania,67,2014-08-31
Rhode Island,58,2014-08-31
South Carolina,74,2014-08-31
South Dakota,35,2014-08-31
Tennessee,63,2014-08-31
Texas,100,2014-08-31
Utah,37,2014-08-31
Vermont,23,2014-08-31
Virginia,54,2014-08-31
Washington,71,2014-08-31
West Virginia,57,2014-08-31
Wisconsin,35,2014-08-31
Wyoming,18,2014-08-31
Alabama,70,2014-09-30
Alaska,47,2014-09-30
Arizona,76,2014-09-30
Arkansas,40,2014-09-30
California,71,2014-09-30
Colorado,45,2014-09-30
Connecticut,46,2014-09-30
Delaware,51,2014-09-30
District of Columbia,87,2014-09-30
Florida,83,2014-09-30
Georgia,92,2014-09-30
Hawaii,70,2014-09-30
Idaho,35,2014-09-30
Illinois,78,2014-09-30
Indiana,37,2014-09-30
Iowa,36,2014-09-30
Kansas,58,2014-09-30
Kentucky,36,2014-09-30
Louisiana,67,2014-09-30
Maine,26,2014-09-30
Maryland,78,2014-09-30
Massachusetts,67,2014-09-30
Michigan,55,2014-09-30
Minnesota,56,2014-09-30
Mississippi,56,2014-09-30
Missouri,56,2014-09-30
Montana,33,2014-09-30
Nebraska,45,2014-09-30
Nevada,53,2014-09-30
New Hampshire,49,2014-09-30
New Jersey,79,2014-09-30
New Mexico,42,2014-09-30
New York,80,2014-09-30
North Carolina,72,2014-09-30
North Dakota,20,2014-09-30
Ohio,59,2014-09-30
Oklahoma,65,2014-09-30
Oregon,20,2014-09-30
Pennsylvania,59,2014-09-30
Rhode Island,56,2014-09-30
South Carolina,48,2014-09-30
South Dakota,10,2014-09-30
Tennessee,61,2014-09-30
Texas,100,2014-09-30
Utah,50,2014-09-30
Vermont,38,2014-09-30
Virginia,41,2014-09-30
Washington,58,2014-09-30
West Virginia,50,2014-09-30
Wisconsin,48,2014-09-30
Wyoming,63,2014-09-30
Alabama,81,2014-10-31
Alaska,52,2014-10-31
Arizona,68,2014-10-31
Arkansas,41,2014-10-31
California,69,2014-10-31
Colorado,59,2014-10-31
Connecticut,62,2014-10-31
Delaware,96,2014-10-31
District of Columbia,79,2014-10-31
Florida,75,2014-10-31
Georgia,77,2014-10-31
Hawaii,41,2014-10-31
Idaho,40,2014-10-31
Illinois,84,2014-10-31
Indiana,52,2014-10-31
Iowa,54,2014-10-31
Kansas,50,2014-10-31
Kentucky,51,2014-10-31
Louisiana,82,2014-10-31
Maine,72,2014-10-31
Maryland,82,2014-10-31
Massachusetts,81,2014-10-31
Michigan,47,2014-10-31
Minnesota,62,2014-10-31
Mississippi,48,2014-10-31
Missouri,65,2014-10-31
Montana,9,2014-10-31
Nebraska,37,2014-10-31
Nevada,63,2014-10-31
New Hampshire,90,2014-10-31
New Jersey,67,2014-10-31
New Mexico,31,2014-10-31
New York,94,2014-10-31
North Carolina,61,2014-10-31
North Dakota,75,2014-10-31
Ohio,40,2014-10-31
Oklahoma,62,2014-10-31
Oregon,26,2014-10-31
Pennsylvania,63,2014-10-31
Rhode Island,36,2014-10-31
South Carolina,56,2014-10-31
South Dakota,11,2014-10-31
Tennessee,55,2014-10-31
Texas,100,2014-10-31
Utah,46,2014-10-31
Vermont,63,2014-10-31
Virginia,40,2014-10-31
Washington,55,2014-10-31
West Virginia,39,2014-10-31
Wisconsin,36,2014-10-31
Wyoming,68,2014-10-31
Alabama,54,2014-11-30
Alaska,53,2014-11-30
Arizona,79,2014-11-30
Arkansas,58,2014-11-30
California,71,2014-11-30
Colorado,72,2014-11-30
Connecticut,63,2014-11-30
Delaware,60,2014-11-30
District of Columbia,71,2014-11-30
Florida,80,2014-11-30
Georgia,83,2014-11-30
Hawaii,59,2014-11-30
Idaho,22,2014-11-30
Illinois,70,2014-11-30
Indiana,57,2014-11-30
Iowa,48,2014-11-30
Kansas,60,2014-11-30
Kentucky,42,2014-11-30
Louisiana,69,2014-11-30
Maine,64,2014-11-30
Maryland,68,2014-11-30
Massachusetts,69,2014-11-30
Michigan,59,2014-11-30
Minnesota,54,2014-11-30
Mississippi,52,2014-11-30
Missouri,60,2014-11-30
Montana,37,2014-11-30
Nebraska,26,2014-11-30
Nevada,49,2014-11-30
New Hampshire,57,2014-11-30
New Jersey,73,2014-11-30
New Mexico,49,2014-11-30
New York,82,2014-11-30
North Carolina,60,2014-11-30
North Dakota,65,2014-11-30
Ohio,51,2014-11-30
Oklahoma,50,2014-11-30
Oregon,23,2014-11-30
Pennsylvania,65,2014-11-30
Rhode Island,37,2014-11-30
South Carolina,78,2014-11-30
South Dakota,22,2014-11-30
Tennessee,50,2014-11-30
Texas,100,2014-11-30
Utah,46,2014-11-30
Vermont,60,2014-11-30
Virginia,43,2014-11-30
Washington,64,2014-11-30
West Virginia,38,2014-11-30
Wisconsin,52,2014-11-30
Wyoming,0,2014-11-30
Alabama,53,2014-12-31
Alaska,49,2014-12-31
Arizona,74,2014-12-31
Arkansas,41,2014-12-31
California,70,2014-12-31
Colorado,52,2014-12-31
Connecticut,60,2014-12-31
Delaware,39,2014-12-31
District of Columbia,81,2014-12-31
Florida,74,2014-12-31
Georgia,78,2014-12-31
Hawaii,68,2014-12-31
Idaho,34,2014-12-31
Illinois,85,2014-12-31
Indiana,39,2014-12-31
Iowa,44,2014-12-31
Kansas,74,2014-12-31
Kentucky,46,2014-12-31
Louisiana,58,2014-12-31
Maine,27,2014-12-31
Maryland,69,2014-12-31
Massachusetts,77,2014-12-31
Michigan,56,2014-12-31
Minnesota,63,2014-12-31
Mississippi,57,2014-12-31
Missouri,57,2014-12-31
Montana,28,2014-12-31
Nebraska,43,2014-12-31
Nevada,56,2014-12-31
New Hampshire,41,2014-12-31
New Jersey,71,2014-12-31
New Mexico,83,2014-12-31
New York,85,2014-12-31
North Carolina,66,2014-12-31
North Dakota,50,2014-12-31
Ohio,56,2014-12-31
Oklahoma,76,2014-12-31
Oregon,28,2014-12-31
Pennsylvania,59,2014-12-31
Rhode Island,53,2014-12-31
South Carolina,76,2014-12-31
South Dakota,24,2014-12-31
Tennessee,51,2014-12-31
