geoName,Flat,year
California,31,2017-01-31
Colorado,7,2017-01-31
Connecticut,35,2017-01-31
Delaware,0,2017-01-31
District of Columbia,14,2017-01-31
Florida,20,2017-01-31
Georgia,29,2017-01-31
Hawaii,32,2017-01-31
Idaho,31,2017-01-31
Illinois,38,2017-01-31
Indiana,53,2017-01-31
Iowa,0,2017-01-31
Kansas,100,2017-01-31
Kentucky,0,2017-01-31
Louisiana,25,2017-01-31
Maine,0,2017-01-31
Maryland,65,2017-01-31
Massachusetts,34,2017-01-31
Michigan,43,2017-01-31
Minnesota,80,2017-01-31
Mississippi,22,2017-01-31
Missouri,15,2017-01-31
Montana,0,2017-01-31
Nebraska,46,2017-01-31
Nevada,60,2017-01-31
New Hampshire,0,2017-01-31
New Jersey,23,2017-01-31
New Mexico,29,2017-01-31
New York,38,2017-01-31
North Carolina,51,2017-01-31
North Dakota,0,2017-01-31
Ohio,33,2017-01-31
Oklahoma,46,2017-01-31
Oregon,38,2017-01-31
Pennsylvania,18,2017-01-31
Rhode Island,37,2017-01-31
South Carolina,84,2017-01-31
South Dakota,0,2017-01-31
Tennessee,22,2017-01-31
Texas,27,2017-01-31
Utah,0,2017-01-31
Vermont,0,2017-01-31
Virginia,65,2017-01-31
Washington,28,2017-01-31
West Virginia,0,2017-01-31
Wisconsin,59,2017-01-31
Wyoming,0,2017-01-31
Alabama,30,2017-02-28
Alaska,100,2017-02-28
Arizona,18,2017-02-28
Arkansas,14,2017-02-28
California,25,2017-02-28
Colorado,33,2017-02-28
Connecticut,0,2017-02-28
Delaware,34,2017-02-28
District of Columbia,0,2017-02-28
Florida,15,2017-02-28
Georgia,23,2017-02-28
Hawaii,0,2017-02-28
Idaho,0,2017-02-28
Illinois,25,2017-02-28
Indiana,21,2017-02-28
Iowa,11,2017-02-28
Kansas,88,2017-02-28
Kentucky,16,2017-02-28
Louisiana,24,2017-02-28
Maine,25,2017-02-28
Maryland,23,2017-02-28
Massachusetts,43,2017-02-28
Michigan,50,2017-02-28
Minnesota,15,2017-02-28
Mississippi,0,2017-02-28
Missouri,15,2017-02-28
Montana,0,2017-02-28
Nebraska,30,2017-02-28
Nevada,39,2017-02-28
New Hampshire,68,2017-02-28
New Jersey,20,2017-02-28
New Mexico,39,2017-02-28
New York,30,2017-02-28
North Carolina,35,2017-02-28
North Dakota,46,2017-02-28
Ohio,22,2017-02-28
Oklahoma,41,2017-02-28
Oregon,26,2017-02-28
Pennsylvania,21,2017-02-28
Rhode Island,24,2017-02-28
South Carolina,48,2017-02-28
South Dakota,0,2017-02-28
Tennessee,24,2017-02-28
Texas,20,2017-02-28
Utah,39,2017-02-28
Vermont,49,2017-02-28
Virginia,37,2017-02-28
Washington,26,2017-02-28
West Virginia,24,2017-02-28
Wisconsin,39,2017-02-28
Wyoming,69,2017-02-28
Alabama,8,2017-03-31
Alaska,0,2017-03-31
Arizona,19,2017-03-31
Arkansas,30,2017-03-31
California,22,2017-03-31
Colorado,20,2017-03-31
Connecticut,100,2017-03-31
Delaware,38,2017-03-31
District of Columbia,10,2017-03-31
Florida,33,2017-03-31
Georgia,36,2017-03-31
Hawaii,22,2017-03-31
Idaho,90,2017-03-31
Illinois,27,2017-03-31
Indiana,28,2017-03-31
Iowa,24,2017-03-31
Kansas,23,2017-03-31
Kentucky,0,2017-03-31
Louisiana,18,2017-03-31
Maine,0,2017-03-31
Maryland,15,2017-03-31
Massachusetts,36,2017-03-31
Michigan,35,2017-03-31
Minnesota,17,2017-03-31
Mississippi,16,2017-03-31
Missouri,6,2017-03-31
Montana,0,2017-03-31
Nebraska,65,2017-03-31
Nevada,0,2017-03-31
New Hampshire,0,2017-03-31
New Jersey,35,2017-03-31
New Mexico,20,2017-03-31
New York,32,2017-03-31
North Carolina,33,2017-03-31
North Dakota,0,2017-03-31
Ohio,35,2017-03-31
Oklahoma,11,2017-03-31
Oregon,41,2017-03-31
Pennsylvania,25,2017-03-31
Rhode Island,54,2017-03-31
South Carolina,30,2017-03-31
South Dakota,0,2017-03-31
Tennessee,40,2017-03-31
Texas,33,2017-03-31
Utah,11,2017-03-31
Vermont,0,2017-03-31
Virginia,34,2017-03-31
Washington,25,2017-03-31
West Virginia,27,2017-03-31
Wisconsin,24,2017-03-31
Wyoming,0,2017-03-31
Alabama,20,2017-04-30
Alaska,0,2017-04-30
Arizona,27,2017-04-30
Arkansas,0,2017-04-30
California,24,2017-04-30
Colorado,45,2017-04-30
Connecticut,7,2017-04-30
Delaware,0,2017-04-30
District of Columbia,15,2017-04-30
Florida,19,2017-04-30
Georgia,15,2017-04-30
Hawaii,18,2017-04-30
Idaho,0,2017-04-30
Illinois,30,2017-04-30
Indiana,18,2017-04-30
Iowa,0,2017-04-30
Kansas,20,2017-04-30
Kentucky,7,2017-04-30
Louisiana,14,2017-04-30
Maine,0,2017-04-30
Maryland,12,2017-04-30
Massachusetts,18,2017-04-30
Michigan,46,2017-04-30
Minnesota,0,2017-04-30
Mississippi,13,2017-04-30
Missouri,27,2017-04-30
Montana,100,2017-04-30
Nebraska,13,2017-04-30
Nevada,0,2017-04-30
New Hampshire,39,2017-04-30
New Jersey,36,2017-04-30
New Mexico,0,2017-04-30
New York,26,2017-04-30
North Carolina,18,2017-04-30
North Dakota,0,2017-04-30
Ohio,12,2017-04-30
Oklahoma,9,2017-04-30
Oregon,33,2017-04-30
Pennsylvania,29,2017-04-30
Rhode Island,21,2017-04-30
South Carolina,30,2017-04-30
South Dakota,0,2017-04-30
Tennessee,12,2017-04-30
Texas,20,2017-04-30
Utah,18,2017-04-30
Vermont,90,2017-04-30
Virginia,32,2017-04-30
Washington,26,2017-04-30
West Virginia,22,2017-04-30
Wisconsin,29,2017-04-30
Wyoming,57,2017-04-30
Alabama,14,2017-05-31
Alaska,0,2017-05-31
Arizona,11,2017-05-31
Arkansas,28,2017-05-31
California,14,2017-05-31
Colorado,7,2017-05-31
Connecticut,4,2017-05-31
Delaware,17,2017-05-31
District of Columbia,0,2017-05-31
Florida,10,2017-05-31
Georgia,17,2017-05-31
Hawaii,11,2017-05-31
Idaho,31,2017-05-31
Illinois,9,2017-05-31
Indiana,11,2017-05-31
Iowa,6,2017-05-31
Kansas,61,2017-05-31
Kentucky,17,2017-05-31
Louisiana,12,2017-05-31
Maine,12,2017-05-31
Maryland,12,2017-05-31
Massachusetts,12,2017-05-31
Michigan,26,2017-05-31
Minnesota,5,2017-05-31
Mississippi,0,2017-05-31
Missouri,3,2017-05-31
Montana,0,2017-05-31
Nebraska,0,2017-05-31
Nevada,9,2017-05-31
New Hampshire,0,2017-05-31
New Jersey,10,2017-05-31
New Mexico,18,2017-05-31
New York,10,2017-05-31
North Carolina,18,2017-05-31
North Dakota,0,2017-05-31
Ohio,4,2017-05-31
Oklahoma,10,2017-05-31
Oregon,12,2017-05-31
Pennsylvania,8,2017-05-31
Rhode Island,24,2017-05-31
South Carolina,13,2017-05-31
South Dakota,46,2017-05-31
Tennessee,9,2017-05-31
Texas,12,2017-05-31
Utah,10,2017-05-31
Vermont,26,2017-05-31
Virginia,15,2017-05-31
Washington,9,2017-05-31
West Virginia,13,2017-05-31
Wisconsin,14,2017-05-31
Wyoming,100,2017-05-31
Alabama,6,2017-06-30
Alaska,40,2017-06-30
Arizona,22,2017-06-30
Arkansas,36,2017-06-30
California,21,2017-06-30
Colorado,11,2017-06-30
Connecticut,25,2017-06-30
Delaware,26,2017-06-30
District of Columbia,30,2017-06-30
Florida,23,2017-06-30
Georgia,18,2017-06-30
Hawaii,0,2017-06-30
Idaho,0,2017-06-30
Illinois,27,2017-06-30
Indiana,9,2017-06-30
Iowa,10,2017-06-30
Kansas,33,2017-06-30
Kentucky,27,2017-06-30
Louisiana,0,2017-06-30
Maine,0,2017-06-30
Maryland,23,2017-06-30
Massachusetts,11,2017-06-30
Michigan,30,2017-06-30
Minnesota,13,2017-06-30
Mississippi,12,2017-06-30
Missouri,29,2017-06-30
Montana,0,2017-06-30
Nebraska,0,2017-06-30
Nevada,21,2017-06-30
New Hampshire,18,2017-06-30
New Jersey,23,2017-06-30
New Mexico,0,2017-06-30
New York,17,2017-06-30
North Carolina,31,2017-06-30
North Dakota,0,2017-06-30
Ohio,18,2017-06-30
Oklahoma,33,2017-06-30
Oregon,50,2017-06-30
Pennsylvania,12,2017-06-30
Rhode Island,60,2017-06-30
South Carolina,11,2017-06-30
South Dakota,73,2017-06-30
Tennessee,22,2017-06-30
Texas,33,2017-06-30
Utah,8,2017-06-30
Vermont,85,2017-06-30
Virginia,46,2017-06-30
Washington,9,2017-06-30
West Virginia,20,2017-06-30
Wisconsin,9,2017-06-30
Wyoming,100,2017-06-30
Alabama,14,2017-07-31
Alaska,0,2017-07-31
Arizona,28,2017-07-31
Arkansas,39,2017-07-31
California,28,2017-07-31
Colorado,38,2017-07-31
Connecticut,23,2017-07-31
Delaware,0,2017-07-31
District of Columbia,17,2017-07-31
Florida,25,2017-07-31
Georgia,30,2017-07-31
Hawaii,0,2017-07-31
Idaho,19,2017-07-31
Illinois,25,2017-07-31
Indiana,38,2017-07-31
Iowa,11,2017-07-31
Kansas,43,2017-07-31
Kentucky,23,2017-07-31
Louisiana,23,2017-07-31
Maine,0,2017-07-31
Maryland,9,2017-07-31
Massachusetts,13,2017-07-31
Michigan,55,2017-07-31
Minnesota,5,2017-07-31
Mississippi,55,2017-07-31
Missouri,33,2017-07-31
Montana,34,2017-07-31
Nebraska,28,2017-07-31
Nevada,9,2017-07-31
New Hampshire,0,2017-07-31
New Jersey,25,2017-07-31
New Mexico,17,2017-07-31
New York,15,2017-07-31
North Carolina,33,2017-07-31
North Dakota,0,2017-07-31
Ohio,15,2017-07-31
Oklahoma,0,2017-07-31
Oregon,57,2017-07-31
Pennsylvania,21,2017-07-31
Rhode Island,0,2017-07-31
South Carolina,31,2017-07-31
South Dakota,0,2017-07-31
Tennessee,21,2017-07-31
Texas,34,2017-07-31
Utah,9,2017-07-31
Vermont,100,2017-07-31
Virginia,35,2017-07-31
Washington,30,2017-07-31
West Virginia,23,2017-07-31
Wisconsin,27,2017-07-31
Wyoming,0,2017-07-31
Alabama,36,2017-08-31
Alaska,83,2017-08-31
Arizona,14,2017-08-31
Arkansas,45,2017-08-31
California,50,2017-08-31
Colorado,45,2017-08-31
Connecticut,13,2017-08-31
Delaware,54,2017-08-31
District of Columbia,15,2017-08-31
Florida,32,2017-08-31
Georgia,53,2017-08-31
Hawaii,0,2017-08-31
Idaho,100,2017-08-31
Illinois,41,2017-08-31
Indiana,73,2017-08-31
Iowa,36,2017-08-31
Kansas,29,2017-08-31
Kentucky,0,2017-08-31
Louisiana,39,2017-08-31
Maine,0,2017-08-31
Maryland,31,2017-08-31
Massachusetts,28,2017-08-31
Michigan,66,2017-08-31
Minnesota,25,2017-08-31
Mississippi,24,2017-08-31
Missouri,66,2017-08-31
Montana,59,2017-08-31
Nebraska,0,2017-08-31
Nevada,26,2017-08-31
New Hampshire,0,2017-08-31
New Jersey,67,2017-08-31
New Mexico,61,2017-08-31
New York,43,2017-08-31
North Carolina,39,2017-08-31
North Dakota,0,2017-08-31
Ohio,18,2017-08-31
Oklahoma,16,2017-08-31
Oregon,80,2017-08-31
Pennsylvania,20,2017-08-31
Rhode Island,0,2017-08-31
South Carolina,54,2017-08-31
South Dakota,0,2017-08-31
Tennessee,36,2017-08-31
Texas,90,2017-08-31
Utah,32,2017-08-31
Vermont,83,2017-08-31
Virginia,41,2017-08-31
Washington,24,2017-08-31
West Virginia,0,2017-08-31
Wisconsin,36,2017-08-31
Wyoming,0,2017-08-31
Alabama,37,2017-09-30
Alaska,0,2017-09-30
Arizona,22,2017-09-30
Arkansas,0,2017-09-30
California,35,2017-09-30
Colorado,5,2017-09-30
Connecticut,15,2017-09-30
Delaware,33,2017-09-30
District of Columbia,19,2017-09-30
Florida,15,2017-09-30
Georgia,27,2017-09-30
Hawaii,0,2017-09-30
Idaho,41,2017-09-30
Illinois,21,2017-09-30
Indiana,20,2017-09-30
Iowa,22,2017-09-30
Kansas,54,2017-09-30
Kentucky,17,2017-09-30
Louisiana,0,2017-09-30
Maine,0,2017-09-30
Maryland,14,2017-09-30
Massachusetts,14,2017-09-30
Michigan,20,2017-09-30
Minnesota,33,2017-09-30
Mississippi,15,2017-09-30
Missouri,21,2017-09-30
Montana,37,2017-09-30
Nebraska,44,2017-09-30
Nevada,19,2017-09-30
New Hampshire,0,2017-09-30
New Jersey,29,2017-09-30
New Mexico,0,2017-09-30
New York,45,2017-09-30
North Carolina,24,2017-09-30
North Dakota,0,2017-09-30
Ohio,16,2017-09-30
Oklahoma,20,2017-09-30
Oregon,54,2017-09-30
Pennsylvania,19,2017-09-30
Rhode Island,23,2017-09-30
South Carolina,33,2017-09-30
South Dakota,44,2017-09-30
Tennessee,18,2017-09-30
Texas,24,2017-09-30
Utah,20,2017-09-30
Vermont,100,2017-09-30
Virginia,56,2017-09-30
Washington,22,2017-09-30
West Virginia,24,2017-09-30
Wisconsin,17,2017-09-30
Wyoming,0,2017-09-30
Alabama,0,2017-10-31
Alaska,0,2017-10-31
Arizona,38,2017-10-31
Arkansas,47,2017-10-31
California,33,2017-10-31
Colorado,23,2017-10-31
Connecticut,45,2017-10-31
Delaware,0,2017-10-31
District of Columbia,21,2017-10-31
Florida,31,2017-10-31
Georgia,32,2017-10-31
Hawaii,27,2017-10-31
Idaho,73,2017-10-31
Illinois,19,2017-10-31
Indiana,36,2017-10-31
Iowa,26,2017-10-31
Kansas,25,2017-10-31
Kentucky,19,2017-10-31
Louisiana,20,2017-10-31
Maine,29,2017-10-31
Maryland,31,2017-10-31
Massachusetts,33,2017-10-31
Michigan,36,2017-10-31
Minnesota,23,2017-10-31
Mississippi,35,2017-10-31
Missouri,30,2017-10-31
Montana,43,2017-10-31
Nebraska,0,2017-10-31
Nevada,12,2017-10-31
New Hampshire,0,2017-10-31
New Jersey,14,2017-10-31
New Mexico,64,2017-10-31
New York,19,2017-10-31
North Carolina,45,2017-10-31
North Dakota,0,2017-10-31
Ohio,27,2017-10-31
Oklahoma,11,2017-10-31
Oregon,100,2017-10-31
Pennsylvania,35,2017-10-31
Rhode Island,30,2017-10-31
South Carolina,32,2017-10-31
South Dakota,0,2017-10-31
Tennessee,33,2017-10-31
Texas,22,2017-10-31
Utah,35,2017-10-31
Vermont,0,2017-10-31
Virginia,42,2017-10-31
Washington,39,2017-10-31
West Virginia,28,2017-10-31
Wisconsin,38,2017-10-31
Wyoming,79,2017-10-31
Alabama,33,2017-11-30
Alaska,0,2017-11-30
Arizona,25,2017-11-30
Arkansas,15,2017-11-30
California,34,2017-11-30
Colorado,39,2017-11-30
Connecticut,25,2017-11-30
Delaware,38,2017-11-30
District of Columbia,0,2017-11-30
Florida,30,2017-11-30
Georgia,41,2017-11-30
Hawaii,25,2017-11-30
Idaho,24,2017-11-30
Illinois,36,2017-11-30
Indiana,29,2017-11-30
Iowa,37,2017-11-30
Kansas,13,2017-11-30
Kentucky,19,2017-11-30
Louisiana,18,2017-11-30
Maine,27,2017-11-30
Maryland,10,2017-11-30
Massachusetts,36,2017-11-30
Michigan,53,2017-11-30
Minnesota,17,2017-11-30
Mississippi,34,2017-11-30
Missouri,23,2017-11-30
Montana,0,2017-11-30
Nebraska,66,2017-11-30
Nevada,45,2017-11-30
New Hampshire,25,2017-11-30
New Jersey,35,2017-11-30
New Mexico,39,2017-11-30
New York,21,2017-11-30
North Carolina,37,2017-11-30
North Dakota,0,2017-11-30
Ohio,17,2017-11-30
Oklahoma,11,2017-11-30
Oregon,42,2017-11-30
Pennsylvania,38,2017-11-30
Rhode Island,60,2017-11-30
South Carolina,8,2017-11-30
South Dakota,100,2017-11-30
Tennessee,36,2017-11-30
Texas,23,2017-11-30
Utah,23,2017-11-30
Vermont,0,2017-11-30
Virginia,62,2017-11-30
Washington,13,2017-11-30
West Virginia,0,2017-11-30
Wisconsin,23,2017-11-30
Wyoming,0,2017-11-30
Alabama,16,2017-12-31
Alaska,0,2017-12-31
Arizona,5,2017-12-31
Arkansas,59,2017-12-31
California,35,2017-12-31
Colorado,33,2017-12-31
Connecticut,25,2017-12-31
Delaware,38,2017-12-31
District of Columbia,29,2017-12-31
Florida,31,2017-12-31
Georgia,36,2017-12-31
Hawaii,50,2017-12-31
Idaho,23,2017-12-31
Illinois,28,2017-12-31
Indiana,23,2017-12-31
Iowa,12,2017-12-31
Kansas,13,2017-12-31
Kentucky,18,2017-12-31
Louisiana,27,2017-12-31
Maine,0,2017-12-31
Maryland,25,2017-12-31
Massachusetts,12,2017-12-31
Michigan,49,2017-12-31
Minnesota,40,2017-12-31
Mississippi,0,2017-12-31
Missouri,12,2017-12-31
Montana,40,2017-12-31
Nebraska,34,2017-12-31
Nevada,34,2017-12-31
New Hampshire,49,2017-12-31
New Jersey,26,2017-12-31
New Mexico,39,2017-12-31
New York,37,2017-12-31
North Carolina,18,2017-12-31
North Dakota,100,2017-12-31
Ohio,23,2017-12-31
Oklahoma,11,2017-12-31
Oregon,62,2017-12-31
Pennsylvania,23,2017-12-31
Rhode Island,30,2017-12-31
South Carolina,76,2017-12-31
South Dakota,49,2017-12-31
Tennessee,37,2017-12-31
Texas,18,2017-12-31
Utah,11,2017-12-31
Vermont,53,2017-12-31
Virginia,50,2017-12-31
Washington,20,2017-12-31
West Virginia,0,2017-12-31
Wisconsin,24,2017-12-31
Wyoming,0,2017-12-31
Alabama,21,2018-01-31
Alaska,0,2018-01-31
Arizona,26,2018-01-31
Arkansas,38,2018-01-31
California,40,2018-01-31
Colorado,71,2018-01-31
Connecticut,45,2018-01-31
Delaware,0,2018-01-31
District of Columbia,35,2018-01-31
Florida,51,2018-01-31
Georgia,48,2018-01-31
Hawaii,100,2018-01-31
Idaho,31,2018-01-31
Illinois,54,2018-01-31
Indiana,37,2018-01-31
Iowa,16,2018-01-31
Kansas,0,2018-01-31
Kentucky,47,2018-01-31
Louisiana,24,2018-01-31
Maine,0,2018-01-31
Maryland,52,2018-01-31
Massachusetts,11,2018-01-31
Michigan,61,2018-01-31
Minnesota,30,2018-01-31
Mississippi,0,2018-01-31
Missouri,15,2018-01-31
Montana,0,2018-01-31
Nebraska,0,2018-01-31
Nevada,58,2018-01-31
New Hampshire,0,2018-01-31
New Jersey,60,2018-01-31
New Mexico,25,2018-01-31
New York,42,2018-01-31
North Carolina,44,2018-01-31
North Dakota,67,2018-01-31
Ohio,15,2018-01-31
Oklahoma,14,2018-01-31
Oregon,46,2018-01-31
Pennsylvania,37,2018-01-31
Rhode Island,0,2018-01-31
South Carolina,20,2018-01-31
South Dakota,0,2018-01-31
Tennessee,28,2018-01-31
Texas,26,2018-01-31
Utah,29,2018-01-31
Vermont,71,2018-01-31
Virginia,57,2018-01-31
Washington,28,2018-01-31
West Virginia,0,2018-01-31
Wisconsin,16,2018-01-31
Wyoming,0,2018-01-31
Alabama,50,2018-02-28
Alaska,0,2018-02-28
Arizona,15,2018-02-28
Arkansas,89,2018-02-28
California,40,2018-02-28
Colorado,38,2018-02-28
Connecticut,8,2018-02-28
Delaware,37,2018-02-28
District of Columbia,0,2018-02-28
Florida,28,2018-02-28
Georgia,35,2018-02-28
Hawaii,0,2018-02-28
Idaho,0,2018-02-28
Illinois,32,2018-02-28
Indiana,39,2018-02-28
Iowa,13,2018-02-28
Kansas,0,2018-02-28
Kentucky,36,2018-02-28
Louisiana,36,2018-02-28
Maine,81,2018-02-28
Maryland,40,2018-02-28
Massachusetts,24,2018-02-28
Michigan,63,2018-02-28
Minnesota,29,2018-02-28
Mississippi,50,2018-02-28
Missouri,58,2018-02-28
Montana,40,2018-02-28
Nebraska,17,2018-02-28
Nevada,55,2018-02-28
New Hampshire,100,2018-02-28
New Jersey,38,2018-02-28
New Mexico,19,2018-02-28
New York,37,2018-02-28
North Carolina,42,2018-02-28
North Dakota,50,2018-02-28
Ohio,32,2018-02-28
Oklahoma,11,2018-02-28
Oregon,63,2018-02-28
Pennsylvania,28,2018-02-28
Rhode Island,58,2018-02-28
South Carolina,45,2018-02-28
South Dakota,49,2018-02-28
Tennessee,31,2018-02-28
Texas,33,2018-02-28
Utah,22,2018-02-28
Vermont,0,2018-02-28
Virginia,33,2018-02-28
Washington,34,2018-02-28
West Virginia,52,2018-02-28
Wisconsin,42,2018-02-28
Wyoming,0,2018-02-28
Alabama,18,2018-03-31
Alaska,0,2018-03-31
Arizona,32,2018-03-31
Arkansas,93,2018-03-31
California,35,2018-03-31
Colorado,34,2018-03-31
Connecticut,18,2018-03-31
Delaware,0,2018-03-31
District of Columbia,0,2018-03-31
Florida,33,2018-03-31
Georgia,39,2018-03-31
Hawaii,52,2018-03-31
Idaho,100,2018-03-31
Illinois,24,2018-03-31
Indiana,24,2018-03-31
Iowa,53,2018-03-31
Kansas,28,2018-03-31
Kentucky,0,2018-03-31
Louisiana,29,2018-03-31
Maine,0,2018-03-31
Maryland,37,2018-03-31
Massachusetts,25,2018-03-31
Michigan,91,2018-03-31
Minnesota,30,2018-03-31
Mississippi,18,2018-03-31
Missouri,31,2018-03-31
Montana,43,2018-03-31
Nebraska,18,2018-03-31
Nevada,23,2018-03-31
New Hampshire,0,2018-03-31
New Jersey,35,2018-03-31
New Mexico,40,2018-03-31
New York,24,2018-03-31
North Carolina,20,2018-03-31
North Dakota,0,2018-03-31
Ohio,21,2018-03-31
Oklahoma,69,2018-03-31
Oregon,73,2018-03-31
Pennsylvania,30,2018-03-31
Rhode Island,61,2018-03-31
South Carolina,49,2018-03-31
South Dakota,0,2018-03-31
Tennessee,38,2018-03-31
Texas,30,2018-03-31
Utah,69,2018-03-31
Vermont,0,2018-03-31
Virginia,21,2018-03-31
Washington,5,2018-03-31
West Virginia,0,2018-03-31
Wisconsin,44,2018-03-31
Wyoming,0,2018-03-31
Alabama,45,2018-04-30
Alaska,0,2018-04-30
Arizona,27,2018-04-30
Arkansas,20,2018-04-30
California,53,2018-04-30
Colorado,29,2018-04-30
Connecticut,55,2018-04-30
Delaware,49,2018-04-30
District of Columbia,33,2018-04-30
Florida,41,2018-04-30
Georgia,63,2018-04-30
Hawaii,0,2018-04-30
Idaho,32,2018-04-30
Illinois,42,2018-04-30
Indiana,23,2018-04-30
Iowa,17,2018-04-30
Kansas,18,2018-04-30
Kentucky,12,2018-04-30
Louisiana,0,2018-04-30
Maine,36,2018-04-30
Maryland,65,2018-04-30
Massachusetts,27,2018-04-30
Michigan,76,2018-04-30
Minnesota,62,2018-04-30
Mississippi,46,2018-04-30
Missouri,0,2018-04-30
Montana,0,2018-04-30
Nebraska,46,2018-04-30
Nevada,29,2018-04-30
New Hampshire,100,2018-04-30
New Jersey,34,2018-04-30
New Mexico,51,2018-04-30
New York,37,2018-04-30
North Carolina,16,2018-04-30
North Dakota,0,2018-04-30
Ohio,8,2018-04-30
Oklahoma,30,2018-04-30
Oregon,46,2018-04-30
Pennsylvania,31,2018-04-30
Rhode Island,38,2018-04-30
South Carolina,20,2018-04-30
South Dakota,0,2018-04-30
Tennessee,35,2018-04-30
Texas,34,2018-04-30
Utah,44,2018-04-30
Vermont,0,2018-04-30
Virginia,45,2018-04-30
Washington,52,2018-04-30
West Virginia,37,2018-04-30
Wisconsin,64,2018-04-30
Wyoming,0,2018-04-30
Alabama,38,2018-05-31
Alaska,0,2018-05-31
Arizona,20,2018-05-31
Arkansas,26,2018-05-31
California,21,2018-05-31
Colorado,18,2018-05-31
Connecticut,0,2018-05-31
Delaware,0,2018-05-31
District of Columbia,28,2018-05-31
Florida,17,2018-05-31
Georgia,32,2018-05-31
Hawaii,0,2018-05-31
Idaho,14,2018-05-31
Illinois,19,2018-05-31
Indiana,27,2018-05-31
Iowa,30,2018-05-31
Kansas,0,2018-05-31
Kentucky,27,2018-05-31
Louisiana,15,2018-05-31
Maine,0,2018-05-31
Maryland,8,2018-05-31
Massachusetts,18,2018-05-31
Michigan,28,2018-05-31
Minnesota,13,2018-05-31
Mississippi,0,2018-05-31
Missouri,7,2018-05-31
Montana,0,2018-05-31
Nebraska,10,2018-05-31
Nevada,0,2018-05-31
New Hampshire,0,2018-05-31
New Jersey,2,2018-05-31
New Mexico,21,2018-05-31
New York,18,2018-05-31
North Carolina,29,2018-05-31
North Dakota,31,2018-05-31
Ohio,13,2018-05-31
Oklahoma,19,2018-05-31
Oregon,30,2018-05-31
Pennsylvania,8,2018-05-31
Rhode Island,34,2018-05-31
South Carolina,13,2018-05-31
South Dakota,0,2018-05-31
Tennessee,9,2018-05-31
Texas,19,2018-05-31
Utah,25,2018-05-31
Vermont,100,2018-05-31
Virginia,17,2018-05-31
Washington,9,2018-05-31
West Virginia,16,2018-05-31
Wisconsin,20,2018-05-31
Wyoming,0,2018-05-31
Alabama,22,2018-06-30
Alaska,0,2018-06-30
Arizona,22,2018-06-30
Arkansas,27,2018-06-30
California,33,2018-06-30
Colorado,60,2018-06-30
Connecticut,30,2018-06-30
Delaware,31,2018-06-30
District of Columbia,0,2018-06-30
Florida,20,2018-06-30
Georgia,34,2018-06-30
Hawaii,43,2018-06-30
Idaho,61,2018-06-30
Illinois,22,2018-06-30
Indiana,20,2018-06-30
Iowa,23,2018-06-30
Kansas,12,2018-06-30
Kentucky,40,2018-06-30
Louisiana,8,2018-06-30
Maine,44,2018-06-30
Maryland,26,2018-06-30
Massachusetts,25,2018-06-30
Michigan,42,2018-06-30
Minnesota,26,2018-06-30
Mississippi,29,2018-06-30
Missouri,21,2018-06-30
Montana,68,2018-06-30
Nebraska,0,2018-06-30
Nevada,0,2018-06-30
New Hampshire,0,2018-06-30
New Jersey,8,2018-06-30
New Mexico,16,2018-06-30
New York,21,2018-06-30
North Carolina,33,2018-06-30
North Dakota,48,2018-06-30
Ohio,15,2018-06-30
Oklahoma,19,2018-06-30
Oregon,37,2018-06-30
Pennsylvania,16,2018-06-30
Rhode Island,0,2018-06-30
South Carolina,33,2018-06-30
South Dakota,0,2018-06-30
Tennessee,13,2018-06-30
Texas,25,2018-06-30
Utah,46,2018-06-30
Vermont,100,2018-06-30
Virginia,37,2018-06-30
Washington,21,2018-06-30
West Virginia,24,2018-06-30
Wisconsin,41,2018-06-30
Wyoming,0,2018-06-30
Alabama,41,2018-07-31
Alaska,93,2018-07-31
Arizona,48,2018-07-31
Arkansas,50,2018-07-31
California,69,2018-07-31
Colorado,26,2018-07-31
Connecticut,58,2018-07-31
Delaware,60,2018-07-31
District of Columbia,43,2018-07-31
Florida,40,2018-07-31
Georgia,66,2018-07-31
Hawaii,80,2018-07-31
Idaho,39,2018-07-31
Illinois,56,2018-07-31
Indiana,36,2018-07-31
Iowa,22,2018-07-31
Kansas,0,2018-07-31
Kentucky,30,2018-07-31
Louisiana,29,2018-07-31
Maine,0,2018-07-31
Maryland,42,2018-07-31
Massachusetts,20,2018-07-31
Michigan,82,2018-07-31
Minnesota,0,2018-07-31
Mississippi,27,2018-07-31
Missouri,19,2018-07-31
Montana,0,2018-07-31
Nebraska,54,2018-07-31
Nevada,18,2018-07-31
New Hampshire,0,2018-07-31
New Jersey,50,2018-07-31
New Mexico,0,2018-07-31
New York,57,2018-07-31
North Carolina,36,2018-07-31
North Dakota,90,2018-07-31
Ohio,19,2018-07-31
Oklahoma,53,2018-07-31
Oregon,51,2018-07-31
Pennsylvania,31,2018-07-31
Rhode Island,51,2018-07-31
South Carolina,100,2018-07-31
South Dakota,84,2018-07-31
Tennessee,34,2018-07-31
Texas,49,2018-07-31
Utah,71,2018-07-31
Vermont,97,2018-07-31
Virginia,41,2018-07-31
Washington,61,2018-07-31
West Virginia,0,2018-07-31
Wisconsin,30,2018-07-31
Wyoming,0,2018-07-31
Alabama,22,2018-08-31
Alaska,0,2018-08-31
Arizona,17,2018-08-31
Arkansas,0,2018-08-31
California,28,2018-08-31
Colorado,33,2018-08-31
