geoName,Real Estate Listings,year
Florida,11,2012-10-31
Georgia,18,2012-10-31
Hawaii,17,2012-10-31
Idaho,0,2012-10-31
Illinois,17,2012-10-31
Indiana,21,2012-10-31
Iowa,40,2012-10-31
Kansas,10,2012-10-31
Kentucky,19,2012-10-31
Louisiana,7,2012-10-31
Maine,0,2012-10-31
Maryland,16,2012-10-31
Massachusetts,17,2012-10-31
Michigan,23,2012-10-31
Minnesota,15,2012-10-31
Mississippi,44,2012-10-31
Missouri,44,2012-10-31
Montana,100,2012-10-31
Nebraska,15,2012-10-31
Nevada,33,2012-10-31
New Hampshire,35,2012-10-31
New Jersey,19,2012-10-31
New Mexico,36,2012-10-31
New York,14,2012-10-31
North Carolina,10,2012-10-31
North Dakota,40,2012-10-31
Ohio,21,2012-10-31
Oklahoma,40,2012-10-31
Oregon,35,2012-10-31
Pennsylvania,44,2012-10-31
Rhode Island,44,2012-10-31
South Carolina,31,2012-10-31
South Dakota,0,2012-10-31
Tennessee,4,2012-10-31
Texas,15,2012-10-31
Utah,27,2012-10-31
Vermont,37,2012-10-31
Virginia,21,2012-10-31
Washington,31,2012-10-31
West Virginia,24,2012-10-31
Wisconsin,9,2012-10-31
Wyoming,67,2012-10-31
Alabama,7,2012-11-30
Alaska,72,2012-11-30
Arizona,25,2012-11-30
Arkansas,31,2012-11-30
California,16,2012-11-30
Colorado,31,2012-11-30
Connecticut,6,2012-11-30
Delaware,32,2012-11-30
District of Columbia,10,2012-11-30
Florida,8,2012-11-30
Georgia,15,2012-11-30
Hawaii,85,2012-11-30
Idaho,58,2012-11-30
Illinois,21,2012-11-30
Indiana,15,2012-11-30
Iowa,30,2012-11-30
Kansas,14,2012-11-30
Kentucky,15,2012-11-30
Louisiana,5,2012-11-30
Maine,0,2012-11-30
Maryland,21,2012-11-30
Massachusetts,16,2012-11-30
Michigan,21,2012-11-30
Minnesota,15,2012-11-30
Mississippi,0,2012-11-30
Missouri,27,2012-11-30
Montana,100,2012-11-30
Nebraska,14,2012-11-30
Nevada,21,2012-11-30
New Hampshire,0,2012-11-30
New Jersey,16,2012-11-30
New Mexico,53,2012-11-30
New York,11,2012-11-30
North Carolina,3,2012-11-30
North Dakota,0,2012-11-30
Ohio,11,2012-11-30
Oklahoma,9,2012-11-30
Oregon,44,2012-11-30
Pennsylvania,35,2012-11-30
Rhode Island,0,2012-11-30
South Carolina,8,2012-11-30
South Dakota,0,2012-11-30
Tennessee,26,2012-11-30
Texas,20,2012-11-30
Utah,28,2012-11-30
Vermont,0,2012-11-30
Virginia,12,2012-11-30
Washington,39,2012-11-30
West Virginia,23,2012-11-30
Wisconsin,12,2012-11-30
Wyoming,64,2012-11-30
Alabama,0,2012-12-31
Alaska,48,2012-12-31
Arizona,44,2012-12-31
Arkansas,100,2012-12-31
California,41,2012-12-31
Colorado,22,2012-12-31
Connecticut,27,2012-12-31
Delaware,42,2012-12-31
District of Columbia,21,2012-12-31
Florida,23,2012-12-31
Georgia,30,2012-12-31
Hawaii,44,2012-12-31
Idaho,76,2012-12-31
Illinois,31,2012-12-31
Indiana,13,2012-12-31
Iowa,39,2012-12-31
Kansas,36,2012-12-31
Kentucky,31,2012-12-31
Louisiana,26,2012-12-31
Maine,60,2012-12-31
Maryland,27,2012-12-31
Massachusetts,31,2012-12-31
Michigan,47,2012-12-31
Minnesota,71,2012-12-31
Mississippi,0,2012-12-31
Missouri,36,2012-12-31
Montana,0,2012-12-31
Nebraska,38,2012-12-31
Nevada,45,2012-12-31
New Hampshire,26,2012-12-31
New Jersey,38,2012-12-31
New Mexico,0,2012-12-31
New York,28,2012-12-31
North Carolina,28,2012-12-31
North Dakota,0,2012-12-31
Ohio,36,2012-12-31
Oklahoma,51,2012-12-31
Oregon,65,2012-12-31
Pennsylvania,35,2012-12-31
Rhode Island,61,2012-12-31
South Carolina,38,2012-12-31
South Dakota,53,2012-12-31
Tennessee,24,2012-12-31
Texas,29,2012-12-31
Utah,47,2012-12-31
Vermont,58,2012-12-31
Virginia,86,2012-12-31
Washington,45,2012-12-31
West Virginia,59,2012-12-31
Wisconsin,29,2012-12-31
Wyoming,0,2012-12-31
Alabama,24,2013-01-31
Alaska,51,2013-01-31
Arizona,17,2013-01-31
Arkansas,93,2013-01-31
California,45,2013-01-31
Colorado,60,2013-01-31
Connecticut,57,2013-01-31
Delaware,95,2013-01-31
District of Columbia,42,2013-01-31
Florida,21,2013-01-31
Georgia,7,2013-01-31
Hawaii,78,2013-01-31
Idaho,29,2013-01-31
Illinois,44,2013-01-31
Indiana,30,2013-01-31
Iowa,15,2013-01-31
Kansas,14,2013-01-31
Kentucky,97,2013-01-31
Louisiana,40,2013-01-31
Maine,59,2013-01-31
Maryland,58,2013-01-31
Massachusetts,35,2013-01-31
Michigan,41,2013-01-31
Minnesota,38,2013-01-31
Mississippi,0,2013-01-31
Missouri,23,2013-01-31
Montana,100,2013-01-31
Nebraska,0,2013-01-31
Nevada,0,2013-01-31
New Hampshire,26,2013-01-31
New Jersey,52,2013-01-31
New Mexico,0,2013-01-31
New York,33,2013-01-31
North Carolina,29,2013-01-31
North Dakota,59,2013-01-31
Ohio,28,2013-01-31
Oklahoma,60,2013-01-31
Oregon,71,2013-01-31
Pennsylvania,36,2013-01-31
Rhode Island,0,2013-01-31
South Carolina,44,2013-01-31
South Dakota,62,2013-01-31
Tennessee,29,2013-01-31
Texas,25,2013-01-31
Utah,14,2013-01-31
Vermont,0,2013-01-31
Virginia,47,2013-01-31
Washington,36,2013-01-31
West Virginia,0,2013-01-31
Wisconsin,46,2013-01-31
Wyoming,98,2013-01-31
Alabama,15,2013-02-28
Alaska,33,2013-02-28
Arizona,45,2013-02-28
Arkansas,47,2013-02-28
California,27,2013-02-28
Colorado,18,2013-02-28
Connecticut,6,2013-02-28
Delaware,94,2013-02-28
District of Columbia,35,2013-02-28
Florida,18,2013-02-28
Georgia,5,2013-02-28
Hawaii,34,2013-02-28
Idaho,100,2013-02-28
Illinois,14,2013-02-28
Indiana,19,2013-02-28
Iowa,20,2013-02-28
Kansas,35,2013-02-28
Kentucky,8,2013-02-28
Louisiana,28,2013-02-28
Maine,58,2013-02-28
Maryland,11,2013-02-28
Massachusetts,31,2013-02-28
Michigan,48,2013-02-28
Minnesota,29,2013-02-28
Mississippi,0,2013-02-28
Missouri,29,2013-02-28
Montana,0,2013-02-28
Nebraska,14,2013-02-28
Nevada,21,2013-02-28
New Hampshire,68,2013-02-28
New Jersey,32,2013-02-28
New Mexico,52,2013-02-28
New York,22,2013-02-28
North Carolina,23,2013-02-28
North Dakota,78,2013-02-28
Ohio,9,2013-02-28
Oklahoma,10,2013-02-28
Oregon,40,2013-02-28
Pennsylvania,32,2013-02-28
Rhode Island,0,2013-02-28
South Carolina,35,2013-02-28
South Dakota,40,2013-02-28
Tennessee,9,2013-02-28
Texas,22,2013-02-28
Utah,27,2013-02-28
Vermont,36,2013-02-28
Virginia,35,2013-02-28
Washington,19,2013-02-28
West Virginia,22,2013-02-28
Wisconsin,24,2013-02-28
Wyoming,64,2013-02-28
Alabama,56,2013-03-31
Alaska,39,2013-03-31
Arizona,27,2013-03-31
Arkansas,74,2013-03-31
California,26,2013-03-31
Colorado,66,2013-03-31
Connecticut,22,2013-03-31
Delaware,38,2013-03-31
District of Columbia,41,2013-03-31
Florida,17,2013-03-31
Georgia,20,2013-03-31
Hawaii,21,2013-03-31
Idaho,24,2013-03-31
Illinois,40,2013-03-31
Indiana,28,2013-03-31
Iowa,12,2013-03-31
Kansas,65,2013-03-31
Kentucky,19,2013-03-31
Louisiana,22,2013-03-31
Maine,24,2013-03-31
Maryland,46,2013-03-31
Massachusetts,28,2013-03-31
Michigan,41,2013-03-31
Minnesota,16,2013-03-31
Mississippi,18,2013-03-31
Missouri,39,2013-03-31
Montana,78,2013-03-31
Nebraska,100,2013-03-31
Nevada,0,2013-03-31
New Hampshire,42,2013-03-31
New Jersey,40,2013-03-31
New Mexico,83,2013-03-31
New York,25,2013-03-31
North Carolina,19,2013-03-31
North Dakota,46,2013-03-31
Ohio,20,2013-03-31
Oklahoma,61,2013-03-31
Oregon,67,2013-03-31
Pennsylvania,42,2013-03-31
Rhode Island,27,2013-03-31
South Carolina,25,2013-03-31
South Dakota,0,2013-03-31
Tennessee,5,2013-03-31
Texas,27,2013-03-31
Utah,54,2013-03-31
Vermont,45,2013-03-31
Virginia,44,2013-03-31
Washington,36,2013-03-31
West Virginia,27,2013-03-31
Wisconsin,29,2013-03-31
Wyoming,0,2013-03-31
Alabama,17,2013-04-30
Alaska,29,2013-04-30
Arizona,13,2013-04-30
Arkansas,0,2013-04-30
California,11,2013-04-30
Colorado,10,2013-04-30
Connecticut,21,2013-04-30
Delaware,0,2013-04-30
District of Columbia,5,2013-04-30
Florida,5,2013-04-30
Georgia,7,2013-04-30
Hawaii,7,2013-04-30
Idaho,26,2013-04-30
Illinois,10,2013-04-30
Indiana,6,2013-04-30
Iowa,9,2013-04-30
Kansas,13,2013-04-30
Kentucky,10,2013-04-30
Louisiana,17,2013-04-30
Maine,0,2013-04-30
Maryland,9,2013-04-30
Massachusetts,15,2013-04-30
Michigan,14,2013-04-30
Minnesota,12,2013-04-30
Mississippi,7,2013-04-30
Missouri,11,2013-04-30
Montana,15,2013-04-30
Nebraska,6,2013-04-30
Nevada,13,2013-04-30
New Hampshire,23,2013-04-30
New Jersey,11,2013-04-30
New Mexico,15,2013-04-30
New York,11,2013-04-30
North Carolina,5,2013-04-30
North Dakota,0,2013-04-30
Ohio,7,2013-04-30
Oklahoma,11,2013-04-30
Oregon,17,2013-04-30
Pennsylvania,10,2013-04-30
Rhode Island,10,2013-04-30
South Carolina,15,2013-04-30
South Dakota,0,2013-04-30
Tennessee,13,2013-04-30
Texas,8,2013-04-30
Utah,24,2013-04-30
Vermont,100,2013-04-30
Virginia,3,2013-04-30
Washington,8,2013-04-30
West Virginia,10,2013-04-30
Wisconsin,16,2013-04-30
Wyoming,0,2013-04-30
Alabama,5,2013-05-31
Alaska,0,2013-05-31
Arizona,8,2013-05-31
Arkansas,27,2013-05-31
California,12,2013-05-31
Colorado,6,2013-05-31
Connecticut,14,2013-05-31
Delaware,37,2013-05-31
District of Columbia,3,2013-05-31
Florida,6,2013-05-31
Georgia,10,2013-05-31
Hawaii,9,2013-05-31
Idaho,48,2013-05-31
Illinois,11,2013-05-31
Indiana,15,2013-05-31
Iowa,13,2013-05-31
Kansas,11,2013-05-31
Kentucky,13,2013-05-31
Louisiana,16,2013-05-31
Maine,0,2013-05-31
Maryland,14,2013-05-31
Massachusetts,20,2013-05-31
Michigan,18,2013-05-31
Minnesota,13,2013-05-31
Mississippi,8,2013-05-31
Missouri,29,2013-05-31
Montana,81,2013-05-31
Nebraska,17,2013-05-31
Nevada,17,2013-05-31
New Hampshire,0,2013-05-31
New Jersey,20,2013-05-31
New Mexico,10,2013-05-31
New York,10,2013-05-31
North Carolina,13,2013-05-31
North Dakota,100,2013-05-31
Ohio,10,2013-05-31
Oklahoma,13,2013-05-31
Oregon,6,2013-05-31
Pennsylvania,16,2013-05-31
Rhode Island,13,2013-05-31
South Carolina,32,2013-05-31
South Dakota,26,2013-05-31
Tennessee,7,2013-05-31
Texas,8,2013-05-31
Utah,27,2013-05-31
Vermont,23,2013-05-31
Virginia,20,2013-05-31
Washington,16,2013-05-31
West Virginia,14,2013-05-31
Wisconsin,7,2013-05-31
Wyoming,0,2013-05-31
Alabama,7,2013-06-30
Alaska,18,2013-06-30
Arizona,8,2013-06-30
Arkansas,23,2013-06-30
California,12,2013-06-30
Colorado,8,2013-06-30
Connecticut,22,2013-06-30
Delaware,0,2013-06-30
District of Columbia,34,2013-06-30
Florida,12,2013-06-30
Georgia,13,2013-06-30
Hawaii,15,2013-06-30
Idaho,31,2013-06-30
Illinois,10,2013-06-30
Indiana,11,2013-06-30
Iowa,5,2013-06-30
Kansas,17,2013-06-30
Kentucky,20,2013-06-30
Louisiana,3,2013-06-30
Maine,30,2013-06-30
Maryland,17,2013-06-30
Massachusetts,15,2013-06-30
Michigan,30,2013-06-30
Minnesota,15,2013-06-30
Mississippi,0,2013-06-30
Missouri,22,2013-06-30
Montana,17,2013-06-30
Nebraska,14,2013-06-30
Nevada,13,2013-06-30
New Hampshire,0,2013-06-30
New Jersey,13,2013-06-30
New Mexico,0,2013-06-30
New York,14,2013-06-30
North Carolina,10,2013-06-30
North Dakota,0,2013-06-30
Ohio,8,2013-06-30
Oklahoma,18,2013-06-30
Oregon,9,2013-06-30
Pennsylvania,14,2013-06-30
Rhode Island,12,2013-06-30
South Carolina,33,2013-06-30
South Dakota,47,2013-06-30
Tennessee,10,2013-06-30
Texas,11,2013-06-30
Utah,27,2013-06-30
Vermont,0,2013-06-30
Virginia,17,2013-06-30
Washington,13,2013-06-30
West Virginia,12,2013-06-30
Wisconsin,15,2013-06-30
Wyoming,100,2013-06-30
Alabama,7,2013-07-31
Alaska,29,2013-07-31
Arizona,35,2013-07-31
Arkansas,25,2013-07-31
California,20,2013-07-31
Colorado,10,2013-07-31
Connecticut,38,2013-07-31
Delaware,0,2013-07-31
District of Columbia,53,2013-07-31
Florida,22,2013-07-31
Georgia,10,2013-07-31
Hawaii,13,2013-07-31
Idaho,35,2013-07-31
Illinois,20,2013-07-31
Indiana,9,2013-07-31
Iowa,32,2013-07-31
Kansas,24,2013-07-31
Kentucky,25,2013-07-31
Louisiana,48,2013-07-31
Maine,34,2013-07-31
Maryland,30,2013-07-31
Massachusetts,33,2013-07-31
Michigan,35,2013-07-31
Minnesota,21,2013-07-31
Mississippi,0,2013-07-31
Missouri,12,2013-07-31
Montana,28,2013-07-31
Nebraska,48,2013-07-31
Nevada,18,2013-07-31
New Hampshire,15,2013-07-31
New Jersey,33,2013-07-31
New Mexico,30,2013-07-31
New York,15,2013-07-31
North Carolina,9,2013-07-31
North Dakota,72,2013-07-31
Ohio,12,2013-07-31
Oklahoma,20,2013-07-31
Oregon,21,2013-07-31
Pennsylvania,33,2013-07-31
Rhode Island,0,2013-07-31
South Carolina,31,2013-07-31
South Dakota,0,2013-07-31
Tennessee,16,2013-07-31
Texas,15,2013-07-31
Utah,16,2013-07-31
Vermont,100,2013-07-31
Virginia,16,2013-07-31
Washington,9,2013-07-31
West Virginia,0,2013-07-31
Wisconsin,22,2013-07-31
Wyoming,55,2013-07-31
Alabama,9,2013-08-31
Alaska,0,2013-08-31
Arizona,27,2013-08-31
Arkansas,100,2013-08-31
California,29,2013-08-31
Colorado,19,2013-08-31
Connecticut,53,2013-08-31
Delaware,84,2013-08-31
District of Columbia,24,2013-08-31
Florida,16,2013-08-31
Georgia,10,2013-08-31
Hawaii,19,2013-08-31
Idaho,70,2013-08-31
Illinois,24,2013-08-31
Indiana,12,2013-08-31
Iowa,0,2013-08-31
Kansas,7,2013-08-31
Kentucky,12,2013-08-31
Louisiana,17,2013-08-31
Maine,88,2013-08-31
Maryland,29,2013-08-31
Massachusetts,29,2013-08-31
Michigan,22,2013-08-31
Minnesota,8,2013-08-31
Mississippi,16,2013-08-31
Missouri,27,2013-08-31
Montana,39,2013-08-31
Nebraska,80,2013-08-31
Nevada,41,2013-08-31
New Hampshire,21,2013-08-31
New Jersey,41,2013-08-31
New Mexico,41,2013-08-31
New York,26,2013-08-31
North Carolina,19,2013-08-31
North Dakota,0,2013-08-31
Ohio,35,2013-08-31
Oklahoma,14,2013-08-31
Oregon,18,2013-08-31
Pennsylvania,38,2013-08-31
Rhode Island,0,2013-08-31
South Carolina,25,2013-08-31
South Dakota,49,2013-08-31
Tennessee,38,2013-08-31
Texas,33,2013-08-31
Utah,15,2013-08-31
Vermont,88,2013-08-31
Virginia,22,2013-08-31
Washington,38,2013-08-31
West Virginia,0,2013-08-31
Wisconsin,10,2013-08-31
Wyoming,73,2013-08-31
Alabama,22,2013-09-30
Alaska,0,2013-09-30
Arizona,10,2013-09-30
Arkansas,20,2013-09-30
California,31,2013-09-30
Colorado,26,2013-09-30
Connecticut,52,2013-09-30
Delaware,98,2013-09-30
District of Columbia,29,2013-09-30
Florida,14,2013-09-30
Georgia,13,2013-09-30
Hawaii,0,2013-09-30
Idaho,27,2013-09-30
Illinois,16,2013-09-30
Indiana,0,2013-09-30
Iowa,25,2013-09-30
Kansas,31,2013-09-30
Kentucky,15,2013-09-30
Louisiana,20,2013-09-30
Maine,0,2013-09-30
Maryland,63,2013-09-30
Massachusetts,22,2013-09-30
Michigan,26,2013-09-30
Minnesota,56,2013-09-30
Mississippi,23,2013-09-30
Missouri,36,2013-09-30
Montana,45,2013-09-30
Nebraska,0,2013-09-30
Nevada,31,2013-09-30
New Hampshire,0,2013-09-30
New Jersey,15,2013-09-30
New Mexico,46,2013-09-30
New York,12,2013-09-30
North Carolina,30,2013-09-30
North Dakota,0,2013-09-30
Ohio,29,2013-09-30
Oklahoma,25,2013-09-30
Oregon,6,2013-09-30
Pennsylvania,43,2013-09-30
Rhode Island,60,2013-09-30
South Carolina,30,2013-09-30
South Dakota,0,2013-09-30
Tennessee,23,2013-09-30
Texas,24,2013-09-30
Utah,39,2013-09-30
Vermont,100,2013-09-30
Virginia,35,2013-09-30
Washington,19,2013-09-30
West Virginia,59,2013-09-30
Wisconsin,19,2013-09-30
Wyoming,0,2013-09-30
Alabama,23,2013-10-31
Alaska,50,2013-10-31
Arizona,0,2013-10-31
Arkansas,41,2013-10-31
California,25,2013-10-31
Colorado,29,2013-10-31
Connecticut,9,2013-10-31
Delaware,100,2013-10-31
District of Columbia,16,2013-10-31
Florida,21,2013-10-31
Georgia,24,2013-10-31
Hawaii,44,2013-10-31
Idaho,28,2013-10-31
Illinois,23,2013-10-31
Indiana,22,2013-10-31
Iowa,29,2013-10-31
Kansas,50,2013-10-31
Kentucky,0,2013-10-31
Louisiana,54,2013-10-31
Maine,0,2013-10-31
Maryland,18,2013-10-31
Massachusetts,34,2013-10-31
Michigan,35,2013-10-31
Minnesota,27,2013-10-31
Mississippi,23,2013-10-31
Missouri,27,2013-10-31
Montana,47,2013-10-31
Nebraska,20,2013-10-31
Nevada,0,2013-10-31
New Hampshire,73,2013-10-31
New Jersey,30,2013-10-31
New Mexico,49,2013-10-31
New York,23,2013-10-31
North Carolina,32,2013-10-31
North Dakota,0,2013-10-31
Ohio,21,2013-10-31
Oklahoma,9,2013-10-31
Oregon,7,2013-10-31
Pennsylvania,24,2013-10-31
Rhode Island,63,2013-10-31
South Carolina,74,2013-10-31
South Dakota,0,2013-10-31
Tennessee,29,2013-10-31
Texas,20,2013-10-31
Utah,45,2013-10-31
Vermont,0,2013-10-31
Virginia,44,2013-10-31
Washington,35,2013-10-31
West Virginia,0,2013-10-31
Wisconsin,18,2013-10-31
Wyoming,0,2013-10-31
Alabama,38,2013-11-30
Alaska,86,2013-11-30
Arizona,22,2013-11-30
Arkansas,18,2013-11-30
California,16,2013-11-30
Colorado,40,2013-11-30
Connecticut,23,2013-11-30
Delaware,100,2013-11-30
District of Columbia,16,2013-11-30
Florida,19,2013-11-30
Georgia,9,2013-11-30
Hawaii,20,2013-11-30
Idaho,71,2013-11-30
Illinois,15,2013-11-30
Indiana,13,2013-11-30
Iowa,10,2013-11-30
Kansas,24,2013-11-30
Kentucky,0,2013-11-30
Louisiana,18,2013-11-30
Maine,24,2013-11-30
Maryland,0,2013-11-30
Massachusetts,15,2013-11-30
Michigan,31,2013-11-30
Minnesota,20,2013-11-30
Mississippi,0,2013-11-30
Missouri,32,2013-11-30
Montana,81,2013-11-30
Nebraska,18,2013-11-30
Nevada,0,2013-11-30
New Hampshire,21,2013-11-30
New Jersey,29,2013-11-30
New Mexico,21,2013-11-30
New York,16,2013-11-30
North Carolina,12,2013-11-30
North Dakota,47,2013-11-30
Ohio,17,2013-11-30
Oklahoma,33,2013-11-30
Oregon,4,2013-11-30
Pennsylvania,42,2013-11-30
Rhode Island,54,2013-11-30
South Carolina,18,2013-11-30
South Dakota,0,2013-11-30
Tennessee,0,2013-11-30
Texas,19,2013-11-30
Utah,11,2013-11-30
Vermont,44,2013-11-30
Virginia,22,2013-11-30
Washington,4,2013-11-30
West Virginia,0,2013-11-30
Wisconsin,6,2013-11-30
Wyoming,0,2013-11-30
Alabama,35,2013-12-31
Alaska,33,2013-12-31
Arizona,14,2013-12-31
Arkansas,42,2013-12-31
California,20,2013-12-31
Colorado,4,2013-12-31
Connecticut,18,2013-12-31
Delaware,85,2013-12-31
District of Columbia,29,2013-12-31
Florida,20,2013-12-31
Georgia,17,2013-12-31
Hawaii,29,2013-12-31
Idaho,36,2013-12-31
Illinois,23,2013-12-31
Indiana,14,2013-12-31
Iowa,16,2013-12-31
Kansas,6,2013-12-31
Kentucky,30,2013-12-31
Louisiana,21,2013-12-31
Maine,57,2013-12-31
Maryland,27,2013-12-31
Massachusetts,19,2013-12-31
Michigan,12,2013-12-31
Minnesota,26,2013-12-31
Mississippi,0,2013-12-31
Missouri,22,2013-12-31
Montana,62,2013-12-31
Nebraska,0,2013-12-31
Nevada,0,2013-12-31
New Hampshire,16,2013-12-31
New Jersey,16,2013-12-31
New Mexico,0,2013-12-31
New York,18,2013-12-31
North Carolina,19,2013-12-31
North Dakota,36,2013-12-31
Ohio,15,2013-12-31
Oklahoma,20,2013-12-31
Oregon,20,2013-12-31
Pennsylvania,35,2013-12-31
Rhode Island,0,2013-12-31
South Carolina,39,2013-12-31
South Dakota,38,2013-12-31
Tennessee,13,2013-12-31
Texas,11,2013-12-31
Utah,9,2013-12-31
Vermont,100,2013-12-31
Virginia,28,2013-12-31
Washington,17,2013-12-31
West Virginia,0,2013-12-31
Wisconsin,13,2013-12-31
Wyoming,0,2013-12-31
Alabama,30,2014-01-31
Alaska,37,2014-01-31
Arizona,11,2014-01-31
Arkansas,14,2014-01-31
California,13,2014-01-31
Colorado,25,2014-01-31
Connecticut,13,2014-01-31
Delaware,0,2014-01-31
District of Columbia,19,2014-01-31
Florida,18,2014-01-31
Georgia,14,2014-01-31
Hawaii,16,2014-01-31
Idaho,20,2014-01-31
Illinois,20,2014-01-31
Indiana,5,2014-01-31
Iowa,33,2014-01-31
Kansas,6,2014-01-31
Kentucky,7,2014-01-31
Louisiana,22,2014-01-31
Maine,0,2014-01-31
Maryland,16,2014-01-31
Massachusetts,25,2014-01-31
Michigan,22,2014-01-31
Minnesota,15,2014-01-31
Mississippi,21,2014-01-31
Missouri,11,2014-01-31
Montana,100,2014-01-31
Nebraska,14,2014-01-31
Nevada,9,2014-01-31
New Hampshire,17,2014-01-31
New Jersey,20,2014-01-31
New Mexico,0,2014-01-31
New York,12,2014-01-31
North Carolina,31,2014-01-31
North Dakota,39,2014-01-31
Ohio,19,2014-01-31
Oklahoma,27,2014-01-31
Oregon,23,2014-01-31
Pennsylvania,26,2014-01-31
Rhode Island,43,2014-01-31
South Carolina,7,2014-01-31
South Dakota,40,2014-01-31
Tennessee,18,2014-01-31
Texas,17,2014-01-31
Utah,9,2014-01-31
Vermont,73,2014-01-31
Virginia,25,2014-01-31
Washington,24,2014-01-31
West Virginia,21,2014-01-31
Wisconsin,4,2014-01-31
Wyoming,61,2014-01-31
Alabama,18,2014-02-28
Alaska,75,2014-02-28
Arizona,23,2014-02-28
Arkansas,15,2014-02-28
California,18,2014-02-28
Colorado,29,2014-02-28
Connecticut,41,2014-02-28
Delaware,34,2014-02-28
District of Columbia,19,2014-02-28
Florida,23,2014-02-28
Georgia,25,2014-02-28
Hawaii,19,2014-02-28
Idaho,100,2014-02-28
Illinois,16,2014-02-28
Indiana,43,2014-02-28
Iowa,0,2014-02-28
Kansas,31,2014-02-28
Kentucky,0,2014-02-28
Louisiana,13,2014-02-28
Maine,21,2014-02-28
Maryland,25,2014-02-28
Massachusetts,13,2014-02-28
Michigan,63,2014-02-28
Minnesota,35,2014-02-28
Mississippi,0,2014-02-28
Missouri,33,2014-02-28
Montana,70,2014-02-28
Nebraska,0,2014-02-28
Nevada,16,2014-02-28
New Hampshire,37,2014-02-28
New Jersey,8,2014-02-28
New Mexico,38,2014-02-28
New York,25,2014-02-28
North Carolina,13,2014-02-28
North Dakota,0,2014-02-28
Ohio,15,2014-02-28
Oklahoma,15,2014-02-28
Oregon,47,2014-02-28
Pennsylvania,23,2014-02-28
Rhode Island,45,2014-02-28
South Carolina,29,2014-02-28
South Dakota,42,2014-02-28
Tennessee,20,2014-02-28
Texas,14,2014-02-28
Utah,39,2014-02-28
Vermont,38,2014-02-28
Virginia,17,2014-02-28
Washington,25,2014-02-28
West Virginia,22,2014-02-28
Wisconsin,23,2014-02-28
Wyoming,0,2014-02-28
Alabama,37,2014-03-31
Alaska,0,2014-03-31
Arizona,25,2014-03-31
Arkansas,43,2014-03-31
California,19,2014-03-31
Colorado,18,2014-03-31
Connecticut,41,2014-03-31
Delaware,34,2014-03-31
District of Columbia,31,2014-03-31
Florida,19,2014-03-31
Georgia,6,2014-03-31
Hawaii,18,2014-03-31
Idaho,20,2014-03-31
Illinois,19,2014-03-31
Indiana,10,2014-03-31
Iowa,30,2014-03-31
Kansas,7,2014-03-31
Kentucky,0,2014-03-31
Louisiana,6,2014-03-31
Maine,41,2014-03-31
Maryland,22,2014-03-31
Massachusetts,16,2014-03-31
Michigan,41,2014-03-31
Minnesota,19,2014-03-31
Mississippi,12,2014-03-31
Missouri,20,2014-03-31
Montana,100,2014-03-31
Nebraska,13,2014-03-31
Nevada,8,2014-03-31
New Hampshire,19,2014-03-31
New Jersey,26,2014-03-31
New Mexico,35,2014-03-31
New York,15,2014-03-31
North Carolina,25,2014-03-31
North Dakota,0,2014-03-31
Ohio,25,2014-03-31
Oklahoma,29,2014-03-31
Oregon,31,2014-03-31
Pennsylvania,54,2014-03-31
Rhode Island,0,2014-03-31
South Carolina,27,2014-03-31
South Dakota,40,2014-03-31
Tennessee,12,2014-03-31
Texas,13,2014-03-31
Utah,56,2014-03-31
Vermont,79,2014-03-31
Virginia,23,2014-03-31
Washington,15,2014-03-31
West Virginia,23,2014-03-31
Wisconsin,30,2014-03-31
Wyoming,0,2014-03-31
Alabama,8,2014-04-30
Alaska,0,2014-04-30
Arizona,23,2014-04-30
Arkansas,14,2014-04-30
California,9,2014-04-30
Colorado,10,2014-04-30
Connecticut,0,2014-04-30
Delaware,0,2014-04-30
District of Columbia,11,2014-04-30
Florida,12,2014-04-30
Georgia,16,2014-04-30
Hawaii,16,2014-04-30
Idaho,19,2014-04-30
Illinois,7,2014-04-30
Indiana,10,2014-04-30
Iowa,10,2014-04-30
Kansas,36,2014-04-30
Kentucky,12,2014-04-30
Louisiana,12,2014-04-30
Maine,100,2014-04-30
Maryland,12,2014-04-30
Massachusetts,13,2014-04-30
Michigan,27,2014-04-30
Minnesota,34,2014-04-30
Mississippi,0,2014-04-30
Missouri,29,2014-04-30
Montana,68,2014-04-30
Nebraska,0,2014-04-30
Nevada,7,2014-04-30
New Hampshire,0,2014-04-30
New Jersey,12,2014-04-30
New Mexico,0,2014-04-30
New York,17,2014-04-30
North Carolina,17,2014-04-30
North Dakota,38,2014-04-30
Ohio,7,2014-04-30
Oklahoma,16,2014-04-30
Oregon,18,2014-04-30
Pennsylvania,27,2014-04-30
Rhode Island,0,2014-04-30
South Carolina,27,2014-04-30
South Dakota,41,2014-04-30
Tennessee,9,2014-04-30
Texas,14,2014-04-30
Utah,18,2014-04-30
Vermont,78,2014-04-30
Virginia,15,2014-04-30
Washington,30,2014-04-30
West Virginia,0,2014-04-30
Wisconsin,8,2014-04-30
Wyoming,0,2014-04-30
Alabama,57,2014-05-31
Alaska,43,2014-05-31
Arizona,17,2014-05-31
Arkansas,18,2014-05-31
California,11,2014-05-31
Colorado,17,2014-05-31
Connecticut,21,2014-05-31
Delaware,40,2014-05-31
District of Columbia,15,2014-05-31
Florida,18,2014-05-31
