geoName,Rent,year
Arkansas,77,2013-07-31
California,76,2013-07-31
Colorado,87,2013-07-31
Connecticut,64,2013-07-31
Delaware,97,2013-07-31
District of Columbia,67,2013-07-31
Florida,100,2013-07-31
Georgia,97,2013-07-31
Hawaii,41,2013-07-31
Idaho,79,2013-07-31
Illinois,82,2013-07-31
Indiana,63,2013-07-31
Iowa,55,2013-07-31
Kansas,90,2013-07-31
Kentucky,74,2013-07-31
Louisiana,85,2013-07-31
Maine,50,2013-07-31
Maryland,76,2013-07-31
Massachusetts,65,2013-07-31
Michigan,96,2013-07-31
Minnesota,64,2013-07-31
Mississippi,90,2013-07-31
Missouri,69,2013-07-31
Montana,54,2013-07-31
Nebraska,56,2013-07-31
Nevada,87,2013-07-31
New Hampshire,53,2013-07-31
New Jersey,73,2013-07-31
New Mexico,77,2013-07-31
New York,64,2013-07-31
North Carolina,91,2013-07-31
North Dakota,59,2013-07-31
Ohio,69,2013-07-31
Oklahoma,75,2013-07-31
Oregon,38,2013-07-31
Pennsylvania,65,2013-07-31
Rhode Island,55,2013-07-31
South Carolina,79,2013-07-31
South Dakota,55,2013-07-31
Tennessee,82,2013-07-31
Texas,79,2013-07-31
Utah,75,2013-07-31
Vermont,38,2013-07-31
Virginia,75,2013-07-31
Washington,64,2013-07-31
West Virginia,66,2013-07-31
Wisconsin,57,2013-07-31
Wyoming,48,2013-07-31
Alabama,70,2013-08-31
Alaska,42,2013-08-31
Arizona,82,2013-08-31
Arkansas,75,2013-08-31
California,68,2013-08-31
Colorado,67,2013-08-31
Connecticut,59,2013-08-31
Delaware,76,2013-08-31
District of Columbia,69,2013-08-31
Florida,100,2013-08-31
Georgia,96,2013-08-31
Hawaii,41,2013-08-31
Idaho,54,2013-08-31
Illinois,74,2013-08-31
Indiana,60,2013-08-31
Iowa,45,2013-08-31
Kansas,84,2013-08-31
Kentucky,77,2013-08-31
Louisiana,70,2013-08-31
Maine,63,2013-08-31
Maryland,63,2013-08-31
Massachusetts,57,2013-08-31
Michigan,67,2013-08-31
Minnesota,58,2013-08-31
Mississippi,66,2013-08-31
Missouri,67,2013-08-31
Montana,58,2013-08-31
Nebraska,57,2013-08-31
Nevada,81,2013-08-31
New Hampshire,41,2013-08-31
New Jersey,60,2013-08-31
New Mexico,66,2013-08-31
New York,57,2013-08-31
North Carolina,82,2013-08-31
North Dakota,54,2013-08-31
Ohio,61,2013-08-31
Oklahoma,58,2013-08-31
Oregon,29,2013-08-31
Pennsylvania,54,2013-08-31
Rhode Island,62,2013-08-31
South Carolina,77,2013-08-31
South Dakota,31,2013-08-31
Tennessee,75,2013-08-31
Texas,67,2013-08-31
Utah,60,2013-08-31
Vermont,34,2013-08-31
Virginia,70,2013-08-31
Washington,60,2013-08-31
West Virginia,48,2013-08-31
Wisconsin,55,2013-08-31
Wyoming,67,2013-08-31
Alabama,64,2013-09-30
Alaska,29,2013-09-30
Arizona,76,2013-09-30
Arkansas,64,2013-09-30
California,63,2013-09-30
Colorado,72,2013-09-30
Connecticut,50,2013-09-30
Delaware,91,2013-09-30
District of Columbia,64,2013-09-30
Florida,98,2013-09-30
Georgia,96,2013-09-30
Hawaii,49,2013-09-30
Idaho,54,2013-09-30
Illinois,70,2013-09-30
Indiana,63,2013-09-30
Iowa,46,2013-09-30
Kansas,63,2013-09-30
Kentucky,63,2013-09-30
Louisiana,63,2013-09-30
Maine,31,2013-09-30
Maryland,56,2013-09-30
Massachusetts,53,2013-09-30
Michigan,65,2013-09-30
Minnesota,58,2013-09-30
Mississippi,100,2013-09-30
Missouri,64,2013-09-30
Montana,31,2013-09-30
Nebraska,47,2013-09-30
Nevada,72,2013-09-30
New Hampshire,49,2013-09-30
New Jersey,64,2013-09-30
New Mexico,60,2013-09-30
New York,57,2013-09-30
North Carolina,75,2013-09-30
North Dakota,68,2013-09-30
Ohio,59,2013-09-30
Oklahoma,70,2013-09-30
Oregon,23,2013-09-30
Pennsylvania,59,2013-09-30
Rhode Island,50,2013-09-30
South Carolina,74,2013-09-30
South Dakota,24,2013-09-30
Tennessee,69,2013-09-30
Texas,73,2013-09-30
Utah,58,2013-09-30
Vermont,41,2013-09-30
Virginia,64,2013-09-30
Washington,62,2013-09-30
West Virginia,48,2013-09-30
Wisconsin,54,2013-09-30
Wyoming,43,2013-09-30
Alabama,71,2013-10-31
Alaska,26,2013-10-31
Arizona,80,2013-10-31
Arkansas,58,2013-10-31
California,69,2013-10-31
Colorado,72,2013-10-31
Connecticut,54,2013-10-31
Delaware,82,2013-10-31
District of Columbia,71,2013-10-31
Florida,100,2013-10-31
Georgia,96,2013-10-31
Hawaii,44,2013-10-31
Idaho,63,2013-10-31
Illinois,71,2013-10-31
Indiana,58,2013-10-31
Iowa,46,2013-10-31
Kansas,73,2013-10-31
Kentucky,61,2013-10-31
Louisiana,71,2013-10-31
Maine,41,2013-10-31
Maryland,66,2013-10-31
Massachusetts,51,2013-10-31
Michigan,62,2013-10-31
Minnesota,61,2013-10-31
Mississippi,86,2013-10-31
Missouri,73,2013-10-31
Montana,36,2013-10-31
Nebraska,52,2013-10-31
Nevada,63,2013-10-31
New Hampshire,41,2013-10-31
New Jersey,68,2013-10-31
New Mexico,74,2013-10-31
New York,60,2013-10-31
North Carolina,79,2013-10-31
North Dakota,51,2013-10-31
Ohio,55,2013-10-31
Oklahoma,58,2013-10-31
Oregon,22,2013-10-31
Pennsylvania,56,2013-10-31
Rhode Island,48,2013-10-31
South Carolina,80,2013-10-31
South Dakota,44,2013-10-31
Tennessee,80,2013-10-31
Texas,69,2013-10-31
Utah,60,2013-10-31
Vermont,37,2013-10-31
Virginia,65,2013-10-31
Washington,55,2013-10-31
West Virginia,56,2013-10-31
Wisconsin,47,2013-10-31
Wyoming,44,2013-10-31
Alabama,76,2013-11-30
Alaska,41,2013-11-30
Arizona,75,2013-11-30
Arkansas,72,2013-11-30
California,68,2013-11-30
Colorado,61,2013-11-30
Connecticut,60,2013-11-30
Delaware,79,2013-11-30
District of Columbia,62,2013-11-30
Florida,94,2013-11-30
Georgia,100,2013-11-30
Hawaii,57,2013-11-30
Idaho,63,2013-11-30
Illinois,69,2013-11-30
Indiana,56,2013-11-30
Iowa,45,2013-11-30
Kansas,74,2013-11-30
Kentucky,71,2013-11-30
Louisiana,77,2013-11-30
Maine,31,2013-11-30
Maryland,69,2013-11-30
Massachusetts,55,2013-11-30
Michigan,60,2013-11-30
Minnesota,58,2013-11-30
Mississippi,85,2013-11-30
Missouri,64,2013-11-30
Montana,60,2013-11-30
Nebraska,45,2013-11-30
Nevada,72,2013-11-30
New Hampshire,52,2013-11-30
New Jersey,65,2013-11-30
New Mexico,64,2013-11-30
New York,53,2013-11-30
North Carolina,90,2013-11-30
North Dakota,50,2013-11-30
Ohio,59,2013-11-30
Oklahoma,61,2013-11-30
Oregon,29,2013-11-30
Pennsylvania,58,2013-11-30
Rhode Island,58,2013-11-30
South Carolina,99,2013-11-30
South Dakota,42,2013-11-30
Tennessee,72,2013-11-30
Texas,76,2013-11-30
Utah,61,2013-11-30
Vermont,31,2013-11-30
Virginia,77,2013-11-30
Washington,53,2013-11-30
West Virginia,57,2013-11-30
Wisconsin,52,2013-11-30
Wyoming,77,2013-11-30
Alabama,86,2013-12-31
Alaska,34,2013-12-31
Arizona,81,2013-12-31
Arkansas,69,2013-12-31
California,66,2013-12-31
Colorado,69,2013-12-31
Connecticut,59,2013-12-31
Delaware,64,2013-12-31
District of Columbia,66,2013-12-31
Florida,100,2013-12-31
Georgia,96,2013-12-31
Hawaii,47,2013-12-31
Idaho,55,2013-12-31
Illinois,76,2013-12-31
Indiana,56,2013-12-31
Iowa,43,2013-12-31
Kansas,79,2013-12-31
Kentucky,64,2013-12-31
Louisiana,79,2013-12-31
Maine,47,2013-12-31
Maryland,66,2013-12-31
Massachusetts,57,2013-12-31
Michigan,68,2013-12-31
Minnesota,62,2013-12-31
Mississippi,81,2013-12-31
Missouri,63,2013-12-31
Montana,45,2013-12-31
Nebraska,54,2013-12-31
Nevada,69,2013-12-31
New Hampshire,46,2013-12-31
New Jersey,65,2013-12-31
New Mexico,77,2013-12-31
New York,50,2013-12-31
North Carolina,79,2013-12-31
North Dakota,52,2013-12-31
Ohio,63,2013-12-31
Oklahoma,69,2013-12-31
Oregon,30,2013-12-31
Pennsylvania,63,2013-12-31
Rhode Island,45,2013-12-31
South Carolina,85,2013-12-31
South Dakota,47,2013-12-31
Tennessee,71,2013-12-31
Texas,71,2013-12-31
Utah,43,2013-12-31
Vermont,50,2013-12-31
Virginia,72,2013-12-31
Washington,58,2013-12-31
West Virginia,61,2013-12-31
Wisconsin,51,2013-12-31
Wyoming,46,2013-12-31
Alabama,83,2014-01-31
Alaska,16,2014-01-31
Arizona,82,2014-01-31
Arkansas,72,2014-01-31
California,71,2014-01-31
Colorado,75,2014-01-31
Connecticut,56,2014-01-31
Delaware,69,2014-01-31
District of Columbia,65,2014-01-31
Florida,99,2014-01-31
Georgia,100,2014-01-31
Hawaii,55,2014-01-31
Idaho,76,2014-01-31
Illinois,80,2014-01-31
Indiana,62,2014-01-31
Iowa,53,2014-01-31
Kansas,98,2014-01-31
Kentucky,70,2014-01-31
Louisiana,85,2014-01-31
Maine,41,2014-01-31
Maryland,64,2014-01-31
Massachusetts,67,2014-01-31
Michigan,76,2014-01-31
Minnesota,65,2014-01-31
Mississippi,79,2014-01-31
Missouri,75,2014-01-31
Montana,58,2014-01-31
Nebraska,51,2014-01-31
Nevada,72,2014-01-31
New Hampshire,46,2014-01-31
New Jersey,70,2014-01-31
New Mexico,66,2014-01-31
New York,53,2014-01-31
North Carolina,89,2014-01-31
North Dakota,52,2014-01-31
Ohio,58,2014-01-31
Oklahoma,77,2014-01-31
Oregon,35,2014-01-31
Pennsylvania,61,2014-01-31
Rhode Island,68,2014-01-31
South Carolina,93,2014-01-31
South Dakota,51,2014-01-31
Tennessee,78,2014-01-31
Texas,71,2014-01-31
Utah,51,2014-01-31
Vermont,44,2014-01-31
Virginia,75,2014-01-31
Washington,62,2014-01-31
West Virginia,68,2014-01-31
Wisconsin,60,2014-01-31
Wyoming,44,2014-01-31
Alabama,76,2014-02-28
Alaska,31,2014-02-28
Arizona,80,2014-02-28
Arkansas,59,2014-02-28
California,67,2014-02-28
Colorado,73,2014-02-28
Connecticut,70,2014-02-28
Delaware,57,2014-02-28
District of Columbia,72,2014-02-28
Florida,97,2014-02-28
Georgia,100,2014-02-28
Hawaii,47,2014-02-28
Idaho,65,2014-02-28
Illinois,86,2014-02-28
Indiana,60,2014-02-28
Iowa,44,2014-02-28
Kansas,78,2014-02-28
Kentucky,63,2014-02-28
Louisiana,96,2014-02-28
Maine,53,2014-02-28
Maryland,67,2014-02-28
Massachusetts,64,2014-02-28
Michigan,80,2014-02-28
Minnesota,58,2014-02-28
Mississippi,83,2014-02-28
Missouri,82,2014-02-28
Montana,51,2014-02-28
Nebraska,55,2014-02-28
Nevada,72,2014-02-28
New Hampshire,59,2014-02-28
New Jersey,61,2014-02-28
New Mexico,70,2014-02-28
New York,57,2014-02-28
North Carolina,87,2014-02-28
North Dakota,69,2014-02-28
Ohio,64,2014-02-28
Oklahoma,68,2014-02-28
Oregon,54,2014-02-28
Pennsylvania,65,2014-02-28
Rhode Island,56,2014-02-28
South Carolina,89,2014-02-28
South Dakota,47,2014-02-28
Tennessee,83,2014-02-28
Texas,71,2014-02-28
Utah,58,2014-02-28
Vermont,38,2014-02-28
Virginia,73,2014-02-28
Washington,62,2014-02-28
West Virginia,76,2014-02-28
Wisconsin,63,2014-02-28
Wyoming,47,2014-02-28
Alabama,78,2014-03-31
Alaska,29,2014-03-31
Arizona,79,2014-03-31
Arkansas,67,2014-03-31
California,66,2014-03-31
Colorado,74,2014-03-31
Connecticut,63,2014-03-31
Delaware,65,2014-03-31
District of Columbia,56,2014-03-31
Florida,94,2014-03-31
Georgia,95,2014-03-31
Hawaii,48,2014-03-31
Idaho,73,2014-03-31
Illinois,79,2014-03-31
Indiana,56,2014-03-31
Iowa,41,2014-03-31
Kansas,100,2014-03-31
Kentucky,78,2014-03-31
Louisiana,75,2014-03-31
Maine,61,2014-03-31
Maryland,63,2014-03-31
Massachusetts,59,2014-03-31
Michigan,73,2014-03-31
Minnesota,62,2014-03-31
Mississippi,77,2014-03-31
Missouri,63,2014-03-31
Montana,79,2014-03-31
Nebraska,60,2014-03-31
Nevada,74,2014-03-31
New Hampshire,48,2014-03-31
New Jersey,64,2014-03-31
New Mexico,71,2014-03-31
New York,54,2014-03-31
North Carolina,79,2014-03-31
North Dakota,55,2014-03-31
Ohio,64,2014-03-31
Oklahoma,58,2014-03-31
Oregon,34,2014-03-31
Pennsylvania,61,2014-03-31
Rhode Island,42,2014-03-31
South Carolina,77,2014-03-31
South Dakota,43,2014-03-31
Tennessee,74,2014-03-31
Texas,71,2014-03-31
Utah,53,2014-03-31
Vermont,44,2014-03-31
Virginia,65,2014-03-31
Washington,67,2014-03-31
West Virginia,58,2014-03-31
Wisconsin,59,2014-03-31
Wyoming,42,2014-03-31
Alabama,72,2014-04-30
Alaska,34,2014-04-30
Arizona,79,2014-04-30
Arkansas,63,2014-04-30
California,69,2014-04-30
Colorado,75,2014-04-30
Connecticut,47,2014-04-30
Delaware,59,2014-04-30
District of Columbia,54,2014-04-30
Florida,98,2014-04-30
Georgia,100,2014-04-30
Hawaii,54,2014-04-30
Idaho,68,2014-04-30
Illinois,79,2014-04-30
Indiana,65,2014-04-30
Iowa,44,2014-04-30
Kansas,97,2014-04-30
Kentucky,78,2014-04-30
Louisiana,69,2014-04-30
Maine,53,2014-04-30
Maryland,67,2014-04-30
Massachusetts,56,2014-04-30
Michigan,68,2014-04-30
Minnesota,60,2014-04-30
Mississippi,81,2014-04-30
Missouri,75,2014-04-30
Montana,53,2014-04-30
Nebraska,53,2014-04-30
Nevada,75,2014-04-30
New Hampshire,40,2014-04-30
New Jersey,59,2014-04-30
New Mexico,71,2014-04-30
New York,57,2014-04-30
North Carolina,88,2014-04-30
North Dakota,66,2014-04-30
Ohio,71,2014-04-30
Oklahoma,67,2014-04-30
Oregon,38,2014-04-30
Pennsylvania,57,2014-04-30
Rhode Island,60,2014-04-30
South Carolina,90,2014-04-30
South Dakota,38,2014-04-30
Tennessee,76,2014-04-30
Texas,70,2014-04-30
Utah,66,2014-04-30
Vermont,33,2014-04-30
Virginia,63,2014-04-30
Washington,64,2014-04-30
West Virginia,68,2014-04-30
Wisconsin,54,2014-04-30
Wyoming,44,2014-04-30
Alabama,70,2014-05-31
Alaska,35,2014-05-31
Arizona,78,2014-05-31
Arkansas,66,2014-05-31
California,67,2014-05-31
Colorado,77,2014-05-31
Connecticut,47,2014-05-31
Delaware,66,2014-05-31
District of Columbia,45,2014-05-31
Florida,94,2014-05-31
Georgia,100,2014-05-31
Hawaii,41,2014-05-31
Idaho,62,2014-05-31
Illinois,75,2014-05-31
Indiana,70,2014-05-31
Iowa,41,2014-05-31
Kansas,83,2014-05-31
Kentucky,71,2014-05-31
Louisiana,76,2014-05-31
Maine,38,2014-05-31
Maryland,60,2014-05-31
Massachusetts,58,2014-05-31
Michigan,68,2014-05-31
Minnesota,62,2014-05-31
Mississippi,69,2014-05-31
Missouri,68,2014-05-31
Montana,66,2014-05-31
Nebraska,59,2014-05-31
Nevada,76,2014-05-31
New Hampshire,35,2014-05-31
New Jersey,59,2014-05-31
New Mexico,70,2014-05-31
New York,53,2014-05-31
North Carolina,89,2014-05-31
North Dakota,54,2014-05-31
Ohio,70,2014-05-31
Oklahoma,68,2014-05-31
Oregon,30,2014-05-31
Pennsylvania,63,2014-05-31
Rhode Island,66,2014-05-31
South Carolina,94,2014-05-31
South Dakota,47,2014-05-31
Tennessee,70,2014-05-31
Texas,71,2014-05-31
Utah,55,2014-05-31
Vermont,42,2014-05-31
Virginia,67,2014-05-31
Washington,57,2014-05-31
West Virginia,59,2014-05-31
Wisconsin,51,2014-05-31
Wyoming,73,2014-05-31
Alabama,72,2014-06-30
Alaska,46,2014-06-30
Arizona,75,2014-06-30
Arkansas,66,2014-06-30
California,68,2014-06-30
Colorado,69,2014-06-30
Connecticut,57,2014-06-30
Delaware,54,2014-06-30
District of Columbia,65,2014-06-30
Florida,92,2014-06-30
Georgia,100,2014-06-30
Hawaii,46,2014-06-30
Idaho,68,2014-06-30
Illinois,76,2014-06-30
Indiana,66,2014-06-30
Iowa,50,2014-06-30
Kansas,66,2014-06-30
Kentucky,72,2014-06-30
Louisiana,75,2014-06-30
Maine,50,2014-06-30
Maryland,64,2014-06-30
Massachusetts,60,2014-06-30
Michigan,74,2014-06-30
Minnesota,70,2014-06-30
Mississippi,69,2014-06-30
Missouri,73,2014-06-30
Montana,50,2014-06-30
Nebraska,52,2014-06-30
Nevada,85,2014-06-30
New Hampshire,47,2014-06-30
New Jersey,58,2014-06-30
New Mexico,73,2014-06-30
New York,59,2014-06-30
North Carolina,78,2014-06-30
North Dakota,59,2014-06-30
Ohio,64,2014-06-30
Oklahoma,66,2014-06-30
Oregon,33,2014-06-30
Pennsylvania,62,2014-06-30
Rhode Island,51,2014-06-30
South Carolina,91,2014-06-30
South Dakota,46,2014-06-30
Tennessee,75,2014-06-30
Texas,74,2014-06-30
Utah,62,2014-06-30
Vermont,47,2014-06-30
Virginia,46,2014-06-30
Washington,58,2014-06-30
West Virginia,62,2014-06-30
Wisconsin,58,2014-06-30
Wyoming,53,2014-06-30
Alabama,69,2014-07-31
Alaska,59,2014-07-31
Arizona,83,2014-07-31
Arkansas,67,2014-07-31
California,71,2014-07-31
Colorado,72,2014-07-31
Connecticut,58,2014-07-31
Delaware,76,2014-07-31
District of Columbia,64,2014-07-31
Florida,97,2014-07-31
Georgia,100,2014-07-31
Hawaii,44,2014-07-31
Idaho,56,2014-07-31
Illinois,76,2014-07-31
Indiana,54,2014-07-31
Iowa,40,2014-07-31
Kansas,70,2014-07-31
Kentucky,68,2014-07-31
Louisiana,69,2014-07-31
Maine,56,2014-07-31
Maryland,59,2014-07-31
Massachusetts,61,2014-07-31
Michigan,71,2014-07-31
Minnesota,60,2014-07-31
Mississippi,78,2014-07-31
Missouri,56,2014-07-31
Montana,59,2014-07-31
Nebraska,48,2014-07-31
Nevada,86,2014-07-31
New Hampshire,44,2014-07-31
New Jersey,67,2014-07-31
New Mexico,59,2014-07-31
New York,57,2014-07-31
North Carolina,76,2014-07-31
North Dakota,50,2014-07-31
Ohio,64,2014-07-31
Oklahoma,67,2014-07-31
Oregon,32,2014-07-31
Pennsylvania,62,2014-07-31
Rhode Island,52,2014-07-31
South Carolina,84,2014-07-31
South Dakota,45,2014-07-31
Tennessee,69,2014-07-31
Texas,67,2014-07-31
Utah,55,2014-07-31
Vermont,44,2014-07-31
Virginia,46,2014-07-31
Washington,65,2014-07-31
West Virginia,63,2014-07-31
Wisconsin,52,2014-07-31
Wyoming,49,2014-07-31
Alabama,60,2014-08-31
Alaska,48,2014-08-31
Arizona,68,2014-08-31
Arkansas,55,2014-08-31
California,69,2014-08-31
Colorado,68,2014-08-31
Connecticut,54,2014-08-31
Delaware,62,2014-08-31
District of Columbia,58,2014-08-31
Florida,89,2014-08-31
Georgia,100,2014-08-31
Hawaii,56,2014-08-31
Idaho,48,2014-08-31
Illinois,75,2014-08-31
Indiana,48,2014-08-31
Iowa,31,2014-08-31
Kansas,68,2014-08-31
Kentucky,64,2014-08-31
Louisiana,63,2014-08-31
Maine,30,2014-08-31
Maryland,60,2014-08-31
Massachusetts,50,2014-08-31
Michigan,71,2014-08-31
Minnesota,63,2014-08-31
Mississippi,50,2014-08-31
Missouri,60,2014-08-31
Montana,57,2014-08-31
Nebraska,55,2014-08-31
Nevada,81,2014-08-31
New Hampshire,50,2014-08-31
New Jersey,59,2014-08-31
New Mexico,71,2014-08-31
New York,58,2014-08-31
North Carolina,75,2014-08-31
North Dakota,40,2014-08-31
Ohio,59,2014-08-31
Oklahoma,60,2014-08-31
Oregon,28,2014-08-31
Pennsylvania,58,2014-08-31
Rhode Island,68,2014-08-31
South Carolina,74,2014-08-31
South Dakota,49,2014-08-31
Tennessee,66,2014-08-31
Texas,65,2014-08-31
Utah,56,2014-08-31
Vermont,41,2014-08-31
Virginia,46,2014-08-31
Washington,62,2014-08-31
West Virginia,55,2014-08-31
Wisconsin,52,2014-08-31
Wyoming,51,2014-08-31
Alabama,65,2014-09-30
Alaska,32,2014-09-30
Arizona,68,2014-09-30
Arkansas,60,2014-09-30
California,63,2014-09-30
Colorado,62,2014-09-30
Connecticut,56,2014-09-30
Delaware,60,2014-09-30
District of Columbia,59,2014-09-30
Florida,88,2014-09-30
Georgia,100,2014-09-30
Hawaii,61,2014-09-30
Idaho,54,2014-09-30
Illinois,74,2014-09-30
Indiana,59,2014-09-30
Iowa,42,2014-09-30
Kansas,59,2014-09-30
Kentucky,54,2014-09-30
Louisiana,68,2014-09-30
Maine,33,2014-09-30
Maryland,57,2014-09-30
Massachusetts,51,2014-09-30
Michigan,59,2014-09-30
Minnesota,58,2014-09-30
Mississippi,69,2014-09-30
Missouri,60,2014-09-30
Montana,68,2014-09-30
Nebraska,48,2014-09-30
Nevada,73,2014-09-30
New Hampshire,46,2014-09-30
New Jersey,59,2014-09-30
New Mexico,64,2014-09-30
New York,59,2014-09-30
North Carolina,65,2014-09-30
North Dakota,36,2014-09-30
Ohio,57,2014-09-30
Oklahoma,64,2014-09-30
Oregon,23,2014-09-30
Pennsylvania,50,2014-09-30
Rhode Island,31,2014-09-30
South Carolina,70,2014-09-30
South Dakota,28,2014-09-30
Tennessee,63,2014-09-30
Texas,66,2014-09-30
Utah,55,2014-09-30
Vermont,41,2014-09-30
Virginia,41,2014-09-30
Washington,52,2014-09-30
West Virginia,55,2014-09-30
Wisconsin,46,2014-09-30
Wyoming,35,2014-09-30
Alabama,55,2014-10-31
Alaska,35,2014-10-31
Arizona,72,2014-10-31
Arkansas,60,2014-10-31
California,67,2014-10-31
Colorado,62,2014-10-31
Connecticut,42,2014-10-31
Delaware,69,2014-10-31
District of Columbia,53,2014-10-31
Florida,89,2014-10-31
Georgia,100,2014-10-31
Hawaii,58,2014-10-31
Idaho,59,2014-10-31
Illinois,66,2014-10-31
Indiana,46,2014-10-31
Iowa,31,2014-10-31
Kansas,48,2014-10-31
Kentucky,67,2014-10-31
Louisiana,67,2014-10-31
Maine,41,2014-10-31
Maryland,59,2014-10-31
Massachusetts,50,2014-10-31
Michigan,63,2014-10-31
Minnesota,51,2014-10-31
Mississippi,58,2014-10-31
Missouri,67,2014-10-31
Montana,69,2014-10-31
Nebraska,35,2014-10-31
Nevada,80,2014-10-31
New Hampshire,33,2014-10-31
New Jersey,54,2014-10-31
New Mexico,53,2014-10-31
New York,57,2014-10-31
North Carolina,65,2014-10-31
North Dakota,57,2014-10-31
Ohio,49,2014-10-31
Oklahoma,60,2014-10-31
Oregon,27,2014-10-31
Pennsylvania,51,2014-10-31
Rhode Island,39,2014-10-31
South Carolina,80,2014-10-31
South Dakota,26,2014-10-31
Tennessee,69,2014-10-31
Texas,60,2014-10-31
Utah,53,2014-10-31
Vermont,46,2014-10-31
Virginia,38,2014-10-31
Washington,57,2014-10-31
West Virginia,49,2014-10-31
Wisconsin,47,2014-10-31
Wyoming,71,2014-10-31
Alabama,60,2014-11-30
Alaska,31,2014-11-30
Arizona,73,2014-11-30
Arkansas,80,2014-11-30
California,64,2014-11-30
Colorado,62,2014-11-30
Connecticut,58,2014-11-30
Delaware,72,2014-11-30
District of Columbia,52,2014-11-30
Florida,92,2014-11-30
Georgia,100,2014-11-30
Hawaii,57,2014-11-30
Idaho,53,2014-11-30
Illinois,70,2014-11-30
Indiana,46,2014-11-30
Iowa,38,2014-11-30
Kansas,46,2014-11-30
Kentucky,56,2014-11-30
Louisiana,63,2014-11-30
Maine,36,2014-11-30
Maryland,50,2014-11-30
Massachusetts,52,2014-11-30
Michigan,62,2014-11-30
Minnesota,52,2014-11-30
Mississippi,73,2014-11-30
Missouri,59,2014-11-30
Montana,44,2014-11-30
Nebraska,42,2014-11-30
Nevada,80,2014-11-30
New Hampshire,38,2014-11-30
New Jersey,53,2014-11-30
New Mexico,70,2014-11-30
New York,56,2014-11-30
North Carolina,77,2014-11-30
North Dakota,46,2014-11-30
Ohio,54,2014-11-30
Oklahoma,58,2014-11-30
Oregon,25,2014-11-30
Pennsylvania,53,2014-11-30
Rhode Island,58,2014-11-30
South Carolina,79,2014-11-30
South Dakota,50,2014-11-30
Tennessee,68,2014-11-30
Texas,65,2014-11-30
Utah,44,2014-11-30
Vermont,51,2014-11-30
Virginia,37,2014-11-30
Washington,55,2014-11-30
West Virginia,41,2014-11-30
Wisconsin,48,2014-11-30
Wyoming,47,2014-11-30
Alabama,72,2014-12-31
Alaska,41,2014-12-31
Arizona,66,2014-12-31
Arkansas,69,2014-12-31
California,61,2014-12-31
Colorado,59,2014-12-31
Connecticut,42,2014-12-31
Delaware,44,2014-12-31
District of Columbia,49,2014-12-31
Florida,91,2014-12-31
Georgia,100,2014-12-31
Hawaii,55,2014-12-31
Idaho,63,2014-12-31
Illinois,72,2014-12-31
Indiana,57,2014-12-31
Iowa,40,2014-12-31
Kansas,55,2014-12-31
Kentucky,61,2014-12-31
Louisiana,66,2014-12-31
Maine,33,2014-12-31
Maryland,55,2014-12-31
Massachusetts,50,2014-12-31
Michigan,64,2014-12-31
Minnesota,52,2014-12-31
Mississippi,55,2014-12-31
Missouri,71,2014-12-31
Montana,46,2014-12-31
Nebraska,50,2014-12-31
Nevada,75,2014-12-31
New Hampshire,38,2014-12-31
New Jersey,56,2014-12-31
New Mexico,61,2014-12-31
New York,57,2014-12-31
North Carolina,70,2014-12-31
North Dakota,43,2014-12-31
Ohio,52,2014-12-31
Oklahoma,60,2014-12-31
Oregon,30,2014-12-31
Pennsylvania,55,2014-12-31
Rhode Island,41,2014-12-31
South Carolina,84,2014-12-31
South Dakota,54,2014-12-31
Tennessee,67,2014-12-31
Texas,65,2014-12-31
Utah,48,2014-12-31
Vermont,29,2014-12-31
Virginia,32,2014-12-31
Washington,51,2014-12-31
West Virginia,44,2014-12-31
Wisconsin,46,2014-12-31
Wyoming,34,2014-12-31
Alabama,64,2015-01-31
Alaska,49,2015-01-31
Arizona,72,2015-01-31
Arkansas,58,2015-01-31
California,63,2015-01-31
Colorado,64,2015-01-31
Connecticut,44,2015-01-31
Delaware,66,2015-01-31
District of Columbia,56,2015-01-31
Florida,98,2015-01-31
Georgia,100,2015-01-31
Hawaii,54,2015-01-31
Idaho,59,2015-01-31
Illinois,79,2015-01-31
Indiana,54,2015-01-31
Iowa,46,2015-01-31
Kansas,45,2015-01-31
Kentucky,67,2015-01-31
Louisiana,64,2015-01-31
Maine,46,2015-01-31
Maryland,51,2015-01-31
Massachusetts,55,2015-01-31
Michigan,68,2015-01-31
Minnesota,62,2015-01-31
Mississippi,71,2015-01-31
Missouri,61,2015-01-31
Montana,42,2015-01-31
Nebraska,42,2015-01-31
Nevada,79,2015-01-31
New Hampshire,39,2015-01-31
New Jersey,56,2015-01-31
New Mexico,66,2015-01-31
New York,60,2015-01-31
North Carolina,69,2015-01-31
North Dakota,46,2015-01-31
Ohio,61,2015-01-31
Oklahoma,64,2015-01-31
Oregon,31,2015-01-31
Pennsylvania,57,2015-01-31
Rhode Island,51,2015-01-31
South Carolina,89,2015-01-31
South Dakota,58,2015-01-31
Tennessee,68,2015-01-31
Texas,69,2015-01-31
Utah,57,2015-01-31
Vermont,54,2015-01-31
Virginia,31,2015-01-31
Washington,62,2015-01-31
West Virginia,55,2015-01-31
Wisconsin,50,2015-01-31
Wyoming,53,2015-01-31
Alabama,66,2015-02-28
Alaska,48,2015-02-28
Arizona,64,2015-02-28
Arkansas,67,2015-02-28
